WP_003009553.1	lcl|NZ_MSFX01000066.1_cds_WP_002614501.1_2414	91.398	93	106
WP_003009527.1	lcl|NZ_MSFX01000066.1_cds_WP_004503085.1_2413	93.269	312	321
WP_003009527.1	lcl|NZ_MSFX01000066.1_cds_BUQ74_RS16230_2394	63.492	63	321
WP_003009527.1	lcl|NZ_MSFX01000066.1_cds_WP_004503081.1_2410	27.711	249	321
WP_003009527.1	lcl|NZ_MSFX01000008.1_cds_WP_002615921.1_3457	24.159	327	321
WP_003009527.1	lcl|NZ_MSFX01000040.1_cds_WP_004499129.1_1374	23.132	281	321
WP_003009527.1	lcl|NZ_MSFX01000053.1_cds_WP_004495474.1_2098	23.636	330	321
WP_003009527.1	lcl|NZ_MSFX01000066.1_cds_WP_004503082.1_2407	25.632	277	321
WP_003009527.1	lcl|NZ_MSFX01000095.1_cds_WP_004503074.1_3067	22.291	323	321
WP_003009527.1	lcl|NZ_MSFX01000040.1_cds_WP_004503537.1_1348	22.188	320	321
WP_003009854.1	lcl|NZ_MSFX01000066.1_cds_WP_004503038.1_2412	80.548	365	365
WP_003009869.1	lcl|NZ_MSFX01000066.1_cds_WP_004503080.1_2411	90.270	185	185
WP_003009869.1	lcl|NZ_MSFX01000009.1_cds_WP_002630958.1_3626	33.562	146	185
WP_003009535.1	lcl|NZ_MSFX01000066.1_cds_WP_004503081.1_2410	90.578	329	329
WP_003009535.1	lcl|NZ_MSFX01000008.1_cds_WP_002615921.1_3457	31.013	316	329
WP_003009535.1	lcl|NZ_MSFX01000040.1_cds_WP_004499129.1_1374	30.240	334	329
WP_003009535.1	lcl|NZ_MSFX01000053.1_cds_WP_004495474.1_2098	30.769	312	329
WP_003009535.1	lcl|NZ_MSFX01000007.1_cds_WP_004495537.1_3223	27.164	335	329
WP_003009535.1	lcl|NZ_MSFX01000045.1_cds_WP_004498401.1_1735	29.781	319	329
WP_003009535.1	lcl|NZ_MSFX01000053.1_cds_WP_004495465.1_2101	28.793	323	329
WP_003009535.1	lcl|NZ_MSFX01000040.1_cds_WP_004503537.1_1348	24.627	268	329
WP_003009535.1	lcl|NZ_MSFX01000066.1_cds_WP_004503082.1_2407	28.431	306	329
WP_003009535.1	lcl|NZ_MSFX01000038.1_cds_WP_004496595.1_1254	26.393	341	329
WP_003009535.1	lcl|NZ_MSFX01000095.1_cds_WP_004503138.1_3065	29.630	270	329
WP_003009535.1	lcl|NZ_MSFX01000095.1_cds_WP_004503074.1_3067	23.659	317	329
WP_003009535.1	lcl|NZ_MSFX01000066.1_cds_WP_004503085.1_2413	25.397	315	329
WP_003009535.1	lcl|NZ_MSFX01000040.1_cds_WP_004503588.1_1357	26.812	276	329
WP_003009535.1	lcl|NZ_MSFX01000095.1_cds_BUQ74_RS18330_3058	42.857	84	329
WP_003009535.1	lcl|NZ_MSFX01000002.1_cds_WP_004496193.1_1453	27.068	266	329
WP_003009535.1	lcl|NZ_MSFX01000037.1_cds_WP_004494996.1_1224	24.535	269	329
WP_003009535.1	lcl|NZ_MSFX01000040.1_cds_WP_004503611.1_1346	26.950	282	329
WP_003009535.1	lcl|NZ_MSFX01000045.1_cds_WP_004495316.1_1696	28.279	244	329
WP_003009795.1	lcl|NZ_MSFX01000066.1_cds_WP_004503120.1_2409	80.899	267	267
WP_003009795.1	lcl|NZ_MSFX01000095.1_cds_WP_061216761.1_3052	24.786	234	267
WP_003009795.1	lcl|NZ_MSFX01000040.1_cds_WP_004503495.1_1345	27.347	245	267
WP_003009795.1	lcl|NZ_MSFX01000013.1_cds_WP_004503803.1_153	29.016	193	267
WP_003009795.1	lcl|NZ_MSFX01000040.1_cds_WP_002620407.1_1375	26.842	190	267
