WP_002764162.1	lcl|NZ_RQHL01000012.1_cds_WP_135742280.1_1804	60.811	74	106
WP_004279997.1	lcl|NZ_RQHL01000012.1_cds_WP_135742279.1_1803	81.090	312	327
WP_004279997.1	lcl|NZ_RQHL01000004.1_cds_WP_135739989.1_2295	22.601	323	327
WP_004279997.1	lcl|NZ_RQHL01000012.1_cds_WP_135742275.1_1799	23.280	189	327
WP_004279997.1	lcl|NZ_RQHL01000012.1_cds_WP_135740844.1_121	24.841	314	327
WP_004279997.1	lcl|NZ_RQHL01000017.1_cds_WP_135742698.1_3606	21.788	179	327
WP_004279997.1	lcl|NZ_RQHL01000012.1_cds_WP_135742252.1_1774	19.549	266	327
WP_004280807.1	lcl|NZ_RQHL01000012.1_cds_WP_135742226.1_1749	37.838	111	220
WP_004280807.1	lcl|NZ_RQHL01000012.1_cds_WP_135741987.1_1456	27.347	245	220
WP_004280807.1	lcl|NZ_RQHL01000012.1_cds_WP_135742236.1_1758	36.634	101	220
WP_004280807.1	lcl|NZ_RQHL01000012.1_cds_WP_135742242.1_1764	26.364	110	220
WP_004280807.1	lcl|NZ_RQHL01000023.1_cds_WP_135743057.1_3376	31.579	95	220
WP_004280807.1	lcl|NZ_RQHL01000012.1_cds_WP_135741916.1_1374	31.148	122	220
WP_004280807.1	lcl|NZ_RQHL01000004.1_cds_WP_135739663.1_1933	31.193	109	220
WP_004280570.1	lcl|NZ_RQHL01000012.1_cds_WP_135742272.1_1796	36.446	332	354
WP_004280570.1	lcl|NZ_RQHL01000012.1_cds_WP_135742261.1_1785	32.102	352	354
WP_004280570.1	lcl|NZ_RQHL01000012.1_cds_WP_135741264.1_609	35.017	297	354
WP_004280570.1	lcl|NZ_RQHL01000012.1_cds_WP_135742272.1_1796	36.446	332	354
WP_004280570.1	lcl|NZ_RQHL01000012.1_cds_WP_135742261.1_1785	32.102	352	354
WP_004280570.1	lcl|NZ_RQHL01000012.1_cds_WP_135741264.1_609	35.017	297	354
WP_004280623.1	lcl|NZ_RQHL01000004.1_cds_WP_135740350.1_2702	30.909	220	230
WP_004280623.1	lcl|NZ_RQHL01000004.1_cds_WP_135740362.1_2717	26.724	116	230
WP_004280004.1	lcl|NZ_RQHL01000012.1_cds_WP_135742240.1_1762	37.657	239	387
WP_004280004.1	lcl|NZ_RQHL01000004.1_cds_WP_135740232.1_2566	31.525	387	387
WP_004280004.1	lcl|NZ_RQHL01000012.1_cds_WP_135742274.1_1798	32.197	264	387
WP_004280004.1	lcl|NZ_RQHL01000012.1_cds_WP_135741110.1_426	23.362	351	387
WP_004280553.1	lcl|NZ_RQHL01000012.1_cds_WP_135742035.1_1506	23.853	218	572
WP_004280553.1	lcl|NZ_RQHL01000012.1_cds_WP_135742035.1_1506	23.853	218	572
WP_004280727.1	lcl|NZ_RQHL01000012.1_cds_WP_135742240.1_1762	33.452	281	417
WP_004280727.1	lcl|NZ_RQHL01000004.1_cds_WP_135740232.1_2566	28.701	331	417
WP_004280727.1	lcl|NZ_RQHL01000012.1_cds_WP_135742274.1_1798	28.114	281	417
WP_004280727.1	lcl|NZ_RQHL01000012.1_cds_WP_135741414.1_779	30.374	214	417
WP_004280727.1	lcl|NZ_RQHL01000012.1_cds_WP_135741110.1_426	27.426	237	417
WP_237578348.1	lcl|NZ_RQHL01000004.1_cds_WP_244242642.1_2121	30.645	124	207
WP_237578348.1	lcl|NZ_RQHL01000004.1_cds_WP_135739731.1_2006	28.440	109	207
WP_004280422.1	lcl|NZ_RQHL01000004.1_cds_WP_135740350.1_2702	27.686	242	242
WP_004280656.1	lcl|NZ_RQHL01000012.1_cds_WP_135742254.1_1776	31.599	269	255
WP_004280656.1	lcl|NZ_RQHL01000012.1_cds_WP_135742255.1_1777	28.030	264	255
WP_004280656.1	lcl|NZ_RQHL01000004.1_cds_WP_135740213.1_2545	29.365	252	255
WP_004280656.1	lcl|NZ_RQHL01000006.1_cds_WP_135740697.1_3049	29.150	247	255
WP_004280656.1	lcl|NZ_RQHL01000017.1_cds_WP_135742630.1_3531	27.668	253	255
WP_004280656.1	lcl|NZ_RQHL01000006.1_cds_WP_135740644.1_2982	26.923	260	255
WP_004280656.1	lcl|NZ_RQHL01000012.1_cds_WP_135741851.1_1298	25.769	260	255
WP_004280656.1	lcl|NZ_RQHL01000004.1_cds_WP_004786786.1_2575	25.735	272	255
WP_004280656.1	lcl|NZ_RQHL01000012.1_cds_WP_135742213.1_1733	25.185	270	255
WP_004280656.1	lcl|NZ_RQHL01000012.1_cds_WP_246837568.1_355	28.649	185	255
