WP_002764162.1	lcl|NZ_AHPY01000281.1_cds_WP_000340713.1_295	92.683	82	106
WP_004279997.1	lcl|NZ_AHPY01000281.1_cds_WP_000412665.1_296	90.000	310	327
WP_004279997.1	lcl|NZ_AHPY01000281.1_cds_WP_000699347.1_300	22.772	303	327
WP_004279997.1	lcl|NZ_AHPY01000085.1_cds_WP_000744700.1_2770	22.936	327	327
WP_004279997.1	lcl|NZ_AHPY01000281.1_cds_WP_000723077.1_309	21.014	276	327
WP_004279997.1	lcl|NZ_AHPY01000080.1_cds_WP_000723094.1_2877	22.759	290	327
WP_004279997.1	lcl|NZ_AHPY01000064.1_cds_WP_001984071.1_3391	23.529	306	327
WP_004280807.1	lcl|NZ_AHPY01000281.1_cds_WP_001005151.1_345	28.205	195	220
WP_004280807.1	lcl|NZ_AHPY01000080.1_cds_WP_000282884.1_2873	29.362	235	220
WP_004280807.1	lcl|NZ_AHPY01000082.1_cds_WP_001099033.1_2859	26.009	223	220
WP_004280807.1	lcl|NZ_AHPY01000281.1_cds_WP_000808025.1_302	36.283	113	220
WP_004280807.1	lcl|NZ_AHPY01000101.1_cds_WP_000840860.1_2328	29.808	104	220
WP_004280807.1	lcl|NZ_AHPY01000281.1_cds_WP_000703222.1_338	29.348	92	220
WP_004280807.1	lcl|NZ_AHPY01000058.1_cds_WP_000868621.1_3535	29.670	91	220
WP_004280807.1	lcl|NZ_AHPY01000080.1_cds_WP_001114270.1_2880	26.136	176	220
WP_004280807.1	lcl|NZ_AHPY01000124.1_cds_WP_000262844.1_2067	24.638	207	220
WP_004280570.1	lcl|NZ_AHPY01000281.1_cds_WP_000853941.1_312	37.910	335	354
WP_004280570.1	lcl|NZ_AHPY01000281.1_cds_WP_000275581.1_301	32.036	334	354
WP_004280570.1	lcl|NZ_AHPY01000281.1_cds_WP_000155110.1_329	32.508	323	354
WP_004280570.1	lcl|NZ_AHPY01000295.1_cds_WP_001011675.1_98	33.898	295	354
WP_004280570.1	lcl|NZ_AHPY01000281.1_cds_WP_000853941.1_312	37.910	335	354
WP_004280570.1	lcl|NZ_AHPY01000281.1_cds_WP_000275581.1_301	32.036	334	354
WP_004280570.1	lcl|NZ_AHPY01000281.1_cds_WP_000155110.1_329	32.508	323	354
WP_004280570.1	lcl|NZ_AHPY01000295.1_cds_WP_001011675.1_98	33.898	295	354
WP_004280623.1	lcl|NZ_AHPY01000281.1_cds_WP_000721297.1_325	37.327	217	230
WP_004280623.1	lcl|NZ_AHPY01000020.1_cds_WP_001014590.1_3756	28.365	208	230
WP_004280623.1	lcl|NZ_AHPY01000163.1_cds_WP_000721859.1_1543	30.000	110	230
WP_004280004.1	lcl|NZ_AHPY01000281.1_cds_WP_001154829.1_322	31.092	357	387
WP_004280004.1	lcl|NZ_AHPY01000306.1_cds_WP_001281957.1_26	31.903	373	387
WP_004280004.1	lcl|NZ_AHPY01000281.1_cds_WP_001054317.1_310	35.223	247	387
WP_004280004.1	lcl|NZ_AHPY01000281.1_cds_WP_000738262.1_323	33.205	259	387
WP_004280004.1	lcl|NZ_AHPY01000080.1_cds_WP_000575187.1_2871	30.035	283	387
WP_004280004.1	lcl|NZ_AHPY01000171.1_cds_WP_000538758.1_1346	27.103	321	387
WP_004280004.1	lcl|NZ_AHPY01000030.1_cds_WP_001982414.1_3693	26.160	237	387
WP_004280553.1	lcl|NZ_AHPY01000281.1_cds_WP_000721297.1_325	37.603	242	572
WP_004280553.1	lcl|NZ_AHPY01000183.1_cds_WP_000613386.1_1121	23.077	130	572
WP_004280553.1	lcl|NZ_AHPY01000163.1_cds_WP_000721859.1_1543	33.333	117	572
WP_004280553.1	lcl|NZ_AHPY01000281.1_cds_WP_000721297.1_325	37.603	242	572
WP_004280553.1	lcl|NZ_AHPY01000183.1_cds_WP_000613386.1_1121	23.077	130	572
WP_004280553.1	lcl|NZ_AHPY01000163.1_cds_WP_000721859.1_1543	33.333	117	572
WP_004280727.1	lcl|NZ_AHPY01000281.1_cds_WP_001154829.1_322	33.468	248	417
WP_004280727.1	lcl|NZ_AHPY01000306.1_cds_WP_001281957.1_26	28.440	327	417
WP_004280727.1	lcl|NZ_AHPY01000080.1_cds_WP_000575187.1_2871	33.591	259	417
WP_004280727.1	lcl|NZ_AHPY01000281.1_cds_WP_000738262.1_323	32.424	330	417
