WP_002764162.1	lcl|NZ_JADDXG010000046.1_cds_WP_000340715.1_2707	93.902	82	106
WP_004279997.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	91.613	310	327
WP_004279997.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	27.778	252	327
WP_004279997.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	22.936	327	327
WP_004279997.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	22.759	290	327
WP_004279997.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	24.847	326	327
WP_004279997.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	23.856	306	327
WP_004280807.1	lcl|NZ_JADDXG010000064.1_cds_WP_000282882.1_3379	29.362	235	220
WP_004280807.1	lcl|NZ_JADDXG010000015.1_cds_WP_001099039.1_481	26.906	223	220
WP_004280807.1	lcl|NZ_JADDXG010000029.1_cds_WP_000840861.1_1582	29.808	104	220
WP_004280807.1	lcl|NZ_JADDXG010000018.1_cds_WP_000868621.1_668	29.670	91	220
WP_004280807.1	lcl|NZ_JADDXG010000064.1_cds_WP_001114273.1_3386	26.136	176	220
WP_004280807.1	lcl|NZ_JADDXG010000051.1_cds_WP_000262844.1_3009	24.638	207	220
WP_004280570.1	lcl|NZ_JADDXG010000024.1_cds_WP_001033784.1_1334	32.571	350	354
WP_004280570.1	lcl|NZ_JADDXG010000011.1_cds_WP_001011666.1_178	33.898	295	354
WP_004280570.1	lcl|NZ_JADDXG010000024.1_cds_WP_002072154.1_1328	28.435	313	354
WP_004280570.1	lcl|NZ_JADDXG010000024.1_cds_WP_001033784.1_1334	32.571	350	354
WP_004280570.1	lcl|NZ_JADDXG010000011.1_cds_WP_001011666.1_178	33.898	295	354
WP_004280570.1	lcl|NZ_JADDXG010000024.1_cds_WP_002072154.1_1328	28.435	313	354
WP_004280623.1	lcl|NZ_JADDXG010000025.1_cds_WP_000696059.1_1375	43.373	166	230
WP_004280623.1	lcl|NZ_JADDXG010000291.1_cds_WP_228005535.1_1947	33.918	171	230
WP_004280623.1	lcl|NZ_JADDXG010000031.1_cds_WP_001014594.1_1963	28.365	208	230
WP_004280623.1	lcl|NZ_JADDXG010000024.1_cds_WP_000440091.1_1329	25.118	211	230
WP_004280623.1	lcl|NZ_JADDXG010000009.1_cds_WP_000721854.1_3902	30.000	110	230
WP_004280004.1	lcl|NZ_JADDXG010000014.1_cds_WP_001281953.1_374	32.172	373	387
WP_004280004.1	lcl|NZ_JADDXG010000063.1_cds_WP_000228801.1_3372	34.728	239	387
WP_004280004.1	lcl|NZ_JADDXG010000046.1_cds_WP_000608294.1_2716	34.322	236	387
WP_004280004.1	lcl|NZ_JADDXG010000024.1_cds_WP_000172659.1_1326	34.400	250	387
WP_004280004.1	lcl|NZ_JADDXG010000046.1_cds_WP_001198107.1_2715	36.893	206	387
WP_004280004.1	lcl|NZ_JADDXG010000024.1_cds_WP_000575181.1_1370	29.329	283	387
WP_004280004.1	lcl|NZ_JADDXG010000009.1_cds_WP_000538754.1_3921	27.103	321	387
WP_004280004.1	lcl|NZ_JADDXG010000021.1_cds_WP_001982414.1_1193	26.160	237	387
WP_004280553.1	lcl|NZ_JADDXG010000291.1_cds_WP_228005535.1_1947	93.421	152	572
WP_004280553.1	lcl|NZ_JADDXG010000025.1_cds_WP_000696059.1_1375	34.836	244	572
WP_004280553.1	lcl|NZ_JADDXG010000024.1_cds_WP_000440091.1_1329	27.404	208	572
WP_004280553.1	lcl|NZ_JADDXG010000004.1_cds_WP_000613389.1_2962	23.196	194	572
WP_004280553.1	lcl|NZ_JADDXG010000009.1_cds_WP_000721854.1_3902	33.628	113	572
WP_004280553.1	lcl|NZ_JADDXG010000291.1_cds_WP_228005535.1_1947	93.421	152	572
WP_004280553.1	lcl|NZ_JADDXG010000025.1_cds_WP_000696059.1_1375	34.836	244	572
WP_004280553.1	lcl|NZ_JADDXG010000024.1_cds_WP_000440091.1_1329	27.404	208	572
WP_004280553.1	lcl|NZ_JADDXG010000004.1_cds_WP_000613389.1_2962	23.196	194	572
WP_004280553.1	lcl|NZ_JADDXG010000009.1_cds_WP_000721854.1_3902	33.628	113	572
WP_004280727.1	lcl|NZ_JADDXG010000046.1_cds_WP_001198107.1_2715	36.667	270	417
WP_004280727.1	lcl|NZ_JADDXG010000046.1_cds_WP_000608294.1_2716	34.717	265	417
WP_004280727.1	lcl|NZ_JADDXG010000014.1_cds_WP_001281953.1_374	28.440	327	417
WP_004280727.1	lcl|NZ_JADDXG010000024.1_cds_WP_000575181.1_1370	34.646	254	417
WP_004280727.1	lcl|NZ_JADDXG010000024.1_cds_WP_000172659.1_1326	29.050	358	417
WP_004280727.1	lcl|NZ_JADDXG010000063.1_cds_WP_000228801.1_3372	36.792	212	417
WP_004280727.1	lcl|NZ_JADDXG010000009.1_cds_WP_000538754.1_3921	27.668	253	417
WP_004280727.1	lcl|NZ_JADDXG010000021.1_cds_WP_001982414.1_1193	24.280	243	417
WP_004280422.1	lcl|NZ_JADDXG010000025.1_cds_WP_000696059.1_1375	33.014	209	242
WP_004280422.1	lcl|NZ_JADDXG010000291.1_cds_WP_228005535.1_1947	33.714	175	242
WP_004280422.1	lcl|NZ_JADDXG010000031.1_cds_WP_001014594.1_1963	27.236	246	242
WP_004280656.1	lcl|NZ_JADDXG010000013.1_cds_WP_000998678.1_297	32.271	251	255
WP_004280656.1	lcl|NZ_JADDXG010000024.1_cds_WP_000412931.1_1346	28.846	260	255
WP_004280656.1	lcl|NZ_JADDXG010000002.1_cds_WP_000566240.1_1893	27.843	255	255
WP_004280656.1	lcl|NZ_JADDXG010000010.1_cds_WP_000043153.1_80	26.038	265	255
WP_004280656.1	lcl|NZ_JADDXG010000023.1_cds_WP_000653652.1_1273	27.203	261	255
WP_004280656.1	lcl|NZ_JADDXG010000002.1_cds_WP_002072686.1_1865	27.376	263	255
WP_004280656.1	lcl|NZ_JADDXG010000005.1_cds_WP_000351751.1_3261	24.535	269	255
WP_004280656.1	lcl|NZ_JADDXG010000024.1_cds_WP_000750481.1_1350	24.803	254	255
WP_004280656.1	lcl|NZ_JADDXG010000003.1_cds_WP_000646912.1_2456	27.568	185	255
WP_004280656.1	lcl|NZ_JADDXG010000002.1_cds_WP_000800040.1_1642	27.320	194	255
WP_004280656.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	27.861	201	255
WP_004280656.1	lcl|NZ_JADDXG010000002.1_cds_WP_001069863.1_1637	26.220	164	255
WP_004280656.1	lcl|NZ_JADDXG010000002.1_cds_WP_000093664.1_1724	23.000	200	255
WP_004280656.1	lcl|NZ_JADDXG010000001.1_cds_WP_001074690.1_872	24.352	193	255
WP_004280656.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	33.333	72	255
WP_004280493.1	lcl|NZ_JADDXG010000008.1_cds_WP_002115880.1_3848	28.182	330	314
WP_004280493.1	lcl|NZ_JADDXG010000024.1_cds_WP_000643165.1_1327	29.870	154	314
WP_004280665.1	lcl|NZ_JADDXG010000011.1_cds_WP_001011666.1_178	38.328	287	282
WP_004280665.1	lcl|NZ_JADDXG010000024.1_cds_WP_001033784.1_1334	34.354	294	282
WP_004280665.1	lcl|NZ_JADDXG010000024.1_cds_WP_002072154.1_1328	27.206	272	282
WP_004280045.1	lcl|NZ_JADDXG010000024.1_cds_WP_000653655.1_1332	26.639	244	321
WP_004280909.1	lcl|NZ_JADDXG010000014.1_cds_WP_001281953.1_374	38.404	401	401
WP_004280909.1	lcl|NZ_JADDXG010000024.1_cds_WP_000172659.1_1326	33.842	393	401
WP_004280909.1	lcl|NZ_JADDXG010000046.1_cds_WP_000608294.1_2716	31.452	372	401
WP_004280909.1	lcl|NZ_JADDXG010000063.1_cds_WP_000228801.1_3372	31.183	372	401
WP_004280909.1	lcl|NZ_JADDXG010000024.1_cds_WP_000575181.1_1370	27.869	366	401
WP_004280909.1	lcl|NZ_JADDXG010000046.1_cds_WP_001198107.1_2715	30.513	390	401
WP_004280909.1	lcl|NZ_JADDXG010000021.1_cds_WP_001982414.1_1193	25.781	384	401
WP_004280909.1	lcl|NZ_JADDXG010000009.1_cds_WP_000538754.1_3921	26.772	381	401
WP_004280488.1	lcl|NZ_JADDXG010000026.1_cds_WP_000172209.1_1435	30.978	368	568
WP_004280488.1	lcl|NZ_JADDXG010000009.1_cds_WP_000667646.1_3946	31.905	210	568
WP_004280488.1	lcl|NZ_JADDXG010000038.1_cds_WP_000828456.1_2274	31.250	208	568
WP_004280488.1	lcl|NZ_JADDXG010000024.1_cds_WP_002072224.1_1324	29.864	221	568
WP_004280488.1	lcl|NZ_JADDXG010000026.1_cds_WP_002071818.1_1449	32.338	201	568
WP_004280488.1	lcl|NZ_JADDXG010000001.1_cds_WP_000666552.1_999	30.729	192	568
WP_004280488.1	lcl|NZ_JADDXG010000004.1_cds_WP_001161019.1_2927	31.088	193	568
WP_004280488.1	lcl|NZ_JADDXG010000004.1_cds_IQB33_RS04120_2828	30.415	217	568
WP_004280488.1	lcl|NZ_JADDXG010000020.1_cds_WP_000651462.1_1123	30.256	195	568
WP_004280488.1	lcl|NZ_JADDXG010000005.1_cds_WP_000047473.1_3193	33.333	192	568
WP_004280488.1	lcl|NZ_JADDXG010000059.1_cds_WP_000184524.1_3157	31.088	193	568
WP_004280488.1	lcl|NZ_JADDXG010000011.1_cds_WP_001049212.1_145	32.178	202	568
WP_004280488.1	lcl|NZ_JADDXG010000011.1_cds_WP_001049212.1_145	26.047	215	568
WP_004280488.1	lcl|NZ_JADDXG010000039.1_cds_WP_000536753.1_2302	33.333	153	568
WP_004280488.1	lcl|NZ_JADDXG010000006.1_cds_WP_001052496.1_3521	28.505	214	568
WP_004280488.1	lcl|NZ_JADDXG010000006.1_cds_WP_000619182.1_3476	31.148	183	568
