WP_002764162.1	lcl|NZ_AFJY02000287.1_cds_WP_000340715.1_1238	93.902	82	106
WP_004279997.1	lcl|NZ_AFJY02000287.1_cds_WP_000410273.1_1239	91.613	310	327
WP_004279997.1	lcl|NZ_AFJY02000287.1_cds_WP_000093099.1_1259	58.730	63	327
WP_004279997.1	lcl|NZ_AFJY02000287.1_cds_WP_000646250.1_1242	28.175	252	327
WP_004279997.1	lcl|NZ_AFJY02000326.1_cds_WP_000744700.1_611	22.936	327	327
WP_004279997.1	lcl|NZ_AFJY02000287.1_cds_WP_000600889.1_1268	23.656	186	327
WP_004279997.1	lcl|NZ_AFJY02000287.1_cds_WP_000723090.1_1321	22.414	290	327
WP_004279997.1	lcl|NZ_AFJY02000287.1_cds_WP_001067557.1_1245	24.847	326	327
WP_004279997.1	lcl|NZ_AFJY02000025.1_cds_WP_001984071.1_3748	23.529	306	327
WP_004280069.1	lcl|NZ_AFJY02000287.1_cds_WP_000202830.1_1278	42.210	353	361
WP_004280807.1	lcl|NZ_AFJY02000287.1_cds_WP_000282880.1_1317	29.787	235	220
WP_004280807.1	lcl|NZ_AFJY02000069.1_cds_WP_001099029.1_3410	26.906	223	220
WP_004280807.1	lcl|NZ_AFJY02000287.1_cds_WP_001068986.1_1296	30.435	92	220
WP_004280807.1	lcl|NZ_AFJY02000038.1_cds_WP_000840858.1_3607	29.808	104	220
WP_004280807.1	lcl|NZ_AFJY02000324.1_cds_WP_000868621.1_645	29.670	91	220
WP_004280807.1	lcl|NZ_AFJY02000248.1_cds_WP_000262844.1_1770	24.638	207	220
WP_004280807.1	lcl|NZ_AFJY02000287.1_cds_WP_001114267.1_1324	26.136	176	220
WP_004280570.1	lcl|NZ_AFJY02000287.1_cds_WP_001230564.1_1271	35.988	339	354
WP_004280570.1	lcl|NZ_AFJY02000287.1_cds_WP_000582618.1_1275	33.742	326	354
WP_004280570.1	lcl|NZ_AFJY02000345.1_cds_WP_001011675.1_316	33.898	295	354
WP_004280570.1	lcl|NZ_AFJY02000287.1_cds_WP_001230564.1_1271	35.988	339	354
WP_004280570.1	lcl|NZ_AFJY02000287.1_cds_WP_000582618.1_1275	33.742	326	354
WP_004280570.1	lcl|NZ_AFJY02000345.1_cds_WP_001011675.1_316	33.898	295	354
WP_004280623.1	lcl|NZ_AFJY02000026.1_cds_WP_001014594.1_3745	28.365	208	230
WP_004280623.1	lcl|NZ_AFJY02000083.1_cds_WP_000721859.1_3245	30.000	110	230
WP_004280359.1	lcl|NZ_AFJY02000287.1_cds_WP_000698820.1_1281	42.020	614	599
WP_004280004.1	lcl|NZ_AFJY02000287.1_cds_WP_000582222.1_1257	38.211	246	387
WP_004280004.1	lcl|NZ_AFJY02000084.1_cds_WP_001281953.1_3234	32.172	373	387
WP_004280004.1	lcl|NZ_AFJY02000287.1_cds_WP_000608295.1_1247	34.322	236	387
WP_004280004.1	lcl|NZ_AFJY02000287.1_cds_WP_000947844.1_1269	31.559	263	387
WP_004280004.1	lcl|NZ_AFJY02000287.1_cds_WP_001198107.1_1246	36.893	206	387
WP_004280004.1	lcl|NZ_AFJY02000287.1_cds_WP_000346036.1_1276	27.147	361	387
WP_004280004.1	lcl|NZ_AFJY02000287.1_cds_WP_000575178.1_1315	29.682	283	387
WP_004280004.1	lcl|NZ_AFJY02000011.1_cds_WP_000538752.1_3816	27.103	321	387
WP_004280004.1	lcl|NZ_AFJY02000098.1_cds_WP_001982414.1_3151	26.160	237	387
WP_004280066.1	lcl|NZ_AFJY02000287.1_cds_WP_000698820.1_1281	27.157	626	583
WP_004280553.1	lcl|NZ_AFJY02000353.1_cds_WP_000613386.1_126	23.077	130	572
WP_004280553.1	lcl|NZ_AFJY02000083.1_cds_WP_000721859.1_3245	33.333	117	572
WP_004280553.1	lcl|NZ_AFJY02000353.1_cds_WP_000613386.1_126	23.077	130	572
WP_004280553.1	lcl|NZ_AFJY02000083.1_cds_WP_000721859.1_3245	33.333	117	572
WP_004280727.1	lcl|NZ_AFJY02000287.1_cds_WP_001198107.1_1246	36.667	270	417
WP_004280727.1	lcl|NZ_AFJY02000287.1_cds_WP_000608295.1_1247	34.717	265	417
WP_004280727.1	lcl|NZ_AFJY02000287.1_cds_WP_000575178.1_1315	35.039	254	417
WP_004280727.1	lcl|NZ_AFJY02000084.1_cds_WP_001281953.1_3234	28.440	327	417
WP_004280727.1	lcl|NZ_AFJY02000287.1_cds_WP_000346036.1_1276	29.367	395	417
WP_004280727.1	lcl|NZ_AFJY02000287.1_cds_WP_000582222.1_1257	37.850	214	417
WP_004280727.1	lcl|NZ_AFJY02000287.1_cds_WP_000947844.1_1269	27.239	268	417
WP_004280727.1	lcl|NZ_AFJY02000011.1_cds_WP_000538752.1_3816	27.668	253	417
WP_004280727.1	lcl|NZ_AFJY02000098.1_cds_WP_001982414.1_3151	24.280	243	417
WP_237578347.1	lcl|NZ_AFJY02000287.1_cds_WP_000698820.1_1281	42.454	603	611
WP_004280422.1	lcl|NZ_AFJY02000026.1_cds_WP_001014594.1_3745	27.236	246	242
WP_004280656.1	lcl|NZ_AFJY02000350.1_cds_WP_000998676.1_175	32.271	251	255
