WP_002764162.1	lcl|NZ_RQFX01000189.1_cds_WP_035983633.1_812	62.162	74	106
WP_004279997.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	79.553	313	327
WP_004279997.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	28.261	276	327
WP_004279997.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	24.138	319	327
WP_004279997.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	22.353	255	327
WP_004279997.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	21.320	197	327
WP_004279997.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	23.853	327	327
WP_004280807.1	lcl|NZ_RQFX01000205.1_cds_WP_135749111.1_1757	28.947	152	220
WP_004280807.1	lcl|NZ_RQFX01000130.1_cds_WP_135748160.1_3665	27.155	232	220
WP_004280807.1	lcl|NZ_RQFX01000130.1_cds_WP_135748163.1_3668	33.333	96	220
WP_004280807.1	lcl|NZ_RQFX01000230.1_cds_WP_135749619.1_463	34.259	108	220
WP_004280807.1	lcl|NZ_RQFX01000200.1_cds_WP_167881517.1_3654	33.028	109	220
WP_004280807.1	lcl|NZ_RQFX01000130.1_cds_WP_135748161.1_3666	26.667	105	220
WP_004280807.1	lcl|NZ_RQFX01000242.1_cds_WP_135749781.1_950	20.661	121	220
WP_004280570.1	lcl|NZ_RQFX01000189.1_cds_WP_135748736.1_803	30.398	352	354
WP_004280570.1	lcl|NZ_RQFX01000211.1_cds_WP_135749189.1_1089	33.779	299	354
WP_004280570.1	lcl|NZ_RQFX01000189.1_cds_WP_135748736.1_803	30.398	352	354
WP_004280570.1	lcl|NZ_RQFX01000211.1_cds_WP_135749189.1_1089	33.779	299	354
WP_004280623.1	lcl|NZ_RQFX01000251.1_cds_WP_135749840.1_3333	29.439	214	230
WP_004280623.1	lcl|NZ_RQFX01000251.1_cds_WP_135749828.1_3318	25.424	118	230
WP_004280359.1	lcl|NZ_RQFX01000073.1_cds_WP_135747428.1_3729	28.968	649	599
WP_004280004.1	lcl|NZ_RQFX01000150.1_cds_WP_135748323.1_2328	28.682	387	387
WP_004280004.1	lcl|NZ_RQFX01000175.1_cds_WP_135748534.1_3692	30.131	229	387
WP_004280004.1	lcl|NZ_RQFX01000189.1_cds_WP_135748740.1_807	26.954	371	387
WP_004280004.1	lcl|NZ_RQFX01000151.1_cds_WP_135748349.1_1011	23.864	352	387
WP_004280066.1	lcl|NZ_RQFX01000073.1_cds_WP_135747428.1_3729	40.541	592	583
WP_004280553.1	lcl|NZ_RQFX01000251.1_cds_WP_135749840.1_3333	30.078	256	572
WP_004280553.1	lcl|NZ_RQFX01000205.1_cds_WP_135749071.1_1707	27.014	211	572
WP_004280553.1	lcl|NZ_RQFX01000251.1_cds_WP_135749840.1_3333	30.078	256	572
WP_004280553.1	lcl|NZ_RQFX01000205.1_cds_WP_135749071.1_1707	27.014	211	572
