WP_002764162.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000340715.1_380	93.902	82	106
WP_004279997.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000410273.1_381	91.613	310	327
WP_004279997.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000093099.1_401	58.730	63	327
WP_004279997.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000646250.1_384	28.175	252	327
WP_004279997.1	lcl|NZ_JAGGCQ010000009.1_cds_WP_000744700.1_1528	22.936	327	327
WP_004279997.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000600889.1_410	23.656	186	327
WP_004279997.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000723090.1_463	22.414	290	327
WP_004279997.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001067557.1_387	24.847	326	327
WP_004279997.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_001984071.1_2757	23.529	306	327
WP_004280069.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000202830.1_420	42.210	353	361
WP_004280807.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000282880.1_459	29.787	235	220
WP_004280807.1	lcl|NZ_JAGGCQ010000024.1_cds_WP_001099029.1_2696	26.906	223	220
WP_004280807.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001068986.1_438	30.435	92	220
WP_004280807.1	lcl|NZ_JAGGCQ010000039.1_cds_WP_000840858.1_3244	29.808	104	220
WP_004280807.1	lcl|NZ_JAGGCQ010000019.1_cds_WP_000868621.1_2412	29.670	91	220
WP_004280807.1	lcl|NZ_JAGGCQ010000016.1_cds_WP_000262844.1_2183	24.638	207	220
WP_004280807.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001114267.1_466	26.136	176	220
WP_004280570.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001230564.1_413	35.988	339	354
WP_004280570.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000582618.1_417	33.742	326	354
WP_004280570.1	lcl|NZ_JAGGCQ010000052.1_cds_WP_001011675.1_3543	33.898	295	354
WP_004280570.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001230564.1_413	35.988	339	354
WP_004280570.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000582618.1_417	33.742	326	354
WP_004280570.1	lcl|NZ_JAGGCQ010000052.1_cds_WP_001011675.1_3543	33.898	295	354
WP_004280623.1	lcl|NZ_JAGGCQ010000016.1_cds_WP_001014594.1_2223	28.365	208	230
WP_004280623.1	lcl|NZ_JAGGCQ010000005.1_cds_WP_000721859.1_975	30.000	110	230
WP_004280359.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000698820.1_423	42.020	614	599
WP_004280004.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000582222.1_399	38.211	246	387
WP_004280004.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_001281953.1_2723	32.172	373	387
WP_004280004.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000608295.1_389	34.322	236	387
WP_004280004.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000947844.1_411	31.559	263	387
WP_004280004.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001198107.1_388	36.893	206	387
WP_004280004.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000346036.1_418	27.147	361	387
WP_004280004.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000575178.1_457	29.682	283	387
WP_004280004.1	lcl|NZ_JAGGCQ010000005.1_cds_WP_000538752.1_957	27.103	321	387
WP_004280004.1	lcl|NZ_JAGGCQ010000015.1_cds_WP_001982414.1_2108	26.160	237	387
WP_004280066.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000698820.1_423	27.157	626	583
WP_004280553.1	lcl|NZ_JAGGCQ010000014.1_cds_WP_000613386.1_2030	23.077	130	572
WP_004280553.1	lcl|NZ_JAGGCQ010000005.1_cds_WP_000721859.1_975	33.333	117	572
WP_004280553.1	lcl|NZ_JAGGCQ010000014.1_cds_WP_000613386.1_2030	23.077	130	572
WP_004280553.1	lcl|NZ_JAGGCQ010000005.1_cds_WP_000721859.1_975	33.333	117	572
WP_004280727.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_001198107.1_388	36.667	270	417
WP_004280727.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000608295.1_389	34.717	265	417
WP_004280727.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000575178.1_457	35.039	254	417
WP_004280727.1	lcl|NZ_JAGGCQ010000025.1_cds_WP_001281953.1_2723	28.440	327	417
WP_004280727.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000346036.1_418	29.367	395	417
WP_004280727.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000582222.1_399	37.850	214	417
WP_004280727.1	lcl|NZ_JAGGCQ010000002.1_cds_WP_000947844.1_411	27.239	268	417
