WP_002764162.1	lcl|NZ_JASEXP010000044.1_cds_WP_004462903.1_2442	97.561	82	106
WP_004279997.1	lcl|NZ_JASEXP010000044.1_cds_WP_004472299.1_2441	90.096	313	327
WP_004279997.1	lcl|NZ_JASEXP010000044.1_cds_WP_004470124.1_2438	27.381	252	327
WP_004279997.1	lcl|NZ_JASEXP010000064.1_cds_WP_004461583.1_2954	23.457	324	327
WP_004279997.1	lcl|NZ_JASEXP010000045.1_cds_WP_004472379.1_2468	22.530	253	327
WP_004279997.1	lcl|NZ_JASEXP010000024.1_cds_WP_004461234.1_1758	25.346	217	327
WP_004280069.1	lcl|NZ_JASEXP010000092.1_cds_WP_016754113.1_3358	42.493	353	361
WP_004280807.1	lcl|NZ_JASEXP010000045.1_cds_WP_061215717.1_2473	28.017	232	220
WP_004280807.1	lcl|NZ_JASEXP010000009.1_cds_WP_016754679.1_826	25.676	222	220
WP_004280807.1	lcl|NZ_JASEXP010000047.1_cds_WP_004477978.1_2522	32.258	93	220
WP_004280807.1	lcl|NZ_JASEXP010000030.1_cds_WP_004459124.1_1996	29.310	116	220
WP_004280807.1	lcl|NZ_JASEXP010000047.1_cds_WP_016755560.1_2503	27.368	95	220
WP_004280807.1	lcl|NZ_JASEXP010000045.1_cds_WP_004491543.1_2465	24.432	176	220
WP_004280807.1	lcl|NZ_JASEXP010000004.1_cds_WP_282970227.1_431	30.928	97	220
WP_004280807.1	lcl|NZ_JASEXP010000014.1_cds_WP_004471866.1_1241	24.638	207	220
WP_004280570.1	lcl|NZ_JASEXP010000073.1_cds_WP_004485963.1_3129	35.484	341	354
WP_004280570.1	lcl|NZ_JASEXP010000092.1_cds_WP_004472231.1_3361	34.663	326	354
WP_004280570.1	lcl|NZ_JASEXP010000087.1_cds_WP_016756855.1_3316	33.106	293	354
WP_004280570.1	lcl|NZ_JASEXP010000073.1_cds_WP_004485963.1_3129	35.484	341	354
WP_004280570.1	lcl|NZ_JASEXP010000092.1_cds_WP_004472231.1_3361	34.663	326	354
WP_004280570.1	lcl|NZ_JASEXP010000087.1_cds_WP_016756855.1_3316	33.106	293	354
WP_004280623.1	lcl|NZ_JASEXP010000051.1_cds_WP_004462470.1_2631	30.476	210	230
WP_004280623.1	lcl|NZ_JASEXP010000023.1_cds_WP_004475283.1_1715	30.909	110	230
WP_004280623.1	lcl|NZ_JASEXP010000092.1_cds_WP_004472268.1_3359	25.698	179	230
WP_004280359.1	lcl|NZ_JASEXP010000039.1_cds_WP_004489711.1_2268	29.205	654	599
WP_004280359.1	lcl|NZ_JASEXP010000070.1_cds_WP_282970716.1_3061	50.955	157	599
WP_004280359.1	lcl|NZ_JASEXP010000070.1_cds_QMM95_RS15225_3060	49.624	133	599
WP_004280359.1	lcl|NZ_JASEXP010000070.1_cds_QMM95_RS15225_3060	27.976	168	599
WP_004280004.1	lcl|NZ_JASEXP010000044.1_cds_WP_282970587.1_2433	33.898	236	387
WP_004280004.1	lcl|NZ_JASEXP010000012.1_cds_WP_004466571.1_1119	30.623	369	387
WP_004280004.1	lcl|NZ_JASEXP010000044.1_cds_WP_004485964.1_2434	37.379	206	387
WP_004280004.1	lcl|NZ_JASEXP010000073.1_cds_WP_269026268.1_3127	31.227	269	387
WP_004280004.1	lcl|NZ_JASEXP010000092.1_cds_WP_282970776.1_3360	31.373	255	387
WP_004280004.1	lcl|NZ_JASEXP010000044.1_cds_WP_282970582.1_2415	27.557	352	387
WP_004280004.1	lcl|NZ_JASEXP010000047.1_cds_WP_282970595.1_2504	28.622	283	387
WP_004280004.1	lcl|NZ_JASEXP010000095.1_cds_WP_046950994.1_3389	27.615	239	387
WP_004280004.1	lcl|NZ_JASEXP010000019.1_cds_WP_004460480.1_1511	24.384	365	387
WP_004280066.1	lcl|NZ_JASEXP010000039.1_cds_WP_004489711.1_2268	41.736	599	583
WP_004280066.1	lcl|NZ_JASEXP010000070.1_cds_WP_282970716.1_3061	36.306	157	583
WP_004280066.1	lcl|NZ_JASEXP010000070.1_cds_QMM95_RS15225_3060	28.671	143	583
WP_004280553.1	lcl|NZ_JASEXP010000051.1_cds_WP_004462470.1_2631	30.855	269	572
WP_004280553.1	lcl|NZ_JASEXP010000082.1_cds_WP_004471157.1_3259	25.197	127	572
WP_004280553.1	lcl|NZ_JASEXP010000051.1_cds_WP_004462470.1_2631	30.855	269	572
WP_004280553.1	lcl|NZ_JASEXP010000082.1_cds_WP_004471157.1_3259	25.197	127	572
WP_004280727.1	lcl|NZ_JASEXP010000044.1_cds_WP_004485964.1_2434	37.175	269	417
WP_004280727.1	lcl|NZ_JASEXP010000012.1_cds_WP_004466571.1_1119	28.125	352	417
WP_004280727.1	lcl|NZ_JASEXP010000047.1_cds_WP_282970595.1_2504	35.039	254	417
WP_004280727.1	lcl|NZ_JASEXP010000092.1_cds_WP_282970776.1_3360	29.873	395	417
WP_004280727.1	lcl|NZ_JASEXP010000044.1_cds_WP_282970587.1_2433	34.979	243	417
WP_004280727.1	lcl|NZ_JASEXP010000044.1_cds_WP_282970582.1_2415	28.049	328	417
WP_004280727.1	lcl|NZ_JASEXP010000073.1_cds_WP_269026268.1_3127	30.290	241	417
WP_004280727.1	lcl|NZ_JASEXP010000095.1_cds_WP_046950994.1_3389	27.799	259	417
WP_004280727.1	lcl|NZ_JASEXP010000019.1_cds_WP_004460480.1_1511	25.514	243	417
WP_237578347.1	lcl|NZ_JASEXP010000039.1_cds_WP_004489711.1_2268	30.732	628	611
WP_237578347.1	lcl|NZ_JASEXP010000070.1_cds_WP_282970716.1_3061	56.688	157	611
WP_237578347.1	lcl|NZ_JASEXP010000070.1_cds_QMM95_RS15225_3060	47.407	135	611
WP_237578347.1	lcl|NZ_JASEXP010000070.1_cds_QMM95_RS15225_3060	28.846	156	611
WP_237578348.1	lcl|NZ_JASEXP010000001.1_cds_WP_004457957.1_26	34.234	111	207
WP_237578348.1	lcl|NZ_JASEXP010000044.1_cds_WP_004470037.1_2426	28.671	143	207
WP_237578349.1	lcl|NZ_JASEXP010000041.1_cds_WP_282970571.1_2352	59.091	44	45
WP_004280422.1	lcl|NZ_JASEXP010000051.1_cds_WP_004462470.1_2631	28.571	245	242
WP_004280656.1	lcl|NZ_JASEXP010000011.1_cds_WP_004467201.1_1047	33.730	252	255
WP_004280656.1	lcl|NZ_JASEXP010000070.1_cds_WP_016754124.1_3074	28.226	248	255
WP_004280656.1	lcl|NZ_JASEXP010000017.1_cds_WP_004462302.1_1398	27.451	255	255
WP_004280656.1	lcl|NZ_JASEXP010000038.1_cds_WP_032923745.1_2245	29.020	255	255
WP_004280656.1	lcl|NZ_JASEXP010000005.1_cds_WP_004457569.1_549	26.792	265	255
WP_004280656.1	lcl|NZ_JASEXP010000001.1_cds_WP_004464211.1_126	26.437	261	255
WP_004280656.1	lcl|NZ_JASEXP010000008.1_cds_WP_004461033.1_772	24.535	269	255
WP_004280656.1	lcl|NZ_JASEXP010000042.1_cds_WP_004469439.1_2378	25.137	183	255
WP_004280656.1	lcl|NZ_JASEXP010000107.1_cds_WP_004476981.1_3494	25.749	167	255
WP_004280656.1	lcl|NZ_JASEXP010000033.1_cds_WP_004459902.1_2104	24.870	193	255
WP_004280656.1	lcl|NZ_JASEXP010000045.1_cds_WP_004472379.1_2468	27.461	193	255
WP_004280656.1	lcl|NZ_JASEXP010000026.1_cds_WP_004460037.1_1809	23.834	193	255
WP_004280656.1	lcl|NZ_JASEXP010000064.1_cds_WP_004461583.1_2954	36.620	71	255
WP_004280656.1	lcl|NZ_JASEXP010000013.1_cds_WP_004464571.1_1182	25.773	194	255
WP_004280493.1	lcl|NZ_JASEXP010000018.1_cds_WP_004470002.1_1482	27.149	221	314
WP_004280665.1	lcl|NZ_JASEXP010000073.1_cds_WP_004485963.1_3129	34.471	293	282
WP_004280665.1	lcl|NZ_JASEXP010000087.1_cds_WP_016756855.1_3316	38.489	278	282
WP_004280665.1	lcl|NZ_JASEXP010000092.1_cds_WP_004472231.1_3361	32.990	291	282
WP_004280909.1	lcl|NZ_JASEXP010000012.1_cds_WP_004466571.1_1119	39.401	401	401
WP_004280909.1	lcl|NZ_JASEXP010000044.1_cds_WP_282970587.1_2433	30.914	372	401
WP_004280909.1	lcl|NZ_JASEXP010000073.1_cds_WP_269026268.1_3127	31.313	396	401
WP_004280909.1	lcl|NZ_JASEXP010000044.1_cds_WP_282970582.1_2415	29.650	371	401
WP_004280909.1	lcl|NZ_JASEXP010000047.1_cds_WP_282970595.1_2504	28.852	357	401
WP_004280909.1	lcl|NZ_JASEXP010000044.1_cds_WP_004485964.1_2434	29.491	373	401
