WP_002764162.1	lcl|NZ_MVIU01000017.1_cds_WP_002725873.1_1005	100.000	82	106
WP_004279997.1	lcl|NZ_MVIU01000017.1_cds_WP_002733579.1_1004	97.742	310	327
WP_004279997.1	lcl|NZ_MVIU01000017.1_cds_WP_002733534.1_1001	27.381	252	327
WP_004279997.1	lcl|NZ_MVIU01000007.1_cds_WP_002722638.1_3036	24.383	324	327
WP_004279997.1	lcl|NZ_MVIU01000029.1_cds_WP_002740024.1_2066	22.337	291	327
WP_004279997.1	lcl|NZ_MVIU01000006.1_cds_WP_002728309.1_3012	25.723	311	327
WP_004279997.1	lcl|NZ_MVIU01000024.1_cds_WP_002743770.1_1774	21.387	173	327
WP_004279997.1	lcl|NZ_MVIU01000017.1_cds_WP_016749081.1_972	24.503	151	327
WP_004280807.1	lcl|NZ_MVIU01000014.1_cds_WP_002738595.1_750	26.577	222	220
WP_004280807.1	lcl|NZ_MVIU01000029.1_cds_WP_002742128.1_2062	26.180	233	220
WP_004280807.1	lcl|NZ_MVIU01000029.1_cds_WP_002733661.1_2042	33.696	92	220
WP_004280807.1	lcl|NZ_MVIU01000008.1_cds_WP_002731944.1_3213	30.172	116	220
WP_004280807.1	lcl|NZ_MVIU01000018.1_cds_WP_002726501.1_1104	29.787	94	220
WP_004280807.1	lcl|NZ_MVIU01000029.1_cds_WP_002733618.1_2069	25.000	176	220
WP_004280570.1	lcl|NZ_MVIU01000017.1_cds_WP_002740722.1_961	36.012	336	354
WP_004280570.1	lcl|NZ_MVIU01000017.1_cds_WP_002740726.1_957	32.840	338	354
WP_004280570.1	lcl|NZ_MVIU01000002.1_cds_WP_002730849.1_1366	33.333	288	354
WP_004280570.1	lcl|NZ_MVIU01000017.1_cds_WP_002740722.1_961	36.012	336	354
WP_004280570.1	lcl|NZ_MVIU01000017.1_cds_WP_002740726.1_957	32.840	338	354
WP_004280570.1	lcl|NZ_MVIU01000002.1_cds_WP_002730849.1_1366	33.333	288	354
WP_004280623.1	lcl|NZ_MVIU01000006.1_cds_WP_002738760.1_2892	30.476	210	230
WP_004280623.1	lcl|NZ_MVIU01000016.1_cds_WP_002723863.1_890	29.091	110	230
WP_004280623.1	lcl|NZ_MVIU01000029.1_cds_WP_002733600.1_2033	28.814	118	230
WP_004280359.1	lcl|NZ_MVIU01000012.1_cds_WP_004278354.1_534	28.550	655	599
WP_004280004.1	lcl|NZ_MVIU01000006.1_cds_WP_002728994.1_2842	30.914	372	387
WP_004280004.1	lcl|NZ_MVIU01000017.1_cds_WP_002740861.1_996	33.898	236	387
