WP_002764162.1	lcl|NZ_RQHN01000005.1_cds_WP_135594790.1_3185	62.162	74	106
WP_004279997.1	lcl|NZ_RQHN01000005.1_cds_WP_135594788.1_3184	83.871	310	327
WP_004279997.1	lcl|NZ_RQHN01000005.1_cds_WP_135799053.1_3135	22.581	279	327
WP_004279997.1	lcl|NZ_RQHN01000009.1_cds_WP_100725791.1_930	23.006	326	327
WP_004279997.1	lcl|NZ_RQHN01000005.1_cds_WP_135594687.1_3133	20.984	305	327
WP_004279997.1	lcl|NZ_RQHN01000005.1_cds_WP_135799041.1_3115	25.197	254	327
WP_004279997.1	lcl|NZ_RQHN01000002.1_cds_WP_100715920.1_3317	21.788	179	327
WP_004279997.1	lcl|NZ_RQHN01000009.1_cds_WP_135799529.1_1499	25.077	323	327
WP_004280069.1	lcl|NZ_RQHN01000005.1_cds_WP_135594731.1_3158	42.373	354	361
WP_004280807.1	lcl|NZ_RQHN01000005.1_cds_WP_135798983.1_2820	23.228	254	220
WP_004280807.1	lcl|NZ_RQHN01000005.1_cds_WP_135652117.1_3112	34.234	111	220
WP_004280807.1	lcl|NZ_RQHN01000005.1_cds_WP_135594701.1_3141	36.364	99	220
WP_004280807.1	lcl|NZ_RQHN01000005.1_cds_WP_135799042.1_3117	33.846	130	220
WP_004280807.1	lcl|NZ_RQHN01000005.1_cds_WP_135592286.1_3109	34.043	94	220
WP_004280807.1	lcl|NZ_RQHN01000005.1_cds_WP_135798944.1_2707	48.000	50	220
WP_004280807.1	lcl|NZ_RQHN01000009.1_cds_WP_165780357.1_555	31.193	109	220
WP_004280807.1	lcl|NZ_RQHN01000009.1_cds_WP_100727529.1_32	28.421	95	220
WP_004280807.1	lcl|NZ_RQHN01000005.1_cds_WP_135592290.1_3111	29.126	103	220
WP_004280570.1	lcl|NZ_RQHN01000005.1_cds_WP_135799071.1_3176	30.484	351	354
WP_004280570.1	lcl|NZ_RQHN01000009.1_cds_WP_135593803.1_2001	35.135	296	354
WP_004280570.1	lcl|NZ_RQHN01000005.1_cds_WP_135799059.1_3161	30.994	342	354
WP_004280570.1	lcl|NZ_RQHN01000005.1_cds_WP_135799071.1_3176	30.484	351	354
WP_004280570.1	lcl|NZ_RQHN01000009.1_cds_WP_135593803.1_2001	35.135	296	354
