WP_002764162.1	lcl|NZ_AOVB01000133.1_cds_WP_000340715.1_3112	93.902	82	106
WP_004279997.1	lcl|NZ_AOVB01000133.1_cds_WP_000410273.1_3113	91.613	310	327
WP_004279997.1	lcl|NZ_AOVB01000133.1_cds_WP_000093099.1_3133	58.730	63	327
WP_004279997.1	lcl|NZ_AOVB01000133.1_cds_WP_000646250.1_3116	28.175	252	327
WP_004279997.1	lcl|NZ_AOVB01000139.1_cds_WP_000744700.1_3600	22.936	327	327
WP_004279997.1	lcl|NZ_AOVB01000133.1_cds_WP_000600889.1_3142	23.656	186	327
WP_004279997.1	lcl|NZ_AOVB01000133.1_cds_WP_000723090.1_3195	22.414	290	327
WP_004279997.1	lcl|NZ_AOVB01000133.1_cds_WP_001067557.1_3119	24.847	326	327
WP_004279997.1	lcl|NZ_AOVB01000092.1_cds_WP_001984071.1_1567	23.529	306	327
WP_004280069.1	lcl|NZ_AOVB01000133.1_cds_WP_000202830.1_3152	42.210	353	361
WP_004280807.1	lcl|NZ_AOVB01000133.1_cds_WP_000282880.1_3191	29.787	235	220
WP_004280807.1	lcl|NZ_AOVB01000056.1_cds_WP_001099029.1_663	26.906	223	220
WP_004280807.1	lcl|NZ_AOVB01000133.1_cds_WP_001068986.1_3170	30.435	92	220
WP_004280807.1	lcl|NZ_AOVB01000020.1_cds_WP_000840858.1_164	29.808	104	220
WP_004280807.1	lcl|NZ_AOVB01000104.1_cds_WP_000868621.1_1865	29.670	91	220
WP_004280807.1	lcl|NZ_AOVB01000047.1_cds_WP_000262844.1_520	24.638	207	220
WP_004280807.1	lcl|NZ_AOVB01000133.1_cds_WP_001114267.1_3198	26.136	176	220
WP_004280570.1	lcl|NZ_AOVB01000133.1_cds_WP_001230564.1_3145	35.988	339	354
WP_004280570.1	lcl|NZ_AOVB01000133.1_cds_WP_000582618.1_3149	33.742	326	354
WP_004280570.1	lcl|NZ_AOVB01000115.1_cds_WP_001011675.1_2278	33.898	295	354
WP_004280570.1	lcl|NZ_AOVB01000133.1_cds_WP_001230564.1_3145	35.988	339	354
WP_004280570.1	lcl|NZ_AOVB01000133.1_cds_WP_000582618.1_3149	33.742	326	354
WP_004280570.1	lcl|NZ_AOVB01000115.1_cds_WP_001011675.1_2278	33.898	295	354
WP_004280623.1	lcl|NZ_AOVB01000070.1_cds_WP_001014594.1_1039	28.365	208	230
WP_004280623.1	lcl|NZ_AOVB01000122.1_cds_WP_000721859.1_2549	30.000	110	230
WP_004280359.1	lcl|NZ_AOVB01000133.1_cds_WP_000698820.1_3155	42.020	614	599
WP_004280004.1	lcl|NZ_AOVB01000133.1_cds_WP_000582222.1_3131	38.211	246	387
WP_004280004.1	lcl|NZ_AOVB01000121.1_cds_WP_001281953.1_2512	32.172	373	387
WP_004280004.1	lcl|NZ_AOVB01000133.1_cds_WP_000608295.1_3121	34.322	236	387
WP_004280004.1	lcl|NZ_AOVB01000133.1_cds_WP_000947844.1_3143	31.559	263	387
WP_004280004.1	lcl|NZ_AOVB01000133.1_cds_WP_001198107.1_3120	36.893	206	387
WP_004280004.1	lcl|NZ_AOVB01000133.1_cds_WP_000346036.1_3150	27.147	361	387
WP_004280004.1	lcl|NZ_AOVB01000133.1_cds_WP_000575178.1_3189	29.682	283	387
WP_004280004.1	lcl|NZ_AOVB01000122.1_cds_WP_000538752.1_2531	27.103	321	387
WP_004280004.1	lcl|NZ_AOVB01000097.1_cds_WP_001982414.1_1722	26.160	237	387
WP_004280066.1	lcl|NZ_AOVB01000133.1_cds_WP_000698820.1_3155	27.157	626	583
WP_004280553.1	lcl|NZ_AOVB01000131.1_cds_WP_000613386.1_3002	23.077	130	572
WP_004280553.1	lcl|NZ_AOVB01000122.1_cds_WP_000721859.1_2549	33.333	117	572
WP_004280553.1	lcl|NZ_AOVB01000131.1_cds_WP_000613386.1_3002	23.077	130	572
WP_004280553.1	lcl|NZ_AOVB01000122.1_cds_WP_000721859.1_2549	33.333	117	572
WP_004280727.1	lcl|NZ_AOVB01000133.1_cds_WP_001198107.1_3120	36.667	270	417
WP_004280727.1	lcl|NZ_AOVB01000133.1_cds_WP_000608295.1_3121	34.717	265	417
WP_004280727.1	lcl|NZ_AOVB01000133.1_cds_WP_000575178.1_3189	35.039	254	417
WP_004280727.1	lcl|NZ_AOVB01000121.1_cds_WP_001281953.1_2512	28.440	327	417
WP_004280727.1	lcl|NZ_AOVB01000133.1_cds_WP_000346036.1_3150	29.367	395	417
WP_004280727.1	lcl|NZ_AOVB01000133.1_cds_WP_000582222.1_3131	37.850	214	417
