WP_002764162.1	lcl|NZ_AHPU01000126.1_cds_WP_000340715.1_2236	93.902	82	106
WP_004279997.1	lcl|NZ_AHPU01000126.1_cds_WP_000712240.1_2235	91.935	310	327
WP_004279997.1	lcl|NZ_AHPU01000126.1_cds_WP_000646251.1_2232	27.778	252	327
WP_004279997.1	lcl|NZ_AHPU01000149.1_cds_WP_000744700.1_1531	22.936	327	327
WP_004279997.1	lcl|NZ_AHPU01000126.1_cds_WP_000600886.1_2204	23.656	186	327
WP_004279997.1	lcl|NZ_AHPU01000049.1_cds_WP_000723084.1_3194	22.759	290	327
WP_004279997.1	lcl|NZ_AHPU01000126.1_cds_WP_000025488.1_2210	21.779	326	327
WP_004279997.1	lcl|NZ_AHPU01000126.1_cds_WP_001067556.1_2229	24.847	326	327
WP_004279997.1	lcl|NZ_AHPU01000078.1_cds_WP_001984071.1_2555	23.529	306	327
WP_004280069.1	lcl|NZ_AHPU01000126.1_cds_WP_000202827.1_2192	42.210	353	361
WP_004280807.1	lcl|NZ_AHPU01000049.1_cds_WP_000282880.1_3198	29.787	235	220
WP_004280807.1	lcl|NZ_AHPU01000300.1_cds_WP_001099029.1_13	26.906	223	220
WP_004280807.1	lcl|NZ_AHPU01000126.1_cds_WP_001068983.1_2174	30.435	92	220
WP_004280807.1	lcl|NZ_AHPU01000140.1_cds_WP_000840860.1_1770	29.808	104	220
WP_004280807.1	lcl|NZ_AHPU01000012.1_cds_WP_000868621.1_3575	29.670	91	220
WP_004280807.1	lcl|NZ_AHPU01000049.1_cds_WP_001114274.1_3191	26.136	176	220
WP_004280807.1	lcl|NZ_AHPU01000056.1_cds_WP_000262845.1_2995	24.638	207	220
WP_004280570.1	lcl|NZ_AHPU01000126.1_cds_WP_001230567.1_2201	35.693	339	354
WP_004280570.1	lcl|NZ_AHPU01000126.1_cds_WP_000582622.1_2195	34.049	326	354
WP_004280570.1	lcl|NZ_AHPU01000162.1_cds_WP_001011670.1_1293	33.569	283	354
WP_004280570.1	lcl|NZ_AHPU01000126.1_cds_WP_001230567.1_2201	35.693	339	354
WP_004280570.1	lcl|NZ_AHPU01000126.1_cds_WP_000582622.1_2195	34.049	326	354
WP_004280570.1	lcl|NZ_AHPU01000162.1_cds_WP_001011670.1_1293	33.569	283	354
WP_004280623.1	lcl|NZ_AHPU01000176.1_cds_WP_001014583.1_1051	28.365	208	230
WP_004280623.1	lcl|NZ_AHPU01000093.1_cds_WP_000721844.1_2333	30.909	110	230
WP_004280359.1	lcl|NZ_AHPU01000126.1_cds_LEP2GSC004_RS1000000123545_2189	44.027	293	599
WP_004280359.1	lcl|NZ_AHPU01000126.1_cds_LEP2GSC004_RS1000000123545_2189	40.557	323	599
WP_004280004.1	lcl|NZ_AHPU01000224.1_cds_WP_001281953.1_499	32.172	373	387
WP_004280004.1	lcl|NZ_AHPU01000126.1_cds_WP_000947842.1_2203	31.559	263	387
WP_004280004.1	lcl|NZ_AHPU01000126.1_cds_WP_000575397.1_2214	32.877	219	387
WP_004280004.1	lcl|NZ_AHPU01000126.1_cds_WP_000346036.1_2194	27.147	361	387
