WP_002764162.1	lcl|NZ_JQPN01000125.1_cds_WP_000340715.1_2656	93.902	82	106
WP_004279997.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	91.613	310	327
WP_004279997.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	27.778	252	327
WP_004279997.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	22.936	327	327
WP_004279997.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	22.759	290	327
WP_004279997.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	24.847	326	327
WP_004279997.1	lcl|NZ_JQPN01000085.1_cds_WP_002072074.1_2113	23.856	306	327
WP_004280807.1	lcl|NZ_JQPN01000160.1_cds_WP_000282882.1_3171	29.362	235	220
WP_004280807.1	lcl|NZ_JQPN01000050.1_cds_WP_001099039.1_1422	26.906	223	220
WP_004280807.1	lcl|NZ_JQPN01000185.1_cds_WP_061231898.1_3372	29.808	104	220
WP_004280807.1	lcl|NZ_JQPN01000043.1_cds_WP_000868623.1_1250	29.670	91	220
WP_004280807.1	lcl|NZ_JQPN01000119.1_cds_WP_001114273.1_2608	26.136	176	220
WP_004280807.1	lcl|NZ_JQPN01000073.1_cds_WP_000262844.1_1887	24.638	207	220
WP_004280570.1	lcl|NZ_JQPN01000121.1_cds_WP_001033784.1_2641	32.571	350	354
WP_004280570.1	lcl|NZ_JQPN01000065.1_cds_WP_061231787.1_1766	33.898	295	354
WP_004280570.1	lcl|NZ_JQPN01000121.1_cds_WP_002072154.1_2635	28.435	313	354
WP_004280570.1	lcl|NZ_JQPN01000121.1_cds_WP_001033784.1_2641	32.571	350	354
WP_004280570.1	lcl|NZ_JQPN01000065.1_cds_WP_061231787.1_1766	33.898	295	354
WP_004280570.1	lcl|NZ_JQPN01000121.1_cds_WP_002072154.1_2635	28.435	313	354
WP_004280623.1	lcl|NZ_JQPN01000129.1_cds_WP_000696059.1_2734	43.373	166	230
WP_004280623.1	lcl|NZ_JQPN01000114.1_cds_WP_001014587.1_2513	28.365	208	230
WP_004280623.1	lcl|NZ_JQPN01000121.1_cds_WP_000440091.1_2636	25.118	211	230
WP_004280623.1	lcl|NZ_JQPN01000159.1_cds_WP_000721854.1_3151	30.000	110	230
WP_004280004.1	lcl|NZ_JQPN01000090.1_cds_WP_001281953.1_2198	32.172	373	387
WP_004280004.1	lcl|NZ_JQPN01000096.1_cds_WP_000228801.1_2292	34.728	239	387
WP_004280004.1	lcl|NZ_JQPN01000125.1_cds_WP_000608294.1_2665	34.322	236	387
WP_004280004.1	lcl|NZ_JQPN01000121.1_cds_WP_000172659.1_2633	34.400	250	387
WP_004280004.1	lcl|NZ_JQPN01000125.1_cds_WP_001198107.1_2664	36.893	206	387
WP_004280004.1	lcl|NZ_JQPN01000163.1_cds_WP_000575181.1_3188	29.329	283	387
WP_004280004.1	lcl|NZ_JQPN01000197.1_cds_WP_000538755.1_3438	27.103	321	387
WP_004280004.1	lcl|NZ_JQPN01000011.1_cds_WP_001982414.1_277	26.160	237	387
WP_004280553.1	lcl|NZ_JQPN01000129.1_cds_WP_000696059.1_2734	34.836	244	572
WP_004280553.1	lcl|NZ_JQPN01000121.1_cds_WP_000440091.1_2636	27.404	208	572
