WP_002764162.1	lcl|NZ_JQOL01000109.1_cds_WP_000340715.1_2561	93.902	82	106
WP_004279997.1	lcl|NZ_JQOL01000109.1_cds_WP_000410273.1_2562	91.613	310	327
WP_004279997.1	lcl|NZ_JQOL01000109.1_cds_WP_000646249.1_2565	28.175	252	327
WP_004279997.1	lcl|NZ_JQOL01000020.1_cds_WP_000744704.1_624	22.936	327	327
WP_004279997.1	lcl|NZ_JQOL01000109.1_cds_WP_001033107.1_2587	21.805	266	327
WP_004279997.1	lcl|NZ_JQOL01000104.1_cds_WP_000723090.1_2518	22.414	290	327
WP_004279997.1	lcl|NZ_JQOL01000109.1_cds_WP_001067556.1_2568	24.847	326	327
WP_004279997.1	lcl|NZ_JQOL01000010.1_cds_WP_001984071.1_277	23.529	306	327
WP_004280807.1	lcl|NZ_JQOL01000104.1_cds_WP_000282884.1_2522	29.362	235	220
WP_004280807.1	lcl|NZ_JQOL01000044.1_cds_WP_061239591.1_1326	26.906	223	220
WP_004280807.1	lcl|NZ_JQOL01000088.1_cds_WP_000840860.1_2257	29.808	104	220
WP_004280807.1	lcl|NZ_JQOL01000109.1_cds_WP_000730131.1_2576	30.928	97	220
WP_004280807.1	lcl|NZ_JQOL01000007.1_cds_WP_000868621.1_179	29.670	91	220
WP_004280807.1	lcl|NZ_JQOL01000104.1_cds_WP_001114264.1_2515	26.136	176	220
WP_004280807.1	lcl|NZ_JQOL01000114.1_cds_WP_000262844.1_2729	24.638	207	220
WP_004280570.1	lcl|NZ_JQOL01000109.1_cds_WP_061239844.1_2602	32.000	350	354
WP_004280570.1	lcl|NZ_JQOL01000102.1_cds_WP_001011674.1_2470	33.898	295	354
WP_004280570.1	lcl|NZ_JQOL01000109.1_cds_WP_061239844.1_2602	32.000	350	354
WP_004280570.1	lcl|NZ_JQOL01000102.1_cds_WP_001011674.1_2470	33.898	295	354
WP_004280623.1	lcl|NZ_JQOL01000109.1_cds_WP_000691020.1_2599	38.208	212	230
WP_004280623.1	lcl|NZ_JQOL01000051.1_cds_WP_045192941.1_1503	28.365	208	230
WP_004280623.1	lcl|NZ_JQOL01000089.1_cds_WP_000721859.1_2266	30.000	110	230
WP_004280004.1	lcl|NZ_JQOL01000109.1_cds_WP_000331752.1_2591	38.211	246	387
WP_004280004.1	lcl|NZ_JQOL01000010.1_cds_WP_002188046.1_240	32.172	373	387
WP_004280004.1	lcl|NZ_JQOL01000109.1_cds_WP_000172653.1_2597	32.411	253	387
WP_004280004.1	lcl|NZ_JQOL01000109.1_cds_WP_000575178.1_2633	29.682	283	387
WP_004280004.1	lcl|NZ_JQOL01000035.1_cds_WP_000538750.1_1049	27.103	321	387
WP_004280004.1	lcl|NZ_JQOL01000011.1_cds_WP_001982414.1_286	26.160	237	387
WP_004280553.1	lcl|NZ_JQOL01000109.1_cds_WP_000691020.1_2599	35.391	243	572
WP_004280553.1	lcl|NZ_JQOL01000028.1_cds_WP_000613386.1_857	23.077	130	572
WP_004280553.1	lcl|NZ_JQOL01000089.1_cds_WP_000721859.1_2266	33.333	117	572
WP_004280553.1	lcl|NZ_JQOL01000109.1_cds_WP_000691020.1_2599	35.391	243	572
WP_004280553.1	lcl|NZ_JQOL01000028.1_cds_WP_000613386.1_857	23.077	130	572
WP_004280553.1	lcl|NZ_JQOL01000089.1_cds_WP_000721859.1_2266	33.333	117	572
WP_004280727.1	lcl|NZ_JQOL01000109.1_cds_WP_000575178.1_2633	35.039	254	417
WP_004280727.1	lcl|NZ_JQOL01000010.1_cds_WP_002188046.1_240	28.135	327	417
WP_004280727.1	lcl|NZ_JQOL01000109.1_cds_WP_000331752.1_2591	37.850	214	417
WP_004280727.1	lcl|NZ_JQOL01000109.1_cds_WP_000172653.1_2597	30.091	329	417
WP_004280727.1	lcl|NZ_JQOL01000035.1_cds_WP_000538750.1_1049	27.843	255	417
WP_004280727.1	lcl|NZ_JQOL01000011.1_cds_WP_001982414.1_286	24.280	243	417
WP_004280171.1	lcl|NZ_JQOL01000109.1_cds_WP_001975371.1_2603	28.571	140	182
WP_237578348.1	lcl|NZ_JQOL01000137.1_cds_WP_000482996.1_3075	28.947	114	207
WP_004280422.1	lcl|NZ_JQOL01000109.1_cds_WP_000691020.1_2599	32.609	230	242
WP_004280422.1	lcl|NZ_JQOL01000051.1_cds_WP_045192941.1_1503	27.236	246	242
WP_004280656.1	lcl|NZ_JQOL01000023.1_cds_WP_000998676.1_685	32.271	251	255
WP_004280656.1	lcl|NZ_JQOL01000109.1_cds_WP_000412931.1_2609	28.846	260	255
WP_004280656.1	lcl|NZ_JQOL01000043.1_cds_WP_000566240.1_1274	27.843	255	255
WP_004280656.1	lcl|NZ_JQOL01000027.1_cds_WP_000043153.1_766	26.038	265	255
WP_004280656.1	lcl|NZ_JQOL01000040.1_cds_WP_000653653.1_1190	26.820	261	255
WP_004280656.1	lcl|NZ_JQOL01000043.1_cds_WP_001968389.1_1302	27.757	263	255
WP_004280656.1	lcl|NZ_JQOL01000117.1_cds_WP_000351753.1_2776	24.535	269	255
WP_004280656.1	lcl|NZ_JQOL01000109.1_cds_WP_000750438.1_2613	24.409	254	255
WP_004280656.1	lcl|NZ_JQOL01000013.1_cds_WP_042751881.1_350	27.568	185	255
WP_004280656.1	lcl|NZ_JQOL01000076.1_cds_WP_002067215.1_1965	27.320	194	255
WP_004280656.1	lcl|NZ_JQOL01000104.1_cds_WP_000723090.1_2518	27.861	201	255
WP_004280656.1	lcl|NZ_JQOL01000076.1_cds_WP_001069862.1_1970	26.220	164	255
WP_004280656.1	lcl|NZ_JQOL01000045.1_cds_WP_000093664.1_1378	23.000	200	255
WP_004280656.1	lcl|NZ_JQOL01000058.1_cds_WP_001074690.1_1636	24.352	193	255
WP_004280656.1	lcl|NZ_JQOL01000020.1_cds_WP_000744704.1_624	33.333	72	255
WP_004280493.1	lcl|NZ_JQOL01000025.1_cds_WP_002185292.1_742	27.879	330	314
WP_004280665.1	lcl|NZ_JQOL01000102.1_cds_WP_001011674.1_2470	38.328	287	282
WP_004280665.1	lcl|NZ_JQOL01000109.1_cds_WP_061239844.1_2602	34.354	294	282
WP_004280909.1	lcl|NZ_JQOL01000010.1_cds_WP_002188046.1_240	38.404	401	401
WP_004280909.1	lcl|NZ_JQOL01000109.1_cds_WP_000172653.1_2597	31.592	402	401
WP_004280909.1	lcl|NZ_JQOL01000109.1_cds_WP_000331752.1_2591	34.133	375	401
WP_004280909.1	lcl|NZ_JQOL01000109.1_cds_WP_000575178.1_2633	28.415	366	401
WP_004280909.1	lcl|NZ_JQOL01000011.1_cds_WP_001982414.1_286	25.781	384	401
WP_004280909.1	lcl|NZ_JQOL01000035.1_cds_WP_000538750.1_1049	26.772	381	401
WP_004280488.1	lcl|NZ_JQOL01000062.1_cds_WP_000172205.1_1697	31.250	368	568
WP_004280488.1	lcl|NZ_JQOL01000014.1_cds_WP_000667646.1_438	31.905	210	568
WP_004280488.1	lcl|NZ_JQOL01000109.1_cds_WP_001035839.1_2594	31.651	218	568
WP_004280488.1	lcl|NZ_JQOL01000013.1_cds_WP_000828456.1_409	31.250	208	568
WP_004280488.1	lcl|NZ_JQOL01000062.1_cds_WP_002071818.1_1711	32.338	201	568
WP_004280488.1	lcl|NZ_JQOL01000119.1_cds_WP_000666552.1_2846	30.729	192	568
WP_004280488.1	lcl|NZ_JQOL01000047.1_cds_WP_001161017.1_1440	31.088	193	568
WP_004280488.1	lcl|NZ_JQOL01000026.1_cds_WP_000510774.1_757	30.415	217	568
WP_004280488.1	lcl|NZ_JQOL01000046.1_cds_WP_000651460.1_1394	30.256	195	568
WP_004280488.1	lcl|NZ_JQOL01000176.1_cds_WP_000047473.1_3531	33.333	192	568
WP_004280488.1	lcl|NZ_JQOL01000044.1_cds_WP_000184527.1_1338	29.146	199	568
WP_004280488.1	lcl|NZ_JQOL01000147.1_cds_WP_001049208.1_3240	32.000	200	568
WP_004280488.1	lcl|NZ_JQOL01000147.1_cds_WP_001049208.1_3240	25.581	215	568
WP_004280488.1	lcl|NZ_JQOL01000189.1_cds_WP_000536752.1_3706	33.333	153	568
WP_004280488.1	lcl|NZ_JQOL01000024.1_cds_WP_001052496.1_708	28.505	214	568
WP_004280488.1	lcl|NZ_JQOL01000032.1_cds_WP_000433117.1_982	28.108	185	568
WP_004280488.1	lcl|NZ_JQOL01000040.1_cds_WP_000603361.1_1180	31.707	164	568
WP_004280488.1	lcl|NZ_JQOL01000158.1_cds_WP_061240027.1_3376	31.792	173	568
WP_004280488.1	lcl|NZ_JQOL01000077.1_cds_WP_000052667.1_1995	27.638	199	568
WP_004280488.1	lcl|NZ_JQOL01000158.1_cds_WP_061240025.1_3375	27.982	218	568
WP_004280488.1	lcl|NZ_JQOL01000200.1_cds_WP_000590871.1_3775	26.289	194	568
WP_004280488.1	lcl|NZ_JQOL01000200.1_cds_WP_000590871.1_3775	23.626	182	568
