WP_002764162.1	lcl|NZ_AOUC01000047.1_cds_WP_004454812.1_646	92.683	82	106
WP_004279997.1	lcl|NZ_AOUC01000047.1_cds_WP_004421326.1_647	90.645	310	327
WP_004279997.1	lcl|NZ_AOUC01000041.1_cds_WP_004434477.1_600	23.221	267	327
WP_004279997.1	lcl|NZ_AOUC01000047.1_cds_WP_004421375.1_650	27.778	252	327
WP_004279997.1	lcl|NZ_AOUC01000278.1_cds_WP_004419974.1_3423	23.853	327	327
WP_004279997.1	lcl|NZ_AOUC01000149.1_cds_WP_004455914.1_1802	23.611	288	327
WP_004279997.1	lcl|NZ_AOUC01000252.1_cds_WP_004456912.1_3090	24.880	209	327
WP_004280807.1	lcl|NZ_AOUC01000149.1_cds_WP_002147278.1_1806	28.899	218	220
WP_004280807.1	lcl|NZ_AOUC01000166.1_cds_WP_004436318.1_2047	26.009	223	220
WP_004280807.1	lcl|NZ_AOUC01000001.1_cds_WP_004419365.1_6	31.731	104	220
WP_004280807.1	lcl|NZ_AOUC01000034.1_cds_WP_004420956.1_450	29.670	91	220
WP_004280807.1	lcl|NZ_AOUC01000047.1_cds_WP_004434567.1_661	29.897	97	220
WP_004280807.1	lcl|NZ_AOUC01000149.1_cds_WP_004455935.1_1799	24.432	176	220
WP_004280807.1	lcl|NZ_AOUC01000127.1_cds_WP_004426312.1_1530	24.155	207	220
WP_004280570.1	lcl|NZ_AOUC01000041.1_cds_WP_004434629.1_583	36.228	334	354
WP_004280570.1	lcl|NZ_AOUC01000140.1_cds_WP_004455773.1_1651	33.922	283	354
WP_004280570.1	lcl|NZ_AOUC01000041.1_cds_WP_004434629.1_583	36.228	334	354
WP_004280570.1	lcl|NZ_AOUC01000140.1_cds_WP_004455773.1_1651	33.922	283	354
WP_004280623.1	lcl|NZ_AOUC01000041.1_cds_WP_004434756.1_588	37.952	166	230
WP_004280623.1	lcl|NZ_AOUC01000063.1_cds_WP_004455036.1_798	27.404	208	230
WP_004280623.1	lcl|NZ_AOUC01000093.1_cds_WP_036077478.1_1215	29.091	110	230
WP_004280004.1	lcl|NZ_AOUC01000041.1_cds_WP_004434568.1_596	36.863	255	387
WP_004280004.1	lcl|NZ_AOUC01000218.1_cds_WP_004419331.1_2693	32.075	371	387
WP_004280004.1	lcl|NZ_AOUC01000041.1_cds_WP_004434466.1_590	27.198	364	387
WP_004280004.1	lcl|NZ_AOUC01000149.1_cds_WP_004421210.1_1808	30.035	283	387
WP_004280004.1	lcl|NZ_AOUC01000108.1_cds_WP_004455582.1_1372	28.727	275	387
WP_004280004.1	lcl|NZ_AOUC01000037.1_cds_WP_036034116.1_539	25.341	367	387
WP_004280553.1	lcl|NZ_AOUC01000041.1_cds_WP_004434756.1_588	33.058	242	572
WP_004280553.1	lcl|NZ_AOUC01000063.1_cds_WP_004455036.1_798	32.768	177	572
WP_004280553.1	lcl|NZ_AOUC01000209.1_cds_WP_004422152.1_2529	23.188	138	572
WP_004280553.1	lcl|NZ_AOUC01000041.1_cds_WP_004434756.1_588	33.058	242	572
WP_004280553.1	lcl|NZ_AOUC01000063.1_cds_WP_004455036.1_798	32.768	177	572
WP_004280553.1	lcl|NZ_AOUC01000209.1_cds_WP_004422152.1_2529	23.188	138	572
WP_004280727.1	lcl|NZ_AOUC01000149.1_cds_WP_004421210.1_1808	34.252	254	417
WP_004280727.1	lcl|NZ_AOUC01000218.1_cds_WP_004419331.1_2693	27.829	327	417
WP_004280727.1	lcl|NZ_AOUC01000041.1_cds_WP_004434466.1_590	28.933	356	417
WP_004280727.1	lcl|NZ_AOUC01000041.1_cds_WP_004434568.1_596	36.916	214	417
WP_004280727.1	lcl|NZ_AOUC01000108.1_cds_WP_004455582.1_1372	27.092	251	417
WP_004280727.1	lcl|NZ_AOUC01000037.1_cds_WP_036034116.1_539	25.514	243	417
WP_004280422.1	lcl|NZ_AOUC01000041.1_cds_WP_004434756.1_588	33.471	242	242
WP_004280422.1	lcl|NZ_AOUC01000063.1_cds_WP_004455036.1_798	28.049	246	242
WP_004280656.1	lcl|NZ_AOUC01000068.1_cds_WP_002152553.1_886	32.669	251	255
WP_004280656.1	lcl|NZ_AOUC01000247.1_cds_WP_004421044.1_3021	28.846	260	255
WP_004280656.1	lcl|NZ_AOUC01000076.1_cds_WP_002179721.1_1027	27.451	255	255
WP_004280656.1	lcl|NZ_AOUC01000239.1_cds_WP_004440656.1_2930	28.302	265	255
WP_004280656.1	lcl|NZ_AOUC01000065.1_cds_WP_004423431.1_836	26.820	261	255
WP_004280656.1	lcl|NZ_AOUC01000066.1_cds_WP_002150936.1_848	26.038	265	255
WP_004280656.1	lcl|NZ_AOUC01000080.1_cds_WP_004437014.1_1088	24.164	269	255
WP_004280656.1	lcl|NZ_AOUC01000247.1_cds_WP_004450657.1_3017	25.591	254	255
WP_004280656.1	lcl|NZ_AOUC01000275.1_cds_WP_004457053.1_3362	26.087	184	255
