WP_002764162.1	lcl|NZ_JAMQPX010000001.1_cds_WP_035983633.1_3241	62.162	74	106
WP_004279997.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370129.1_3238	79.553	313	327
WP_004279997.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	24.138	319	327
WP_004279997.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630011.1_1001	27.070	314	327
WP_004279997.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370130.1_3239	21.659	217	327
WP_004279997.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788049.1_3583	21.320	197	327
WP_004279997.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719192.1_1575	23.547	327	327
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734665.1_3194	34.259	108	220
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630917.1_2904	28.289	152	220
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_020777804.1_3191	34.375	96	220
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004783871.1_3193	32.990	97	220
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719349.1_2824	34.259	108	220
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_165780020.1_622	32.110	109	220
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100716990.1_3187	32.258	93	220
WP_004280807.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100716976.1_3204	31.522	92	220
WP_004280570.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630792.1_3230	33.721	344	354
WP_004280570.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369727.1_2091	34.354	294	354
WP_004280570.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630792.1_3230	33.721	344	354
WP_004280570.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369727.1_2091	34.354	294	354
WP_004280623.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630789.1_3234	36.943	157	230
WP_004280623.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369490.1_1407	28.972	214	230
WP_004280623.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135609237.1_1422	25.862	116	230
WP_004280359.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370123.1_3225	29.403	653	599
WP_004280004.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004785484.1_1254	29.199	387	387
WP_004280004.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370111.1_3208	29.258	229	387
WP_004280004.1	lcl|NZ_JAMQPX010000001.1_cds_WP_210414228.1_3236	30.000	250	387
WP_004280004.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369674.1_1907	22.792	351	387
WP_004280066.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370123.1_3225	40.372	592	583
WP_004280553.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369490.1_1407	29.044	272	572
WP_004280553.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370026.1_2954	25.837	209	572
WP_004280553.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135609237.1_1422	33.898	118	572
WP_004280553.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369490.1_1407	29.044	272	572
WP_004280553.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370026.1_2954	25.837	209	572
WP_004280553.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135609237.1_1422	33.898	118	572
WP_004280727.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004785484.1_1254	29.909	331	417
WP_004280727.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370111.1_3208	31.379	290	417
WP_004280727.1	lcl|NZ_JAMQPX010000001.1_cds_WP_210414228.1_3236	28.617	311	417
WP_004280727.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369783.1_2260	29.310	232	417
WP_004280727.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369674.1_1907	25.000	240	417
WP_237578347.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370123.1_3225	29.356	637	611
WP_237578348.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369955.1_2733	29.752	121	207
WP_004280422.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369490.1_1407	30.380	237	242
WP_004280422.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630789.1_3234	26.619	139	242
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630790.1_3233	32.046	259	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004785575.1_1233	30.556	252	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100791602.1_372	29.150	247	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100721449.1_432	28.682	258	255
WP_004280656.1	lcl|NZ_JAMQPX010000002.1_cds_WP_004788221.1_3505	28.458	253	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100734478.1_2741	26.953	256	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004786418.1_1829	27.027	185	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004786786.1_1264	25.735	272	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004783705.1_3179	25.556	270	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369466.1_1339	27.612	268	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004786728.1_1898	25.728	206	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630285.1_659	24.870	193	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369694.1_1969	26.432	227	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369376.1_1015	21.687	249	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_020777840.1_2738	24.044	183	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100718697.1_974	37.681	69	255
WP_004280656.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100717753.1_527	21.429	210	255
WP_004280493.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369394.1_1069	29.503	322	314
WP_004280493.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369060.1_201	28.235	170	314
WP_004280665.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369727.1_2091	34.940	249	282
WP_004280665.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135630792.1_3230	31.034	290	282
WP_004280045.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370128.1_3232	26.357	129	321
WP_004280909.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004785484.1_1254	38.557	402	401
WP_004280909.1	lcl|NZ_JAMQPX010000001.1_cds_WP_210414228.1_3236	32.990	388	401
WP_004280909.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265370111.1_3208	30.053	376	401
WP_004280909.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369674.1_1907	26.087	391	401
WP_004280909.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369783.1_2260	26.816	358	401
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_004786686.1_1273	33.333	216	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369720.1_2063	32.847	274	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369550.1_1580	24.000	500	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369551.1_1582	32.432	222	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_135631322.1_29	31.776	214	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369432.1_1210	32.850	207	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719518.1_351	33.838	198	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369517.1_1490	32.020	203	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719737.1_2392	32.673	202	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369158.1_437	29.851	201	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369109.1_300	28.571	210	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_020777451.1_3066	28.342	187	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_035983849.1_2854	30.208	192	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100717834.1_173	30.000	200	568
WP_004280488.1	lcl|NZ_JAMQPX010000003.1_cds_WP_100718213.1_3689	30.380	158	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100720429.1_795	30.303	198	568
WP_004280488.1	lcl|NZ_JAMQPX010000003.1_cds_WP_020777344.1_3718	29.592	196	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_100719510.1_359	25.907	193	568
WP_004280488.1	lcl|NZ_JAMQPX010000001.1_cds_WP_265369866.1_2451	27.041	196	568
