WP_002764162.1	lcl|NZ_AFJQ01000026.1_cds_WP_000340715.1_3219	93.902	82	106
WP_004279997.1	lcl|NZ_AFJQ01000026.1_cds_WP_000410273.1_3220	91.613	310	327
WP_004279997.1	lcl|NZ_AFJQ01000026.1_cds_WP_000093099.1_3240	58.730	63	327
WP_004279997.1	lcl|NZ_AFJQ01000026.1_cds_WP_000646250.1_3223	28.175	252	327
WP_004279997.1	lcl|NZ_AFJQ01000089.1_cds_WP_000744700.1_2026	22.936	327	327
WP_004279997.1	lcl|NZ_AFJQ01000026.1_cds_WP_000600889.1_3249	23.656	186	327
WP_004279997.1	lcl|NZ_AFJQ01000026.1_cds_WP_000723090.1_3302	22.414	290	327
WP_004279997.1	lcl|NZ_AFJQ01000026.1_cds_WP_001067557.1_3226	24.847	326	327
WP_004279997.1	lcl|NZ_AFJQ01000052.1_cds_WP_001984071.1_2513	23.529	306	327
WP_004280069.1	lcl|NZ_AFJQ01000026.1_cds_WP_000202830.1_3259	42.210	353	361
WP_004280807.1	lcl|NZ_AFJQ01000026.1_cds_WP_000282880.1_3298	29.787	235	220
WP_004280807.1	lcl|NZ_AFJQ01000210.1_cds_WP_001099029.1_671	26.906	223	220
WP_004280807.1	lcl|NZ_AFJQ01000026.1_cds_WP_001068986.1_3277	30.435	92	220
WP_004280807.1	lcl|NZ_AFJQ01000244.1_cds_WP_000840858.1_438	29.808	104	220
WP_004280807.1	lcl|NZ_AFJQ01000074.1_cds_WP_000868621.1_2214	29.670	91	220
WP_004280807.1	lcl|NZ_AFJQ01000080.1_cds_WP_000262844.1_2116	24.638	207	220
WP_004280807.1	lcl|NZ_AFJQ01000026.1_cds_WP_001114267.1_3305	26.136	176	220
WP_004280570.1	lcl|NZ_AFJQ01000026.1_cds_WP_001230564.1_3252	35.988	339	354
WP_004280570.1	lcl|NZ_AFJQ01000026.1_cds_WP_000582618.1_3256	33.742	326	354
WP_004280570.1	lcl|NZ_AFJQ01000063.1_cds_WP_001011675.1_2345	33.898	295	354
WP_004280570.1	lcl|NZ_AFJQ01000026.1_cds_WP_001230564.1_3252	35.988	339	354
WP_004280570.1	lcl|NZ_AFJQ01000026.1_cds_WP_000582618.1_3256	33.742	326	354
WP_004280570.1	lcl|NZ_AFJQ01000063.1_cds_WP_001011675.1_2345	33.898	295	354
WP_004280623.1	lcl|NZ_AFJQ01000031.1_cds_WP_001014594.1_3080	28.365	208	230
WP_004280623.1	lcl|NZ_AFJQ01000033.1_cds_WP_000721859.1_3019	30.000	110	230
WP_004280359.1	lcl|NZ_AFJQ01000026.1_cds_WP_000698820.1_3262	42.020	614	599
WP_004280004.1	lcl|NZ_AFJQ01000026.1_cds_WP_000582222.1_3238	38.211	246	387
WP_004280004.1	lcl|NZ_AFJQ01000201.1_cds_WP_001281953.1_753	32.172	373	387
WP_004280004.1	lcl|NZ_AFJQ01000026.1_cds_WP_000608295.1_3228	34.322	236	387
WP_004280004.1	lcl|NZ_AFJQ01000026.1_cds_WP_000947844.1_3250	31.559	263	387
WP_004280004.1	lcl|NZ_AFJQ01000026.1_cds_WP_001198107.1_3227	36.893	206	387
WP_004280004.1	lcl|NZ_AFJQ01000026.1_cds_WP_000346036.1_3257	27.147	361	387
WP_004280004.1	lcl|NZ_AFJQ01000026.1_cds_WP_000575178.1_3296	29.682	283	387
WP_004280004.1	lcl|NZ_AFJQ01000179.1_cds_WP_000538752.1_961	27.103	321	387
WP_004280004.1	lcl|NZ_AFJQ01000047.1_cds_WP_001982414.1_2616	26.160	237	387
WP_004280066.1	lcl|NZ_AFJQ01000026.1_cds_WP_000698820.1_3262	27.157	626	583
