WP_002764162.1	lcl|NZ_JQRV01000044.1_cds_WP_002725873.1_1508	100.000	82	106
WP_004279997.1	lcl|NZ_JQRV01000044.1_cds_WP_002725867.1_1507	97.428	311	327
WP_004279997.1	lcl|NZ_JQRV01000095.1_cds_WP_002722638.1_2753	24.383	324	327
WP_004279997.1	lcl|NZ_JQRV01000044.1_cds_WP_002725843.1_1455	21.327	211	327
WP_004279997.1	lcl|NZ_JQRV01000011.1_cds_WP_002727919.1_603	22.337	291	327
WP_004279997.1	lcl|NZ_JQRV01000044.1_cds_WP_002725944.1_1453	23.077	260	327
WP_004279997.1	lcl|NZ_JQRV01000155.1_cds_WP_002728309.1_3352	25.723	311	327
WP_004279997.1	lcl|NZ_JQRV01000002.1_cds_WP_002729504.1_126	21.387	173	327
WP_004280069.1	lcl|NZ_JQRV01000044.1_cds_WP_002725962.1_1506	97.507	361	361
WP_004280807.1	lcl|NZ_JQRV01000044.1_cds_WP_002757985.1_1505	98.182	220	220
WP_004280807.1	lcl|NZ_JQRV01000105.1_cds_WP_002759031.1_2966	26.577	222	220
WP_004280807.1	lcl|NZ_JQRV01000011.1_cds_WP_002733776.1_607	26.180	233	220
WP_004280807.1	lcl|NZ_JQRV01000126.1_cds_WP_002731944.1_3133	30.172	116	220
WP_004280807.1	lcl|NZ_JQRV01000044.1_cds_WP_061209373.1_1460	25.000	192	220
WP_004280807.1	lcl|NZ_JQRV01000061.1_cds_WP_002726501.1_2072	29.787	94	220
WP_004280807.1	lcl|NZ_JQRV01000011.1_cds_WP_002733618.1_600	25.000	176	220
WP_004280570.1	lcl|NZ_JQRV01000044.1_cds_WP_061209391.1_1504	96.610	354	354
WP_004280570.1	lcl|NZ_JQRV01000044.1_cds_WP_002759901.1_1485	33.557	298	354
WP_004280570.1	lcl|NZ_JQRV01000045.1_cds_WP_002757902.1_1580	33.333	288	354
WP_004280570.1	lcl|NZ_JQRV01000044.1_cds_WP_061209391.1_1504	96.610	354	354
WP_004280570.1	lcl|NZ_JQRV01000044.1_cds_WP_002759901.1_1485	33.557	298	354
WP_004280570.1	lcl|NZ_JQRV01000045.1_cds_WP_002757902.1_1580	33.333	288	354
WP_004280623.1	lcl|NZ_JQRV01000044.1_cds_WP_061209390.1_1503	94.348	230	230
