WP_002764162.1	lcl|NZ_AFKP01000233.1_cds_WP_000340715.1_272	93.902	82	106
WP_004279997.1	lcl|NZ_AFKP01000233.1_cds_WP_000410273.1_271	91.613	310	327
WP_004279997.1	lcl|NZ_AFKP01000233.1_cds_WP_000093099.1_251	58.730	63	327
WP_004279997.1	lcl|NZ_AFKP01000233.1_cds_WP_000646250.1_268	28.175	252	327
WP_004279997.1	lcl|NZ_AFKP01000113.1_cds_WP_000744700.1_1548	22.936	327	327
WP_004279997.1	lcl|NZ_AFKP01000233.1_cds_WP_000600889.1_242	23.656	186	327
WP_004279997.1	lcl|NZ_AFKP01000233.1_cds_WP_000723090.1_189	22.414	290	327
WP_004279997.1	lcl|NZ_AFKP01000233.1_cds_WP_001067557.1_265	24.847	326	327
WP_004279997.1	lcl|NZ_AFKP01000155.1_cds_WP_001984071.1_830	23.529	306	327
WP_004280069.1	lcl|NZ_AFKP01000233.1_cds_WP_000202830.1_232	42.210	353	361
WP_004280807.1	lcl|NZ_AFKP01000233.1_cds_WP_000282880.1_193	29.787	235	220
WP_004280807.1	lcl|NZ_AFKP01000023.1_cds_WP_001099029.1_3264	26.906	223	220
WP_004280807.1	lcl|NZ_AFKP01000233.1_cds_WP_001068986.1_214	30.435	92	220
WP_004280807.1	lcl|NZ_AFKP01000047.1_cds_WP_000840858.1_2559	29.808	104	220
WP_004280807.1	lcl|NZ_AFKP01000036.1_cds_WP_000868621.1_2780	29.670	91	220
WP_004280807.1	lcl|NZ_AFKP01000161.1_cds_WP_000262844.1_758	24.638	207	220
WP_004280807.1	lcl|NZ_AFKP01000200.1_cds_WP_001114267.1_497	26.136	176	220
WP_004280570.1	lcl|NZ_AFKP01000233.1_cds_WP_001230564.1_239	35.988	339	354
WP_004280570.1	lcl|NZ_AFKP01000233.1_cds_WP_000582618.1_235	33.742	326	354
WP_004280570.1	lcl|NZ_AFKP01000129.1_cds_WP_001011675.1_1227	33.898	295	354
WP_004280570.1	lcl|NZ_AFKP01000233.1_cds_WP_001230564.1_239	35.988	339	354
WP_004280570.1	lcl|NZ_AFKP01000233.1_cds_WP_000582618.1_235	33.742	326	354
WP_004280570.1	lcl|NZ_AFKP01000129.1_cds_WP_001011675.1_1227	33.898	295	354
WP_004280623.1	lcl|NZ_AFKP01000125.1_cds_WP_001014594.1_1288	28.365	208	230
WP_004280623.1	lcl|NZ_AFKP01000032.1_cds_WP_000721859.1_2904	30.000	110	230
WP_004280359.1	lcl|NZ_AFKP01000233.1_cds_WP_000698820.1_229	42.020	614	599
WP_004280004.1	lcl|NZ_AFKP01000233.1_cds_WP_000582222.1_253	38.211	246	387
WP_004280004.1	lcl|NZ_AFKP01000150.1_cds_WP_001281953.1_900	32.172	373	387
WP_004280004.1	lcl|NZ_AFKP01000233.1_cds_WP_000608295.1_263	34.322	236	387
WP_004280004.1	lcl|NZ_AFKP01000233.1_cds_WP_000947844.1_241	31.559	263	387
WP_004280004.1	lcl|NZ_AFKP01000233.1_cds_WP_001198107.1_264	36.893	206	387
WP_004280004.1	lcl|NZ_AFKP01000233.1_cds_WP_000346036.1_234	27.147	361	387
WP_004280004.1	lcl|NZ_AFKP01000233.1_cds_WP_000575178.1_195	29.682	283	387
WP_004280004.1	lcl|NZ_AFKP01000027.1_cds_WP_000538752.1_3152	27.103	321	387
WP_004280004.1	lcl|NZ_AFKP01000045.1_cds_WP_001982414.1_2573	26.160	237	387
WP_004280066.1	lcl|NZ_AFKP01000233.1_cds_WP_000698820.1_229	27.157	626	583
WP_004280553.1	lcl|NZ_AFKP01000064.1_cds_WP_000613386.1_2250	23.077	130	572
WP_004280553.1	lcl|NZ_AFKP01000032.1_cds_WP_000721859.1_2904	33.333	117	572
WP_004280553.1	lcl|NZ_AFKP01000064.1_cds_WP_000613386.1_2250	23.077	130	572
WP_004280553.1	lcl|NZ_AFKP01000032.1_cds_WP_000721859.1_2904	33.333	117	572
WP_004280727.1	lcl|NZ_AFKP01000233.1_cds_WP_001198107.1_264	36.667	270	417
WP_004280727.1	lcl|NZ_AFKP01000233.1_cds_WP_000608295.1_263	34.717	265	417
WP_004280727.1	lcl|NZ_AFKP01000233.1_cds_WP_000575178.1_195	35.039	254	417
WP_004280727.1	lcl|NZ_AFKP01000150.1_cds_WP_001281953.1_900	28.440	327	417
WP_004280727.1	lcl|NZ_AFKP01000233.1_cds_WP_000346036.1_234	29.367	395	417
WP_004280727.1	lcl|NZ_AFKP01000233.1_cds_WP_000582222.1_253	37.850	214	417
WP_004280727.1	lcl|NZ_AFKP01000233.1_cds_WP_000947844.1_241	27.239	268	417
WP_004280727.1	lcl|NZ_AFKP01000027.1_cds_WP_000538752.1_3152	27.668	253	417
WP_004280727.1	lcl|NZ_AFKP01000045.1_cds_WP_001982414.1_2573	24.280	243	417
WP_237578347.1	lcl|NZ_AFKP01000233.1_cds_WP_000698820.1_229	42.454	603	611
WP_004280422.1	lcl|NZ_AFKP01000125.1_cds_WP_001014594.1_1288	27.236	246	242
WP_004280656.1	lcl|NZ_AFKP01000113.1_cds_WP_000998676.1_1574	32.271	251	255
WP_004280656.1	lcl|NZ_AFKP01000105.1_cds_WP_000566240.1_1740	27.843	255	255
WP_004280656.1	lcl|NZ_AFKP01000114.1_cds_WP_000043153.1_1512	26.038	265	255
WP_004280656.1	lcl|NZ_AFKP01000043.1_cds_WP_000653653.1_2630	26.820	261	255
WP_004280656.1	lcl|NZ_AFKP01000105.1_cds_WP_001968389.1_1712	27.757	263	255
WP_004280656.1	lcl|NZ_AFKP01000143.1_cds_WP_000351752.1_1031	24.535	269	255
WP_004280656.1	lcl|NZ_AFKP01000100.1_cds_WP_000646914.1_1929	27.568	185	255
WP_004280656.1	lcl|NZ_AFKP01000105.1_cds_WP_000800040.1_1782	27.320	194	255
WP_004280656.1	lcl|NZ_AFKP01000233.1_cds_WP_000723090.1_189	27.861	201	255
WP_004280656.1	lcl|NZ_AFKP01000105.1_cds_WP_001069860.1_1776	26.220	164	255
WP_004280656.1	lcl|NZ_AFKP01000139.1_cds_WP_001074690.1_1065	24.352	193	255
WP_004280656.1	lcl|NZ_AFKP01000026.1_cds_WP_000093663.1_3200	23.000	200	255
WP_004280656.1	lcl|NZ_AFKP01000113.1_cds_WP_000744700.1_1548	33.333	72	255
WP_004280656.1	lcl|NZ_AFKP01000121.1_cds_WP_002146220.1_1371	23.394	218	255
WP_004280493.1	lcl|NZ_AFKP01000165.1_cds_WP_002185292.1_710	27.879	330	314
WP_004280665.1	lcl|NZ_AFKP01000233.1_cds_WP_001230564.1_239	37.132	272	282
WP_004280665.1	lcl|NZ_AFKP01000129.1_cds_WP_001011675.1_1227	38.328	287	282
