WP_002764162.1	lcl|NZ_JADDUS010000005.1_cds_WP_002725873.1_2765	100.000	82	106
WP_004279997.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733579.1_2764	97.742	310	327
WP_004279997.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733534.1_2761	27.381	252	327
WP_004279997.1	lcl|NZ_JADDUS010000017.1_cds_WP_002722638.1_589	24.383	324	327
WP_004279997.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740024.1_2670	22.337	291	327
WP_004279997.1	lcl|NZ_JADDUS010000006.1_cds_WP_002728309.1_3028	25.723	311	327
WP_004279997.1	lcl|NZ_JADDUS010000020.1_cds_WP_002743770.1_892	21.387	173	327
WP_004279997.1	lcl|NZ_JADDUS010000005.1_cds_WP_016749081.1_2732	24.503	151	327
WP_004280807.1	lcl|NZ_JADDUS010000034.1_cds_WP_032856387.1_1732	26.667	225	220
WP_004280807.1	lcl|NZ_JADDUS010000005.1_cds_WP_002742128.1_2674	26.180	233	220
WP_004280807.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733661.1_2694	33.696	92	220
WP_004280807.1	lcl|NZ_JADDUS010000019.1_cds_WP_002731944.1_677	30.172	116	220
WP_004280807.1	lcl|NZ_JADDUS010000008.1_cds_WP_002726501.1_3274	29.787	94	220
WP_004280807.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733618.1_2667	25.000	176	220
WP_004280570.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740722.1_2721	36.012	336	354
WP_004280570.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740726.1_2717	32.840	338	354
WP_004280570.1	lcl|NZ_JADDUS010000027.1_cds_WP_002730849.1_1287	33.333	288	354
WP_004280570.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740722.1_2721	36.012	336	354
WP_004280570.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740726.1_2717	32.840	338	354
WP_004280570.1	lcl|NZ_JADDUS010000027.1_cds_WP_002730849.1_1287	33.333	288	354
WP_004280623.1	lcl|NZ_JADDUS010000035.1_cds_WP_002738760.1_1761	30.476	210	230
WP_004280623.1	lcl|NZ_JADDUS010000012.1_cds_WP_002723863.1_218	29.091	110	230
WP_004280623.1	lcl|NZ_JADDUS010000005.1_cds_WP_002733600.1_2703	28.814	118	230
WP_004280359.1	lcl|NZ_JADDUS010000077.1_cds_WP_004278354.1_3088	28.550	655	599
WP_004280004.1	lcl|NZ_JADDUS010000025.1_cds_WP_002728994.1_1169	30.914	372	387
WP_004280004.1	lcl|NZ_JADDUS010000005.1_cds_WP_002740861.1_2756	33.898	236	387
