WP_002764162.1	lcl|NZ_AOVS01000009.1_cds_WP_000340715.1_171	93.902	82	106
WP_004279997.1	lcl|NZ_AOVS01000009.1_cds_WP_000410273.1_170	91.613	310	327
WP_004279997.1	lcl|NZ_AOVS01000009.1_cds_WP_000093099.1_150	58.730	63	327
WP_004279997.1	lcl|NZ_AOVS01000009.1_cds_WP_000646250.1_167	28.175	252	327
WP_004279997.1	lcl|NZ_AOVS01000044.1_cds_WP_000744700.1_825	22.936	327	327
WP_004279997.1	lcl|NZ_AOVS01000009.1_cds_WP_000600889.1_141	23.656	186	327
WP_004279997.1	lcl|NZ_AOVS01000018.1_cds_WP_000723090.1_354	22.414	290	327
WP_004279997.1	lcl|NZ_AOVS01000009.1_cds_WP_000723090.1_88	22.414	290	327
WP_004279997.1	lcl|NZ_AOVS01000009.1_cds_WP_001067557.1_164	24.847	326	327
WP_004279997.1	lcl|NZ_AOVS01000051.1_cds_WP_001984071.1_992	23.529	306	327
WP_004280069.1	lcl|NZ_AOVS01000009.1_cds_WP_000202830.1_131	42.210	353	361
WP_004280807.1	lcl|NZ_AOVS01000018.1_cds_WP_000282880.1_350	29.787	235	220
WP_004280807.1	lcl|NZ_AOVS01000009.1_cds_WP_000282880.1_92	29.787	235	220
WP_004280807.1	lcl|NZ_AOVS01000133.1_cds_WP_001099029.1_3361	26.906	223	220
WP_004280807.1	lcl|NZ_AOVS01000009.1_cds_WP_001068986.1_113	30.435	92	220
WP_004280807.1	lcl|NZ_AOVS01000050.1_cds_WP_000840858.1_981	29.808	104	220
WP_004280807.1	lcl|NZ_AOVS01000080.1_cds_WP_000868621.1_1518	29.670	91	220
WP_004280807.1	lcl|NZ_AOVS01000058.1_cds_WP_000262844.1_1047	24.638	207	220
WP_004280807.1	lcl|NZ_AOVS01000018.1_cds_WP_001114267.1_357	26.136	176	220
WP_004280570.1	lcl|NZ_AOVS01000009.1_cds_WP_001230564.1_138	35.988	339	354
WP_004280570.1	lcl|NZ_AOVS01000009.1_cds_WP_000582618.1_134	33.742	326	354
WP_004280570.1	lcl|NZ_AOVS01000106.1_cds_WP_001011675.1_2310	33.898	295	354
WP_004280570.1	lcl|NZ_AOVS01000009.1_cds_WP_001230564.1_138	35.988	339	354
WP_004280570.1	lcl|NZ_AOVS01000009.1_cds_WP_000582618.1_134	33.742	326	354
WP_004280570.1	lcl|NZ_AOVS01000106.1_cds_WP_001011675.1_2310	33.898	295	354
WP_004280623.1	lcl|NZ_AOVS01000005.1_cds_WP_001014594.1_5	28.365	208	230
WP_004280623.1	lcl|NZ_AOVS01000013.1_cds_WP_000721859.1_253	30.000	110	230
WP_004280359.1	lcl|NZ_AOVS01000009.1_cds_WP_000698820.1_128	42.020	614	599
WP_004280004.1	lcl|NZ_AOVS01000009.1_cds_WP_000582222.1_152	38.211	246	387
WP_004280004.1	lcl|NZ_AOVS01000062.1_cds_WP_001281953.1_1196	32.172	373	387
WP_004280004.1	lcl|NZ_AOVS01000009.1_cds_WP_000608295.1_162	34.322	236	387
WP_004280004.1	lcl|NZ_AOVS01000009.1_cds_WP_000947844.1_140	31.559	263	387
WP_004280004.1	lcl|NZ_AOVS01000009.1_cds_WP_001198107.1_163	36.893	206	387
WP_004280004.1	lcl|NZ_AOVS01000009.1_cds_WP_000346036.1_133	27.147	361	387
WP_004280004.1	lcl|NZ_AOVS01000009.1_cds_WP_000575178.1_94	29.682	283	387
WP_004280004.1	lcl|NZ_AOVS01000131.1_cds_WP_000538752.1_3236	27.103	321	387
WP_004280004.1	lcl|NZ_AOVS01000095.1_cds_WP_001982414.1_1969	26.160	237	387
WP_004280066.1	lcl|NZ_AOVS01000009.1_cds_WP_000698820.1_128	27.157	626	583
WP_004280553.1	lcl|NZ_AOVS01000103.1_cds_WP_000613386.1_2223	23.077	130	572
WP_004280553.1	lcl|NZ_AOVS01000013.1_cds_WP_000721859.1_253	33.333	117	572
WP_004280553.1	lcl|NZ_AOVS01000103.1_cds_WP_000613386.1_2223	23.077	130	572
WP_004280553.1	lcl|NZ_AOVS01000013.1_cds_WP_000721859.1_253	33.333	117	572
WP_004280727.1	lcl|NZ_AOVS01000009.1_cds_WP_001198107.1_163	36.667	270	417
WP_004280727.1	lcl|NZ_AOVS01000009.1_cds_WP_000608295.1_162	34.717	265	417
WP_004280727.1	lcl|NZ_AOVS01000009.1_cds_WP_000575178.1_94	35.039	254	417
WP_004280727.1	lcl|NZ_AOVS01000062.1_cds_WP_001281953.1_1196	28.440	327	417
WP_004280727.1	lcl|NZ_AOVS01000009.1_cds_WP_000346036.1_133	29.367	395	417
WP_004280727.1	lcl|NZ_AOVS01000009.1_cds_WP_000582222.1_152	37.850	214	417
WP_004280727.1	lcl|NZ_AOVS01000009.1_cds_WP_000947844.1_140	27.239	268	417
WP_004280727.1	lcl|NZ_AOVS01000131.1_cds_WP_000538752.1_3236	27.668	253	417
WP_004280727.1	lcl|NZ_AOVS01000095.1_cds_WP_001982414.1_1969	24.280	243	417
WP_237578347.1	lcl|NZ_AOVS01000009.1_cds_WP_000698820.1_128	42.454	603	611
WP_004280422.1	lcl|NZ_AOVS01000005.1_cds_WP_001014594.1_5	27.236	246	242
WP_004280656.1	lcl|NZ_AOVS01000044.1_cds_WP_000998676.1_851	32.271	251	255
WP_004280656.1	lcl|NZ_AOVS01000128.1_cds_WP_000566240.1_3147	27.843	255	255
WP_004280656.1	lcl|NZ_AOVS01000081.1_cds_WP_000043153.1_1537	26.038	265	255
WP_004280656.1	lcl|NZ_AOVS01000097.1_cds_WP_000653653.1_2025	26.820	261	255
WP_004280656.1	lcl|NZ_AOVS01000128.1_cds_WP_001968389.1_3119	27.757	263	255
WP_004280656.1	lcl|NZ_AOVS01000096.1_cds_WP_000351752.1_1991	24.535	269	255
WP_004280656.1	lcl|NZ_AOVS01000144.1_cds_WP_000646914.1_3724	27.568	185	255
WP_004280656.1	lcl|NZ_AOVS01000129.1_cds_WP_000800040.1_3189	27.320	194	255
WP_004280656.1	lcl|NZ_AOVS01000018.1_cds_WP_000723090.1_354	27.861	201	255
WP_004280656.1	lcl|NZ_AOVS01000009.1_cds_WP_000723090.1_88	27.861	201	255
WP_004280656.1	lcl|NZ_AOVS01000129.1_cds_WP_001069860.1_3184	26.220	164	255
WP_004280656.1	lcl|NZ_AOVS01000063.1_cds_WP_001074690.1_1278	24.352	193	255
WP_004280656.1	lcl|NZ_AOVS01000128.1_cds_WP_000093663.1_2978	23.000	200	255
WP_004280656.1	lcl|NZ_AOVS01000044.1_cds_WP_000744700.1_825	33.333	72	255
WP_004280656.1	lcl|NZ_AOVS01000135.1_cds_LEP2GSC108_RS0119730_3418	23.394	218	255
WP_004280493.1	lcl|NZ_AOVS01000089.1_cds_WP_002185292.1_1809	27.879	330	314
WP_004280665.1	lcl|NZ_AOVS01000009.1_cds_WP_001230564.1_138	37.132	272	282
WP_004280665.1	lcl|NZ_AOVS01000106.1_cds_WP_001011675.1_2310	38.328	287	282
WP_004280665.1	lcl|NZ_AOVS01000009.1_cds_WP_000582618.1_134	32.302	291	282
WP_004280909.1	lcl|NZ_AOVS01000062.1_cds_WP_001281953.1_1196	38.404	401	401
WP_004280909.1	lcl|NZ_AOVS01000009.1_cds_WP_000582222.1_152	33.600	375	401
WP_004280909.1	lcl|NZ_AOVS01000009.1_cds_WP_000608295.1_162	31.452	372	401
WP_004280909.1	lcl|NZ_AOVS01000009.1_cds_WP_000575178.1_94	28.415	366	401
WP_004280909.1	lcl|NZ_AOVS01000009.1_cds_WP_001198107.1_163	30.513	390	401
WP_004280909.1	lcl|NZ_AOVS01000009.1_cds_WP_000346036.1_133	27.034	381	401
WP_004280909.1	lcl|NZ_AOVS01000009.1_cds_WP_000947844.1_140	26.790	377	401
WP_004280909.1	lcl|NZ_AOVS01000095.1_cds_WP_001982414.1_1969	25.781	384	401
WP_004280909.1	lcl|NZ_AOVS01000131.1_cds_WP_000538752.1_3236	26.772	381	401
WP_004280488.1	lcl|NZ_AOVS01000142.1_cds_WP_000172202.1_3654	30.978	368	568
WP_004280488.1	lcl|NZ_AOVS01000009.1_cds_WP_000834715.1_147	28.250	400	568
WP_004280488.1	lcl|NZ_AOVS01000131.1_cds_WP_000667646.1_3261	31.905	210	568
WP_004280488.1	lcl|NZ_AOVS01000060.1_cds_WP_000828455.1_1157	31.250	208	568
WP_004280488.1	lcl|NZ_AOVS01000139.1_cds_WP_000942282.1_3609	32.836	201	568
WP_004280488.1	lcl|NZ_AOVS01000057.1_cds_WP_000666552.1_1036	30.729	192	568
WP_004280488.1	lcl|NZ_AOVS01000082.1_cds_WP_001161019.1_1635	31.088	193	568
WP_004280488.1	lcl|NZ_AOVS01000018.1_cds_WP_000675807.1_397	30.256	195	568
WP_004280488.1	lcl|NZ_AOVS01000143.1_cds_WP_000510777.1_3710	29.954	217	568
WP_004280488.1	lcl|NZ_AOVS01000112.1_cds_WP_000047473.1_2517	33.333	192	568
WP_004280488.1	lcl|NZ_AOVS01000133.1_cds_WP_000184524.1_3349	31.088	193	568
WP_004280488.1	lcl|NZ_AOVS01000007.1_cds_WP_001049206.1_41	32.000	200	568
WP_004280488.1	lcl|NZ_AOVS01000007.1_cds_WP_001049206.1_41	25.581	215	568
WP_004280488.1	lcl|NZ_AOVS01000076.1_cds_WP_000536762.1_1434	32.903	155	568
WP_004280488.1	lcl|NZ_AOVS01000109.1_cds_WP_001052498.1_2427	29.570	186	568
WP_004280488.1	lcl|NZ_AOVS01000012.1_cds_WP_000619175.1_237	31.148	183	568
WP_004280488.1	lcl|NZ_AOVS01000099.1_cds_WP_000433117.1_2105	28.108	185	568
WP_004280488.1	lcl|NZ_AOVS01000131.1_cds_WP_000603361.1_3299	31.707	164	568
WP_004280488.1	lcl|NZ_AOVS01000085.1_cds_WP_000052667.1_1714	27.638	199	568
WP_004280488.1	lcl|NZ_AOVS01000090.1_cds_WP_000590867.1_1818	26.289	194	568
WP_004280488.1	lcl|NZ_AOVS01000090.1_cds_WP_000590867.1_1818	23.626	182	568
WP_004280488.1	lcl|NZ_AOVS01000012.1_cds_WP_000218838.1_238	27.982	218	568
WP_004280488.1	lcl|NZ_AOVS01000131.1_cds_WP_000054169.1_3283	30.000	190	568
WP_004280488.1	lcl|NZ_AOVS01000142.1_cds_WP_000626143.1_3659	26.636	214	568
WP_004280488.1	lcl|NZ_AOVS01000142.1_cds_WP_000626143.1_3659	24.231	260	568
WP_004280488.1	lcl|NZ_AOVS01000017.1_cds_WP_001982953.1_318	26.425	193	568
WP_004280488.1	lcl|NZ_AOVS01000099.1_cds_WP_001089500.1_2072	28.293	205	568
WP_004280488.1	lcl|NZ_AOVS01000030.1_cds_WP_000598571.1_656	26.061	165	568
WP_004280488.1	lcl|NZ_AOVS01000013.1_cds_WP_000136057.1_260	27.451	204	568
WP_004280488.1	lcl|NZ_AOVS01000055.1_cds_WP_000431145.1_1004	26.754	228	568
WP_004280488.1	lcl|NZ_AOVS01000059.1_cds_WP_000481720.1_1137	24.138	203	568
