WP_002764162.1	lcl|NZ_AOVZ01000020.1_cds_WP_000340715.1_262	93.902	82	106
WP_004279997.1	lcl|NZ_AOVZ01000020.1_cds_WP_000410273.1_263	91.613	310	327
WP_004279997.1	lcl|NZ_AOVZ01000020.1_cds_WP_000093099.1_283	58.730	63	327
WP_004279997.1	lcl|NZ_AOVZ01000020.1_cds_WP_000646250.1_266	28.175	252	327
WP_004279997.1	lcl|NZ_AOVZ01000104.1_cds_WP_000744700.1_2377	22.936	327	327
WP_004279997.1	lcl|NZ_AOVZ01000020.1_cds_WP_000600889.1_292	23.656	186	327
WP_004279997.1	lcl|NZ_AOVZ01000020.1_cds_WP_000723090.1_345	22.414	290	327
WP_004279997.1	lcl|NZ_AOVZ01000020.1_cds_WP_001067557.1_269	24.847	326	327
WP_004279997.1	lcl|NZ_AOVZ01000119.1_cds_WP_001984071.1_2933	23.529	306	327
WP_004280069.1	lcl|NZ_AOVZ01000020.1_cds_WP_000202830.1_302	42.210	353	361
WP_004280807.1	lcl|NZ_AOVZ01000020.1_cds_WP_000282880.1_341	29.787	235	220
WP_004280807.1	lcl|NZ_AOVZ01000075.1_cds_WP_001099029.1_1517	26.906	223	220
WP_004280807.1	lcl|NZ_AOVZ01000020.1_cds_WP_001068986.1_320	30.435	92	220
WP_004280807.1	lcl|NZ_AOVZ01000125.1_cds_WP_000840858.1_3095	29.808	104	220
WP_004280807.1	lcl|NZ_AOVZ01000110.1_cds_WP_000868621.1_2688	29.670	91	220
WP_004280807.1	lcl|NZ_AOVZ01000046.1_cds_WP_000262844.1_972	24.638	207	220
WP_004280807.1	lcl|NZ_AOVZ01000020.1_cds_WP_001114267.1_348	26.136	176	220
WP_004280570.1	lcl|NZ_AOVZ01000020.1_cds_WP_001230564.1_295	35.988	339	354
WP_004280570.1	lcl|NZ_AOVZ01000020.1_cds_WP_000582618.1_299	33.742	326	354
WP_004280570.1	lcl|NZ_AOVZ01000134.1_cds_WP_001011675.1_3398	33.898	295	354
WP_004280570.1	lcl|NZ_AOVZ01000020.1_cds_WP_001230564.1_295	35.988	339	354
WP_004280570.1	lcl|NZ_AOVZ01000020.1_cds_WP_000582618.1_299	33.742	326	354
WP_004280570.1	lcl|NZ_AOVZ01000134.1_cds_WP_001011675.1_3398	33.898	295	354
WP_004280623.1	lcl|NZ_AOVZ01000116.1_cds_WP_001014594.1_2863	28.365	208	230
WP_004280623.1	lcl|NZ_AOVZ01000086.1_cds_WP_000721859.1_1843	30.000	110	230
WP_004280359.1	lcl|NZ_AOVZ01000020.1_cds_WP_000698820.1_305	42.020	614	599
WP_004280004.1	lcl|NZ_AOVZ01000020.1_cds_WP_000582222.1_281	38.211	246	387
WP_004280004.1	lcl|NZ_AOVZ01000031.1_cds_WP_001281953.1_762	32.172	373	387
WP_004280004.1	lcl|NZ_AOVZ01000020.1_cds_WP_000608295.1_271	34.322	236	387
WP_004280004.1	lcl|NZ_AOVZ01000020.1_cds_WP_000947844.1_293	31.559	263	387
WP_004280004.1	lcl|NZ_AOVZ01000020.1_cds_WP_001198107.1_270	36.893	206	387
WP_004280004.1	lcl|NZ_AOVZ01000020.1_cds_WP_000346036.1_300	27.147	361	387
WP_004280004.1	lcl|NZ_AOVZ01000020.1_cds_WP_000575178.1_339	29.682	283	387
WP_004280004.1	lcl|NZ_AOVZ01000071.1_cds_WP_000538752.1_1398	27.103	321	387
WP_004280004.1	lcl|NZ_AOVZ01000124.1_cds_WP_001982414.1_3041	26.160	237	387
WP_004280066.1	lcl|NZ_AOVZ01000020.1_cds_WP_000698820.1_305	27.157	626	583
WP_004280553.1	lcl|NZ_AOVZ01000107.1_cds_WP_000613386.1_2547	23.077	130	572
WP_004280553.1	lcl|NZ_AOVZ01000086.1_cds_WP_000721859.1_1843	33.333	117	572
WP_004280553.1	lcl|NZ_AOVZ01000107.1_cds_WP_000613386.1_2547	23.077	130	572
WP_004280553.1	lcl|NZ_AOVZ01000086.1_cds_WP_000721859.1_1843	33.333	117	572
WP_004280727.1	lcl|NZ_AOVZ01000020.1_cds_WP_001198107.1_270	36.667	270	417
WP_004280727.1	lcl|NZ_AOVZ01000020.1_cds_WP_000608295.1_271	34.717	265	417
WP_004280727.1	lcl|NZ_AOVZ01000020.1_cds_WP_000575178.1_339	35.039	254	417
WP_004280727.1	lcl|NZ_AOVZ01000031.1_cds_WP_001281953.1_762	28.440	327	417
WP_004280727.1	lcl|NZ_AOVZ01000020.1_cds_WP_000346036.1_300	29.367	395	417
WP_004280727.1	lcl|NZ_AOVZ01000020.1_cds_WP_000582222.1_281	37.850	214	417
WP_004280727.1	lcl|NZ_AOVZ01000020.1_cds_WP_000947844.1_293	27.239	268	417
WP_004280727.1	lcl|NZ_AOVZ01000071.1_cds_WP_000538752.1_1398	27.668	253	417
WP_004280727.1	lcl|NZ_AOVZ01000124.1_cds_WP_001982414.1_3041	24.280	243	417
WP_237578347.1	lcl|NZ_AOVZ01000020.1_cds_WP_000698820.1_305	42.454	603	611
WP_004280422.1	lcl|NZ_AOVZ01000116.1_cds_WP_001014594.1_2863	27.236	246	242
WP_004280656.1	lcl|NZ_AOVZ01000104.1_cds_WP_000998676.1_2403	32.271	251	255
WP_004280656.1	lcl|NZ_AOVZ01000138.1_cds_WP_000566240.1_3569	27.843	255	255
WP_004280656.1	lcl|NZ_AOVZ01000082.1_cds_WP_000043153.1_1794	26.038	265	255
WP_004280656.1	lcl|NZ_AOVZ01000096.1_cds_WP_000653653.1_2072	26.820	261	255
WP_004280656.1	lcl|NZ_AOVZ01000138.1_cds_WP_001968389.1_3597	27.757	263	255
WP_004280656.1	lcl|NZ_AOVZ01000023.1_cds_WP_000351752.1_509	24.535	269	255
WP_004280656.1	lcl|NZ_AOVZ01000026.1_cds_WP_000646914.1_627	27.568	185	255
WP_004280656.1	lcl|NZ_AOVZ01000036.1_cds_WP_000800040.1_850	27.320	194	255
WP_004280656.1	lcl|NZ_AOVZ01000020.1_cds_WP_000723090.1_345	27.861	201	255
WP_004280656.1	lcl|NZ_AOVZ01000036.1_cds_WP_001069860.1_856	26.220	164	255
WP_004280656.1	lcl|NZ_AOVZ01000127.1_cds_WP_001074690.1_3151	24.352	193	255
WP_004280656.1	lcl|NZ_AOVZ01000139.1_cds_WP_000093663.1_3739	23.000	200	255
WP_004280656.1	lcl|NZ_AOVZ01000104.1_cds_WP_000744700.1_2377	33.333	72	255
WP_004280656.1	lcl|NZ_AOVZ01000075.1_cds_LEP2GSC096_RS0109055_1567	23.394	218	255
WP_004280493.1	lcl|NZ_AOVZ01000132.1_cds_WP_002185292.1_3340	27.879	330	314
