WP_002764162.1	lcl|NZ_JADDVX010000006.1_cds_WP_002725873.1_3010	100.000	82	106
WP_004279997.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733579.1_3009	97.742	310	327
WP_004279997.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733534.1_3006	27.381	252	327
WP_004279997.1	lcl|NZ_JADDVX010000018.1_cds_WP_002722638.1_670	24.383	324	327
WP_004279997.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740024.1_2915	22.337	291	327
WP_004279997.1	lcl|NZ_JADDVX010000007.1_cds_WP_002728309.1_3092	25.723	311	327
WP_004279997.1	lcl|NZ_JADDVX010000014.1_cds_WP_002743770.1_394	21.387	173	327
WP_004279997.1	lcl|NZ_JADDVX010000006.1_cds_WP_016749081.1_2977	24.503	151	327
WP_004280807.1	lcl|NZ_JADDVX010000031.1_cds_WP_032856387.1_1629	26.667	225	220
WP_004280807.1	lcl|NZ_JADDVX010000006.1_cds_WP_002742128.1_2919	26.180	233	220
WP_004280807.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733661.1_2939	33.696	92	220
WP_004280807.1	lcl|NZ_JADDVX010000019.1_cds_WP_002731944.1_735	30.172	116	220
WP_004280807.1	lcl|NZ_JADDVX010000010.1_cds_WP_002726501.1_65	29.787	94	220
WP_004280807.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733618.1_2912	25.000	176	220
WP_004280570.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740722.1_2966	36.012	336	354
WP_004280570.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740726.1_2962	32.840	338	354
WP_004280570.1	lcl|NZ_JADDVX010000026.1_cds_WP_002730849.1_1257	33.333	288	354
WP_004280570.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740722.1_2966	36.012	336	354
WP_004280570.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740726.1_2962	32.840	338	354
WP_004280570.1	lcl|NZ_JADDVX010000026.1_cds_WP_002730849.1_1257	33.333	288	354
WP_004280623.1	lcl|NZ_JADDVX010000032.1_cds_WP_002738760.1_1670	30.476	210	230
WP_004280623.1	lcl|NZ_JADDVX010000013.1_cds_WP_002723863.1_310	29.091	110	230
WP_004280623.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733600.1_2948	28.814	118	230
WP_004280359.1	lcl|NZ_JADDVX010000077.1_cds_WP_004278354.1_3077	28.550	655	599
WP_004280004.1	lcl|NZ_JADDVX010000050.1_cds_WP_002728994.1_2444	30.914	372	387
WP_004280004.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740861.1_3001	33.898	236	387
WP_004280004.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740826.1_3002	36.408	206	387
WP_004280004.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733737.1_2981	32.420	219	387
WP_004280004.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740294.1_2921	31.095	283	387
WP_004280004.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733599.1_2968	31.939	263	387
WP_004280004.1	lcl|NZ_JADDVX010000007.1_cds_WP_002738884.1_3140	28.483	323	387
WP_004280004.1	lcl|NZ_JADDVX010000008.1_cds_WP_002724641.1_3302	25.137	366	387
WP_004280066.1	lcl|NZ_JADDVX010000077.1_cds_WP_004278354.1_3077	40.902	599	583
WP_004280553.1	lcl|NZ_JADDVX010000046.1_cds_WP_002740796.1_2221	22.835	127	572
WP_004280553.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740235.1_2952	19.444	216	572
WP_004280553.1	lcl|NZ_JADDVX010000046.1_cds_WP_002740796.1_2221	22.835	127	572
WP_004280553.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740235.1_2952	19.444	216	572
WP_004280727.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740826.1_3002	36.296	270	417
WP_004280727.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740861.1_3001	33.793	290	417
WP_004280727.1	lcl|NZ_JADDVX010000050.1_cds_WP_002728994.1_2444	28.367	349	417
WP_004280727.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740294.1_2921	34.252	254	417
WP_004280727.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733737.1_2981	31.439	264	417
WP_004280727.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733599.1_2968	29.461	241	417
WP_004280727.1	lcl|NZ_JADDVX010000007.1_cds_WP_002738884.1_3140	28.452	239	417
WP_004280727.1	lcl|NZ_JADDVX010000008.1_cds_WP_002724641.1_3302	25.103	243	417
WP_237578347.1	lcl|NZ_JADDVX010000077.1_cds_WP_004278354.1_3077	30.255	628	611
WP_237578348.1	lcl|NZ_JADDVX010000023.1_cds_WP_002724246.1_1136	34.234	111	207
WP_004280422.1	lcl|NZ_JADDVX010000032.1_cds_WP_002738760.1_1670	28.571	245	242
WP_004280656.1	lcl|NZ_JADDVX010000022.1_cds_WP_002739054.1_1091	33.466	251	255
WP_004280656.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733582.1_2946	27.059	255	255
WP_004280656.1	lcl|NZ_JADDVX010000020.1_cds_WP_002728745.1_934	27.451	255	255
WP_004280656.1	lcl|NZ_JADDVX010000051.1_cds_WP_002722237.1_2469	28.685	251	255
WP_004280656.1	lcl|NZ_JADDVX010000007.1_cds_WP_002735533.1_3127	27.839	273	255
WP_004280656.1	lcl|NZ_JADDVX010000009.1_cds_WP_002722691.1_3347	27.203	261	255
WP_004280656.1	lcl|NZ_JADDVX010000059.1_cds_WP_002728460.1_2638	24.907	269	255
WP_004280656.1	lcl|NZ_JADDVX010000029.1_cds_WP_002741131.1_1391	27.174	184	255
WP_004280656.1	lcl|NZ_JADDVX010000012.1_cds_WP_002728891.1_228	25.907	193	255
WP_004280656.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740024.1_2915	27.461	193	255
WP_004280656.1	lcl|NZ_JADDVX010000012.1_cds_WP_032853204.1_233	24.390	164	255
WP_004280656.1	lcl|NZ_JADDVX010000048.1_cds_WP_002739544.1_2275	24.242	198	255
WP_004280656.1	lcl|NZ_JADDVX010000028.1_cds_WP_002727447.1_1350	25.389	193	255
WP_004280656.1	lcl|NZ_JADDVX010000018.1_cds_WP_002722638.1_670	36.232	69	255
WP_004280656.1	lcl|NZ_JADDVX010000003.1_cds_WP_002741431.1_1997	25.381	197	255
WP_004280493.1	lcl|NZ_JADDVX010000005.1_cds_WP_002740185.1_2763	29.384	211	314
WP_004280665.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740722.1_2966	37.868	272	282
WP_004280665.1	lcl|NZ_JADDVX010000026.1_cds_WP_002730849.1_1257	38.628	277	282
WP_004280665.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740726.1_2962	33.333	291	282
WP_004280909.1	lcl|NZ_JADDVX010000050.1_cds_WP_002728994.1_2444	38.750	400	401
WP_004280909.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740861.1_3001	31.452	372	401
WP_004280909.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733599.1_2968	29.367	395	401
WP_004280909.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740294.1_2921	30.000	360	401
WP_004280909.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733737.1_2981	29.189	370	401
WP_004280909.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740826.1_3002	29.231	390	401
WP_004280909.1	lcl|NZ_JADDVX010000007.1_cds_WP_002738884.1_3140	28.134	359	401
WP_004280909.1	lcl|NZ_JADDVX010000008.1_cds_WP_002724641.1_3302	26.302	384	401
WP_004280488.1	lcl|NZ_JADDVX010000067.1_cds_WP_002742222.1_2878	32.508	323	568
WP_004280488.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740724.1_2984	32.857	210	568
WP_004280488.1	lcl|NZ_JADDVX010000006.1_cds_IQA94_RS03790_2973	31.132	212	568
WP_004280488.1	lcl|NZ_JADDVX010000001.1_cds_WP_002723347.1_762	31.100	209	568
WP_004280488.1	lcl|NZ_JADDVX010000029.1_cds_WP_002741286.1_1423	31.489	235	568
WP_004280488.1	lcl|NZ_JADDVX010000002.1_cds_WP_002734207.1_1507	32.161	199	568
WP_004280488.1	lcl|NZ_JADDVX010000017.1_cds_WP_002733736.1_609	31.313	198	568
WP_004280488.1	lcl|NZ_JADDVX010000010.1_cds_WP_002726143.1_46	29.767	215	568
WP_004280488.1	lcl|NZ_JADDVX010000009.1_cds_WP_002739451.1_3389	30.964	197	568
WP_004280488.1	lcl|NZ_JADDVX010000027.1_cds_WP_002729296.1_1305	28.713	202	568
WP_004280488.1	lcl|NZ_JADDVX010000052.1_cds_WP_002738485.1_2486	30.579	242	568
WP_004280488.1	lcl|NZ_JADDVX010000005.1_cds_WP_002728388.1_2708	33.511	188	568
WP_004280488.1	lcl|NZ_JADDVX010000026.1_cds_WP_002733837.1_1287	32.447	188	568
WP_004280488.1	lcl|NZ_JADDVX010000026.1_cds_WP_002733837.1_1287	24.859	177	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002730493.1_2391	27.717	184	568
WP_004280488.1	lcl|NZ_JADDVX010000005.1_cds_WP_032854486.1_2724	31.765	170	568
WP_004280488.1	lcl|NZ_JADDVX010000003.1_cds_WP_002721914.1_1942	28.000	200	568
WP_004280488.1	lcl|NZ_JADDVX010000014.1_cds_WP_032853264.1_424	27.179	195	568
WP_004280488.1	lcl|NZ_JADDVX010000014.1_cds_WP_032853264.1_424	23.626	182	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002724285.1_2373	31.472	197	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002724311.1_2372	29.358	218	568
WP_004280488.1	lcl|NZ_JADDVX010000011.1_cds_WP_002752475.1_118	27.461	193	568
WP_004280488.1	lcl|NZ_JADDVX010000049.1_cds_WP_002739367.1_2306	28.947	190	568
WP_004280488.1	lcl|NZ_JADDVX010000003.1_cds_WP_002721827.1_1910	28.774	212	568
WP_004280488.1	lcl|NZ_JADDVX010000009.1_cds_WP_002725984.1_3357	28.313	166	568
WP_004280488.1	lcl|NZ_JADDVX010000001.1_cds_WP_002735056.1_847	26.471	204	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002739909.1_2329	26.636	214	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002739909.1_2329	23.846	260	568
WP_004280488.1	lcl|NZ_JADDVX010000124.1_cds_WP_193814636.1_190	39.706	68	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002724740.1_2352	26.667	165	568
WP_004280488.1	lcl|NZ_JADDVX010000011.1_cds_WP_002725125.1_130	26.257	179	568
WP_004280488.1	lcl|NZ_JADDVX010000014.1_cds_WP_002723659.1_433	27.570	214	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002734915.1_2320	25.000	204	568
WP_004280488.1	lcl|NZ_JADDVX010000011.1_cds_WP_002729758.1_127	24.762	210	568
WP_004280488.1	lcl|NZ_JADDVX010000067.1_cds_WP_002742222.1_2878	32.508	323	568
WP_004280488.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740724.1_2984	32.857	210	568
WP_004280488.1	lcl|NZ_JADDVX010000006.1_cds_IQA94_RS03790_2973	31.132	212	568
WP_004280488.1	lcl|NZ_JADDVX010000001.1_cds_WP_002723347.1_762	31.100	209	568
WP_004280488.1	lcl|NZ_JADDVX010000029.1_cds_WP_002741286.1_1423	31.489	235	568
WP_004280488.1	lcl|NZ_JADDVX010000002.1_cds_WP_002734207.1_1507	32.161	199	568
WP_004280488.1	lcl|NZ_JADDVX010000017.1_cds_WP_002733736.1_609	31.313	198	568
WP_004280488.1	lcl|NZ_JADDVX010000010.1_cds_WP_002726143.1_46	29.767	215	568
WP_004280488.1	lcl|NZ_JADDVX010000009.1_cds_WP_002739451.1_3389	30.964	197	568
WP_004280488.1	lcl|NZ_JADDVX010000027.1_cds_WP_002729296.1_1305	28.713	202	568
WP_004280488.1	lcl|NZ_JADDVX010000052.1_cds_WP_002738485.1_2486	30.579	242	568
WP_004280488.1	lcl|NZ_JADDVX010000005.1_cds_WP_002728388.1_2708	33.511	188	568
WP_004280488.1	lcl|NZ_JADDVX010000026.1_cds_WP_002733837.1_1287	32.447	188	568
WP_004280488.1	lcl|NZ_JADDVX010000026.1_cds_WP_002733837.1_1287	24.859	177	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002730493.1_2391	27.717	184	568
WP_004280488.1	lcl|NZ_JADDVX010000005.1_cds_WP_032854486.1_2724	31.765	170	568
WP_004280488.1	lcl|NZ_JADDVX010000003.1_cds_WP_002721914.1_1942	28.000	200	568
WP_004280488.1	lcl|NZ_JADDVX010000014.1_cds_WP_032853264.1_424	27.179	195	568
WP_004280488.1	lcl|NZ_JADDVX010000014.1_cds_WP_032853264.1_424	23.626	182	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002724285.1_2373	31.472	197	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002724311.1_2372	29.358	218	568
WP_004280488.1	lcl|NZ_JADDVX010000011.1_cds_WP_002752475.1_118	27.461	193	568
WP_004280488.1	lcl|NZ_JADDVX010000049.1_cds_WP_002739367.1_2306	28.947	190	568
WP_004280488.1	lcl|NZ_JADDVX010000003.1_cds_WP_002721827.1_1910	28.774	212	568
WP_004280488.1	lcl|NZ_JADDVX010000009.1_cds_WP_002725984.1_3357	28.313	166	568
WP_004280488.1	lcl|NZ_JADDVX010000001.1_cds_WP_002735056.1_847	26.471	204	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002739909.1_2329	26.636	214	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002739909.1_2329	23.846	260	568
WP_004280488.1	lcl|NZ_JADDVX010000124.1_cds_WP_193814636.1_190	39.706	68	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002724740.1_2352	26.667	165	568
WP_004280488.1	lcl|NZ_JADDVX010000011.1_cds_WP_002725125.1_130	26.257	179	568
WP_004280488.1	lcl|NZ_JADDVX010000014.1_cds_WP_002723659.1_433	27.570	214	568
WP_004280488.1	lcl|NZ_JADDVX010000004.1_cds_WP_002734915.1_2320	25.000	204	568
WP_004280488.1	lcl|NZ_JADDVX010000011.1_cds_WP_002729758.1_127	24.762	210	568
WP_004280480.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740938.1_2978	31.092	119	351
WP_004280842.1	lcl|NZ_JADDVX010000006.1_cds_WP_002740242.1_2957	22.629	601	589
WP_004280060.1	lcl|NZ_JADDVX010000006.1_cds_IQA94_RS03705_2956	30.714	280	280
WP_004280060.1	lcl|NZ_JADDVX010000036.1_cds_WP_002726009.1_1800	32.787	61	280
WP_004280836.1	lcl|NZ_JADDVX010000003.1_cds_WP_002721790.1_1911	33.784	148	211
WP_004280836.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733646.1_3007	33.898	177	211
WP_004280443.1	lcl|NZ_JADDVX010000013.1_cds_WP_002723863.1_310	37.190	242	251
WP_004280443.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733600.1_2948	36.863	255	251
WP_086005246.1	lcl|NZ_JADDVX010000006.1_cds_WP_002733544.1_2947	54.519	343	342
