WP_002764162.1	lcl|NZ_JSVJ02000072.1_cds_WP_004753574.1_2956	91.463	82	106
WP_004279997.1	lcl|NZ_JSVJ02000072.1_cds_WP_016751141.1_2955	92.258	310	327
WP_004279997.1	lcl|NZ_JSVJ02000072.1_cds_WP_004755430.1_2952	27.778	252	327
WP_004279997.1	lcl|NZ_JSVJ02000023.1_cds_WP_004753565.1_1620	22.936	327	327
WP_004279997.1	lcl|NZ_JSVJ02000102.1_cds_WP_016750836.1_3376	22.069	290	327
WP_004279997.1	lcl|NZ_JSVJ02000005.1_cds_WP_016561072.1_481	23.967	242	327
WP_004279997.1	lcl|NZ_JSVJ02000072.1_cds_WP_004755319.1_2949	24.847	326	327
WP_004280807.1	lcl|NZ_JSVJ02000102.1_cds_WP_004758364.1_3372	28.311	219	220
WP_004280807.1	lcl|NZ_JSVJ02000050.1_cds_WP_016751800.1_2468	25.229	218	220
WP_004280807.1	lcl|NZ_JSVJ02000048.1_cds_WP_004750398.1_2431	30.769	104	220
WP_004280807.1	lcl|NZ_JSVJ02000136.1_cds_WP_004781756.1_3624	28.182	110	220
WP_004280807.1	lcl|NZ_JSVJ02000021.1_cds_WP_004751232.1_1492	30.769	91	220
WP_004280807.1	lcl|NZ_JSVJ02000077.1_cds_WP_004754319.1_3041	24.155	207	220
WP_004280570.1	lcl|NZ_JSVJ02000069.1_cds_WP_004758275.1_2883	32.378	349	354
WP_004280570.1	lcl|NZ_JSVJ02000003.1_cds_WP_004763485.1_273	33.922	283	354
WP_004280570.1	lcl|NZ_JSVJ02000069.1_cds_WP_004755121.1_2889	28.065	310	354
WP_004280570.1	lcl|NZ_JSVJ02000069.1_cds_WP_004758275.1_2883	32.378	349	354
WP_004280570.1	lcl|NZ_JSVJ02000003.1_cds_WP_004763485.1_273	33.922	283	354
WP_004280570.1	lcl|NZ_JSVJ02000069.1_cds_WP_004755121.1_2889	28.065	310	354
WP_004280623.1	lcl|NZ_JSVJ02000109.1_cds_WP_004752290.1_3443	42.169	166	230
WP_004280623.1	lcl|NZ_JSVJ02000092.1_cds_WP_016750811.1_3257	29.327	208	230
WP_004280623.1	lcl|NZ_JSVJ02000069.1_cds_WP_000440092.1_2888	25.676	222	230
WP_004280623.1	lcl|NZ_JSVJ02000006.1_cds_WP_004753115.1_538	31.858	113	230
WP_004280004.1	lcl|NZ_JSVJ02000008.1_cds_WP_004754030.1_725	32.162	370	387
WP_004280004.1	lcl|NZ_JSVJ02000127.1_cds_WP_016560426.1_3574	35.565	239	387
WP_004280004.1	lcl|NZ_JSVJ02000072.1_cds_WP_004753525.1_2947	33.898	236	387
WP_004280004.1	lcl|NZ_JSVJ02000069.1_cds_WP_004754985.1_2891	32.443	262	387
WP_004280004.1	lcl|NZ_JSVJ02000072.1_cds_WP_016751138.1_2948	36.408	206	387
WP_004280004.1	lcl|NZ_JSVJ02000136.1_cds_WP_004768410.1_3625	30.389	283	387
WP_004280004.1	lcl|NZ_JSVJ02000006.1_cds_WP_004752829.1_522	27.414	321	387
WP_004280004.1	lcl|NZ_JSVJ02000110.1_cds_WP_004771239.1_3446	25.886	367	387
WP_004280553.1	lcl|NZ_JSVJ02000109.1_cds_WP_004752290.1_3443	33.471	242	572
