WP_002764162.1	lcl|NZ_LMXF01000069.1_cds_WP_000340715.1_2458	93.902	82	106
WP_004279997.1	lcl|NZ_LMXF01000069.1_cds_WP_000410273.1_2457	91.613	310	327
WP_004279997.1	lcl|NZ_LMXF01000069.1_cds_WP_000646253.1_2454	28.175	252	327
WP_004279997.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	22.936	327	327
WP_004279997.1	lcl|NZ_LMXF01000002.1_cds_WP_001033107.1_174	21.805	266	327
WP_004279997.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	22.414	290	327
WP_004279997.1	lcl|NZ_LMXF01000069.1_cds_WP_001067558.1_2451	24.847	326	327
WP_004279997.1	lcl|NZ_LMXF01000014.1_cds_WP_001984071.1_834	23.529	306	327
WP_004280807.1	lcl|NZ_LMXF01000002.1_cds_WP_000282884.1_127	29.362	235	220
WP_004280807.1	lcl|NZ_LMXF01000048.1_cds_WP_001099029.1_1967	26.906	223	220
WP_004280807.1	lcl|NZ_LMXF01000089.1_cds_WP_000840860.1_2775	29.808	104	220
WP_004280807.1	lcl|NZ_LMXF01000069.1_cds_WP_000730131.1_2443	30.928	97	220
WP_004280807.1	lcl|NZ_LMXF01000012.1_cds_WP_000868621.1_736	29.670	91	220
WP_004280807.1	lcl|NZ_LMXF01000002.1_cds_WP_001114264.1_120	26.136	176	220
WP_004280807.1	lcl|NZ_LMXF01000183.1_cds_WP_002186708.1_3628	24.638	207	220
WP_004280570.1	lcl|NZ_LMXF01000002.1_cds_WP_001033783.1_159	32.000	350	354
WP_004280570.1	lcl|NZ_LMXF01000073.1_cds_WP_001011674.1_2514	33.898	295	354
WP_004280570.1	lcl|NZ_LMXF01000002.1_cds_WP_001033783.1_159	32.000	350	354
WP_004280570.1	lcl|NZ_LMXF01000073.1_cds_WP_001011674.1_2514	33.898	295	354
WP_004280623.1	lcl|NZ_LMXF01000002.1_cds_WP_000691020.1_162	38.208	212	230
WP_004280623.1	lcl|NZ_LMXF01000074.1_cds_WP_001014597.1_2527	28.365	208	230
WP_004280623.1	lcl|NZ_LMXF01000056.1_cds_WP_000721859.1_2178	30.000	110	230
WP_004280004.1	lcl|NZ_LMXF01000002.1_cds_WP_000331752.1_170	38.211	246	387
WP_004280004.1	lcl|NZ_LMXF01000195.1_cds_WP_001281953.1_3678	32.172	373	387
WP_004280004.1	lcl|NZ_LMXF01000002.1_cds_WP_000172653.1_164	32.411	253	387
WP_004280004.1	lcl|NZ_LMXF01000095.1_cds_WP_000538749.1_2871	27.103	321	387
WP_004280004.1	lcl|NZ_LMXF01000052.1_cds_WP_001982414.1_2072	26.160	237	387
WP_004280553.1	lcl|NZ_LMXF01000002.1_cds_WP_000691020.1_162	35.391	243	572
WP_004280553.1	lcl|NZ_LMXF01000021.1_cds_WP_000613393.1_1095	23.196	194	572
WP_004280553.1	lcl|NZ_LMXF01000056.1_cds_WP_000721859.1_2178	33.333	117	572
WP_004280553.1	lcl|NZ_LMXF01000002.1_cds_WP_000691020.1_162	35.391	243	572
WP_004280553.1	lcl|NZ_LMXF01000021.1_cds_WP_000613393.1_1095	23.196	194	572
WP_004280553.1	lcl|NZ_LMXF01000056.1_cds_WP_000721859.1_2178	33.333	117	572
WP_004280727.1	lcl|NZ_LMXF01000195.1_cds_WP_001281953.1_3678	28.440	327	417
WP_004280727.1	lcl|NZ_LMXF01000002.1_cds_WP_000331752.1_170	37.850	214	417
WP_004280727.1	lcl|NZ_LMXF01000002.1_cds_WP_000172653.1_164	30.091	329	417
WP_004280727.1	lcl|NZ_LMXF01000095.1_cds_WP_000538749.1_2871	27.843	255	417
WP_004280727.1	lcl|NZ_LMXF01000052.1_cds_WP_001982414.1_2072	24.280	243	417
WP_004280171.1	lcl|NZ_LMXF01000002.1_cds_WP_001975371.1_158	28.571	140	182
WP_237578348.1	lcl|NZ_LMXF01000003.1_cds_WP_000620358.1_226	33.962	53	207
WP_004280422.1	lcl|NZ_LMXF01000002.1_cds_WP_000691020.1_162	32.609	230	242
WP_004280422.1	lcl|NZ_LMXF01000074.1_cds_WP_001014597.1_2527	27.236	246	242
WP_004280656.1	lcl|NZ_LMXF01000060.1_cds_WP_000998676.1_2259	32.271	251	255
WP_004280656.1	lcl|NZ_LMXF01000002.1_cds_WP_000412931.1_152	28.846	260	255
WP_004280656.1	lcl|NZ_LMXF01000031.1_cds_WP_000566240.1_1458	27.843	255	255
WP_004280656.1	lcl|NZ_LMXF01000078.1_cds_WP_000043152.1_2611	26.415	265	255
WP_004280656.1	lcl|NZ_LMXF01000083.1_cds_WP_000653652.1_2684	27.203	261	255
WP_004280656.1	lcl|NZ_LMXF01000031.1_cds_WP_002080077.1_1486	27.376	263	255
WP_004280656.1	lcl|NZ_LMXF01000034.1_cds_WP_060762717.1_1577	24.535	269	255
WP_004280656.1	lcl|NZ_LMXF01000002.1_cds_WP_000750438.1_148	24.409	254	255
WP_004280656.1	lcl|NZ_LMXF01000001.1_cds_WP_000646908.1_75	27.568	185	255
WP_004280656.1	lcl|NZ_LMXF01000024.1_cds_WP_002067215.1_1226	27.320	194	255
WP_004280656.1	lcl|NZ_LMXF01000002.1_cds_WP_000723090.1_123	27.861	201	255
WP_004280656.1	lcl|NZ_LMXF01000024.1_cds_WP_001069862.1_1220	26.220	164	255
WP_004280656.1	lcl|NZ_LMXF01000088.1_cds_WP_000093664.1_2756	23.000	200	255
WP_004280656.1	lcl|NZ_LMXF01000040.1_cds_WP_001074690.1_1764	24.352	193	255
WP_004280656.1	lcl|NZ_LMXF01000005.1_cds_WP_000744700.1_374	33.333	72	255
WP_004280493.1	lcl|NZ_LMXF01000007.1_cds_WP_002185292.1_455	27.879	330	314
WP_004280665.1	lcl|NZ_LMXF01000073.1_cds_WP_001011674.1_2514	38.328	287	282
WP_004280665.1	lcl|NZ_LMXF01000002.1_cds_WP_001033783.1_159	34.354	294	282
WP_004280909.1	lcl|NZ_LMXF01000195.1_cds_WP_001281953.1_3678	38.404	401	401
WP_004280909.1	lcl|NZ_LMXF01000002.1_cds_WP_000172653.1_164	31.592	402	401
WP_004280909.1	lcl|NZ_LMXF01000002.1_cds_WP_000331752.1_170	34.133	375	401
WP_004280909.1	lcl|NZ_LMXF01000052.1_cds_WP_001982414.1_2072	25.781	384	401
WP_004280909.1	lcl|NZ_LMXF01000095.1_cds_WP_000538749.1_2871	26.772	381	401
WP_004280488.1	lcl|NZ_LMXF01000032.1_cds_WP_000172203.1_1508	30.978	368	568
WP_004280488.1	lcl|NZ_LMXF01000097.1_cds_WP_000667646.1_2903	31.905	210	568
WP_004280488.1	lcl|NZ_LMXF01000002.1_cds_WP_001035839.1_167	31.651	218	568
WP_004280488.1	lcl|NZ_LMXF01000001.1_cds_WP_000828458.1_16	31.731	208	568
WP_004280488.1	lcl|NZ_LMXF01000032.1_cds_LA702_RS07545_1494	32.836	201	568
WP_004280488.1	lcl|NZ_LMXF01000106.1_cds_WP_000666552.1_3024	30.729	192	568
WP_004280488.1	lcl|NZ_LMXF01000119.1_cds_WP_001161020.1_3164	31.088	193	568
WP_004280488.1	lcl|NZ_LMXF01000121.1_cds_WP_000651459.1_3184	30.256	195	568
