WP_002764162.1	lcl|NZ_JADDUW010000005.1_cds_WP_002725873.1_2791	100.000	82	106
WP_004279997.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733579.1_2790	97.742	310	327
WP_004279997.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733534.1_2787	27.381	252	327
WP_004279997.1	lcl|NZ_JADDUW010000018.1_cds_WP_002722638.1_675	24.383	324	327
WP_004279997.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740024.1_2696	22.337	291	327
WP_004279997.1	lcl|NZ_JADDUW010000006.1_cds_WP_002728309.1_2945	25.723	311	327
WP_004279997.1	lcl|NZ_JADDUW010000029.1_cds_WP_002743770.1_1418	21.387	173	327
WP_004279997.1	lcl|NZ_JADDUW010000005.1_cds_WP_016749081.1_2758	24.503	151	327
WP_004280807.1	lcl|NZ_JADDUW010000033.1_cds_WP_032856387.1_1742	26.667	225	220
WP_004280807.1	lcl|NZ_JADDUW010000005.1_cds_WP_002742128.1_2700	26.180	233	220
WP_004280807.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733661.1_2720	33.696	92	220
WP_004280807.1	lcl|NZ_JADDUW010000019.1_cds_WP_002731944.1_740	30.172	116	220
WP_004280807.1	lcl|NZ_JADDUW010000009.1_cds_WP_002726501.1_3369	29.787	94	220
WP_004280807.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733618.1_2693	25.000	176	220
WP_004280570.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740722.1_2747	36.012	336	354
WP_004280570.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740726.1_2743	32.840	338	354
WP_004280570.1	lcl|NZ_JADDUW010000015.1_cds_WP_002730849.1_492	33.333	288	354
WP_004280570.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740722.1_2747	36.012	336	354
WP_004280570.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740726.1_2743	32.840	338	354
WP_004280570.1	lcl|NZ_JADDUW010000015.1_cds_WP_002730849.1_492	33.333	288	354
WP_004280623.1	lcl|NZ_JADDUW010000022.1_cds_WP_002738760.1_1060	30.476	210	230
WP_004280623.1	lcl|NZ_JADDUW010000013.1_cds_WP_002723863.1_358	29.091	110	230
WP_004280623.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733600.1_2729	28.814	118	230
WP_004280359.1	lcl|NZ_JADDUW010000076.1_cds_WP_004278354.1_3098	28.550	655	599
WP_004280004.1	lcl|NZ_JADDUW010000025.1_cds_WP_002728994.1_1240	30.914	372	387
WP_004280004.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740861.1_2782	33.898	236	387
WP_004280004.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740826.1_2783	36.408	206	387
WP_004280004.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733737.1_2762	32.420	219	387
WP_004280004.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740294.1_2702	31.095	283	387
WP_004280004.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733599.1_2749	31.939	263	387
WP_004280004.1	lcl|NZ_JADDUW010000006.1_cds_WP_002738884.1_2993	28.483	323	387
WP_004280004.1	lcl|NZ_JADDUW010000007.1_cds_WP_002724641.1_3120	25.137	366	387
WP_004280066.1	lcl|NZ_JADDUW010000076.1_cds_WP_004278354.1_3098	40.902	599	583
WP_004280553.1	lcl|NZ_JADDUW010000047.1_cds_WP_002740796.1_2297	22.835	127	572
WP_004280553.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740235.1_2733	19.444	216	572
WP_004280553.1	lcl|NZ_JADDUW010000047.1_cds_WP_002740796.1_2297	22.835	127	572
WP_004280553.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740235.1_2733	19.444	216	572
WP_004280727.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740826.1_2783	36.296	270	417
WP_004280727.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740861.1_2782	33.793	290	417
WP_004280727.1	lcl|NZ_JADDUW010000025.1_cds_WP_002728994.1_1240	28.367	349	417
WP_004280727.1	lcl|NZ_JADDUW010000005.1_cds_WP_002740294.1_2702	34.252	254	417
WP_004280727.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733737.1_2762	31.439	264	417
WP_004280727.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733599.1_2749	29.461	241	417
WP_004280727.1	lcl|NZ_JADDUW010000006.1_cds_WP_002738884.1_2993	28.452	239	417
WP_004280727.1	lcl|NZ_JADDUW010000007.1_cds_WP_002724641.1_3120	25.103	243	417
WP_237578347.1	lcl|NZ_JADDUW010000076.1_cds_WP_004278354.1_3098	30.255	628	611
WP_237578348.1	lcl|NZ_JADDUW010000024.1_cds_WP_002724246.1_1170	34.234	111	207
WP_004280422.1	lcl|NZ_JADDUW010000022.1_cds_WP_002738760.1_1060	28.571	245	242
WP_004280656.1	lcl|NZ_JADDUW010000023.1_cds_WP_002739054.1_1101	33.466	251	255
WP_004280656.1	lcl|NZ_JADDUW010000005.1_cds_WP_002733582.1_2727	27.059	255	255
WP_004280656.1	lcl|NZ_JADDUW010000020.1_cds_WP_002728745.1_940	27.451	255	255
WP_004280656.1	lcl|NZ_JADDUW010000052.1_cds_WP_002722237.1_2549	28.685	251	255
WP_004280656.1	lcl|NZ_JADDUW010000006.1_cds_WP_002735533.1_2980	27.839	273	255
WP_004280656.1	lcl|NZ_JADDUW010000008.1_cds_WP_002722691.1_3246	27.203	261	255
WP_004280656.1	lcl|NZ_JADDUW010000059.1_cds_WP_002728460.1_2676	24.907	269	255
WP_004280656.1	lcl|NZ_JADDUW010000030.1_cds_WP_002741131.1_1596	27.174	184	255
WP_004280656.1	lcl|NZ_JADDUW010000012.1_cds_WP_002728891.1_238	25.907	193	255
