WP_002764162.1	lcl|NZ_AHNF02000104.1_cds_WP_000340715.1_697	93.902	82	106
WP_004279997.1	lcl|NZ_AHNF02000104.1_cds_WP_000410273.1_698	91.613	310	327
WP_004279997.1	lcl|NZ_AHNF02000104.1_cds_WP_000646251.1_701	27.778	252	327
WP_004279997.1	lcl|NZ_AHNF02000096.1_cds_WP_000744698.1_1198	22.936	327	327
WP_004279997.1	lcl|NZ_AHNF02000104.1_cds_WP_000723090.1_768	22.414	290	327
WP_004279997.1	lcl|NZ_AHNF02000104.1_cds_WP_001067557.1_704	24.847	326	327
WP_004279997.1	lcl|NZ_AHNF02000017.1_cds_WP_001984071.1_3826	23.529	306	327
WP_004280807.1	lcl|NZ_AHNF02000104.1_cds_WP_002106347.1_764	29.362	235	220
WP_004280807.1	lcl|NZ_AHNF02000040.1_cds_WP_001099039.1_2880	26.906	223	220
WP_004280807.1	lcl|NZ_AHNF02000040.1_cds_WP_000840860.1_2754	29.808	104	220
WP_004280807.1	lcl|NZ_AHNF02000054.1_cds_WP_000868621.1_2383	29.670	91	220
WP_004280807.1	lcl|NZ_AHNF02000104.1_cds_WP_001114275.1_771	26.136	176	220
WP_004280807.1	lcl|NZ_AHNF02000102.1_cds_WP_000262844.1_887	24.638	207	220
WP_004280570.1	lcl|NZ_AHNF02000104.1_cds_WP_002106334.1_730	31.965	341	354
WP_004280570.1	lcl|NZ_AHNF02000002.1_cds_WP_002105324.1_4195	34.237	295	354
WP_004280570.1	lcl|NZ_AHNF02000104.1_cds_WP_002068380.1_724	28.435	313	354
WP_004280570.1	lcl|NZ_AHNF02000104.1_cds_WP_002106334.1_730	31.965	341	354
WP_004280570.1	lcl|NZ_AHNF02000002.1_cds_WP_002105324.1_4195	34.237	295	354
WP_004280570.1	lcl|NZ_AHNF02000104.1_cds_WP_002068380.1_724	28.435	313	354
WP_004280623.1	lcl|NZ_AHNF02000118.1_cds_WP_000696063.1_125	43.373	166	230
WP_004280623.1	lcl|NZ_AHNF02000105.1_cds_WP_002106419.1_603	28.365	208	230
WP_004280623.1	lcl|NZ_AHNF02000104.1_cds_WP_000440092.1_725	25.676	222	230
WP_004280623.1	lcl|NZ_AHNF02000027.1_cds_WP_002105590.1_3414	30.000	110	230
WP_004280004.1	lcl|NZ_AHNF02000104.1_cds_WP_002106355.1_716	38.211	246	387
WP_004280004.1	lcl|NZ_AHNF02000064.1_cds_WP_001281953.1_1974	32.172	373	387
WP_004280004.1	lcl|NZ_AHNF02000104.1_cds_WP_000608295.1_706	34.322	236	387
WP_004280004.1	lcl|NZ_AHNF02000104.1_cds_WP_002106339.1_722	33.333	249	387
WP_004280004.1	lcl|NZ_AHNF02000104.1_cds_WP_001198107.1_705	36.893	206	387
WP_004280004.1	lcl|NZ_AHNF02000104.1_cds_WP_000575178.1_762	29.682	283	387
WP_004280004.1	lcl|NZ_AHNF02000027.1_cds_WP_000538757.1_3433	27.103	321	387
WP_004280004.1	lcl|NZ_AHNF02000084.1_cds_WP_001982414.1_1499	26.160	237	387
WP_004280553.1	lcl|NZ_AHNF02000118.1_cds_WP_000696063.1_125	35.246	244	572
WP_004280553.1	lcl|NZ_AHNF02000104.1_cds_WP_000440092.1_725	27.805	205	572
WP_004280553.1	lcl|NZ_AHNF02000073.1_cds_WP_000613386.1_1813	23.077	130	572
WP_004280553.1	lcl|NZ_AHNF02000027.1_cds_WP_002105590.1_3414	33.333	117	572
WP_004280553.1	lcl|NZ_AHNF02000118.1_cds_WP_000696063.1_125	35.246	244	572
WP_004280553.1	lcl|NZ_AHNF02000104.1_cds_WP_000440092.1_725	27.805	205	572
WP_004280553.1	lcl|NZ_AHNF02000073.1_cds_WP_000613386.1_1813	23.077	130	572
WP_004280553.1	lcl|NZ_AHNF02000027.1_cds_WP_002105590.1_3414	33.333	117	572
WP_004280727.1	lcl|NZ_AHNF02000104.1_cds_WP_001198107.1_705	36.667	270	417
