WP_002764162.1	lcl|NZ_AHMY02000059.1_cds_WP_004753574.1_776	91.463	82	106
WP_004279997.1	lcl|NZ_AHMY02000059.1_cds_WP_004766657.1_775	90.968	310	327
WP_004279997.1	lcl|NZ_AHMY02000059.1_cds_WP_004766629.1_772	27.778	252	327
WP_004279997.1	lcl|NZ_AHMY02000010.1_cds_WP_004753565.1_3578	22.936	327	327
WP_004279997.1	lcl|NZ_AHMY02000059.1_cds_WP_004766668.1_705	22.069	290	327
WP_004279997.1	lcl|NZ_AHMY02000059.1_cds_WP_004766696.1_769	25.460	326	327
WP_004279997.1	lcl|NZ_AHMY02000058.1_cds_WP_004766600.1_796	24.402	209	327
WP_004280807.1	lcl|NZ_AHMY02000059.1_cds_WP_004766695.1_709	27.897	233	220
WP_004280807.1	lcl|NZ_AHMY02000040.1_cds_WP_004765514.1_2075	25.688	218	220
WP_004280807.1	lcl|NZ_AHMY02000015.1_cds_WP_000840860.1_3273	29.808	104	220
WP_004280807.1	lcl|NZ_AHMY02000059.1_cds_WP_004766630.1_710	28.182	110	220
WP_004280807.1	lcl|NZ_AHMY02000022.1_cds_WP_004751232.1_3011	30.769	91	220
WP_004280807.1	lcl|NZ_AHMY02000055.1_cds_WP_016762219.1_958	22.549	204	220
WP_004280570.1	lcl|NZ_AHMY02000059.1_cds_WP_002106334.1_743	31.965	341	354
WP_004280570.1	lcl|NZ_AHMY02000034.1_cds_WP_004763485.1_2399	33.922	283	354
WP_004280570.1	lcl|NZ_AHMY02000059.1_cds_WP_002068380.1_749	28.435	313	354
WP_004280570.1	lcl|NZ_AHMY02000059.1_cds_WP_002106334.1_743	31.965	341	354
WP_004280570.1	lcl|NZ_AHMY02000034.1_cds_WP_004763485.1_2399	33.922	283	354
WP_004280570.1	lcl|NZ_AHMY02000059.1_cds_WP_002068380.1_749	28.435	313	354
WP_004280623.1	lcl|NZ_AHMY02000055.1_cds_WP_004766446.1_995	28.846	208	230
WP_004280623.1	lcl|NZ_AHMY02000059.1_cds_WP_000440092.1_748	25.676	222	230
WP_004280623.1	lcl|NZ_AHMY02000074.1_cds_WP_004767190.1_70	32.743	113	230
WP_004280004.1	lcl|NZ_AHMY02000050.1_cds_WP_004754030.1_1567	32.162	370	387
WP_004280004.1	lcl|NZ_AHMY02000059.1_cds_WP_004766642.1_767	28.161	348	387
WP_004280004.1	lcl|NZ_AHMY02000059.1_cds_WP_004766731.1_751	33.333	249	387
WP_004280004.1	lcl|NZ_AHMY02000059.1_cds_WP_004766691.1_768	36.893	206	387
WP_004280004.1	lcl|NZ_AHMY02000059.1_cds_WP_004766697.1_711	30.389	283	387
WP_004280004.1	lcl|NZ_AHMY02000074.1_cds_WP_004767210.1_86	28.528	326	387
WP_004280004.1	lcl|NZ_AHMY02000022.1_cds_WP_016761831.1_3064	26.582	237	387
WP_004280553.1	lcl|NZ_AHMY02000059.1_cds_WP_000440092.1_748	27.805	205	572
WP_004280553.1	lcl|NZ_AHMY02000055.1_cds_WP_004766446.1_995	33.333	159	572
WP_004280553.1	lcl|NZ_AHMY02000069.1_cds_WP_004767048.1_231	22.727	132	572
WP_004280553.1	lcl|NZ_AHMY02000074.1_cds_WP_004767190.1_70	33.333	117	572
WP_004280553.1	lcl|NZ_AHMY02000059.1_cds_WP_000440092.1_748	27.805	205	572
WP_004280553.1	lcl|NZ_AHMY02000055.1_cds_WP_004766446.1_995	33.333	159	572
WP_004280553.1	lcl|NZ_AHMY02000069.1_cds_WP_004767048.1_231	22.727	132	572
WP_004280553.1	lcl|NZ_AHMY02000074.1_cds_WP_004767190.1_70	33.333	117	572
WP_004280727.1	lcl|NZ_AHMY02000059.1_cds_WP_004766691.1_768	40.359	223	417
WP_004280727.1	lcl|NZ_AHMY02000059.1_cds_WP_004766642.1_767	33.448	290	417
WP_004280727.1	lcl|NZ_AHMY02000050.1_cds_WP_004754030.1_1567	28.097	331	417
WP_004280727.1	lcl|NZ_AHMY02000059.1_cds_WP_004766697.1_711	33.333	261	417
WP_004280727.1	lcl|NZ_AHMY02000059.1_cds_WP_004766731.1_751	29.609	358	417
WP_004280727.1	lcl|NZ_AHMY02000074.1_cds_WP_004767210.1_86	28.629	248	417
WP_004280727.1	lcl|NZ_AHMY02000022.1_cds_WP_016761831.1_3064	25.103	243	417
WP_237578348.1	lcl|NZ_AHMY02000025.1_cds_WP_004764932.1_2803	28.000	100	207
WP_004280422.1	lcl|NZ_AHMY02000055.1_cds_WP_004766446.1_995	27.755	245	242
WP_004280656.1	lcl|NZ_AHMY02000010.1_cds_WP_004764234.1_3551	31.873	251	255
WP_004280656.1	lcl|NZ_AHMY02000059.1_cds_WP_004766739.1_735	28.077	260	255
WP_004280656.1	lcl|NZ_AHMY02000013.1_cds_WP_004764470.1_3285	27.451	255	255
WP_004280656.1	lcl|NZ_AHMY02000069.1_cds_WP_004767150.1_289	26.437	261	255
WP_004280656.1	lcl|NZ_AHMY02000067.1_cds_WP_004766911.1_365	27.941	272	255
WP_004280656.1	lcl|NZ_AHMY02000056.1_cds_WP_025178342.1_888	27.059	255	255
WP_004280656.1	lcl|NZ_AHMY02000059.1_cds_WP_004766633.1_731	24.409	254	255
WP_004280656.1	lcl|NZ_AHMY02000051.1_cds_WP_004762530.1_1467	24.164	269	255
WP_004280656.1	lcl|NZ_AHMY02000059.1_cds_WP_000980525.1_757	27.419	248	255
WP_004280656.1	lcl|NZ_AHMY02000010.1_cds_WP_004764215.1_3722	27.568	185	255
WP_004280656.1	lcl|NZ_AHMY02000059.1_cds_WP_004766668.1_705	26.943	193	255
WP_004280656.1	lcl|NZ_AHMY02000051.1_cds_WP_004766089.1_1171	25.926	189	255
WP_004280656.1	lcl|NZ_AHMY02000013.1_cds_WP_000093664.1_3296	23.000	200	255
WP_004280656.1	lcl|NZ_AHMY02000048.1_cds_WP_004756515.1_1752	25.000	164	255
WP_004280656.1	lcl|NZ_AHMY02000048.1_cds_WP_004765884.1_1746	27.179	195	255
WP_004280656.1	lcl|NZ_AHMY02000010.1_cds_WP_004753565.1_3578	34.722	72	255
WP_004280493.1	lcl|NZ_AHMY02000011.1_cds_WP_004764347.1_3514	27.879	330	314
WP_004280493.1	lcl|NZ_AHMY02000051.1_cds_WP_004766043.1_1110	28.436	211	314
WP_004280493.1	lcl|NZ_AHMY02000059.1_cds_WP_000643164.1_750	29.870	154	314
