WP_002764162.1	lcl|NZ_AOWG01000014.1_cds_WP_000340715.1_232	93.902	82	106
WP_004279997.1	lcl|NZ_AOWG01000014.1_cds_WP_000410273.1_231	91.613	310	327
WP_004279997.1	lcl|NZ_AOWG01000014.1_cds_WP_000093099.1_211	58.730	63	327
WP_004279997.1	lcl|NZ_AOWG01000014.1_cds_WP_000646250.1_228	28.175	252	327
WP_004279997.1	lcl|NZ_AOWG01000028.1_cds_WP_000744700.1_471	22.936	327	327
WP_004279997.1	lcl|NZ_AOWG01000014.1_cds_WP_000600889.1_202	23.656	186	327
WP_004279997.1	lcl|NZ_AOWG01000014.1_cds_WP_001067557.1_225	24.847	326	327
WP_004279997.1	lcl|NZ_AOWG01000146.1_cds_WP_001984071.1_3254	23.529	306	327
WP_004280069.1	lcl|NZ_AOWG01000014.1_cds_WP_000202830.1_192	42.210	353	361
WP_004280807.1	lcl|NZ_AOWG01000113.1_cds_WP_001099029.1_2313	26.906	223	220
WP_004280807.1	lcl|NZ_AOWG01000014.1_cds_WP_001068986.1_174	30.435	92	220
WP_004280807.1	lcl|NZ_AOWG01000149.1_cds_WP_000840858.1_3308	29.808	104	220
WP_004280807.1	lcl|NZ_AOWG01000022.1_cds_WP_000868621.1_281	29.670	91	220
WP_004280807.1	lcl|NZ_AOWG01000102.1_cds_WP_000262844.1_1969	24.638	207	220
WP_004280807.1	lcl|NZ_AOWG01000152.1_cds_WP_001114267.1_3326	26.136	176	220
WP_004280570.1	lcl|NZ_AOWG01000014.1_cds_WP_001230564.1_199	35.988	339	354
WP_004280570.1	lcl|NZ_AOWG01000014.1_cds_WP_000582618.1_195	33.742	326	354
WP_004280570.1	lcl|NZ_AOWG01000015.1_cds_WP_001011675.1_237	33.898	295	354
WP_004280570.1	lcl|NZ_AOWG01000014.1_cds_WP_001230564.1_199	35.988	339	354
WP_004280570.1	lcl|NZ_AOWG01000014.1_cds_WP_000582618.1_195	33.742	326	354
WP_004280570.1	lcl|NZ_AOWG01000015.1_cds_WP_001011675.1_237	33.898	295	354
WP_004280623.1	lcl|NZ_AOWG01000135.1_cds_WP_001014594.1_3013	28.365	208	230
WP_004280623.1	lcl|NZ_AOWG01000048.1_cds_WP_000721859.1_916	30.000	110	230
WP_004280359.1	lcl|NZ_AOWG01000014.1_cds_WP_000698820.1_189	42.020	614	599
WP_004280004.1	lcl|NZ_AOWG01000014.1_cds_WP_000582222.1_213	38.211	246	387
WP_004280004.1	lcl|NZ_AOWG01000147.1_cds_WP_001281953.1_3288	32.172	373	387
WP_004280004.1	lcl|NZ_AOWG01000014.1_cds_WP_000608295.1_223	34.322	236	387
WP_004280004.1	lcl|NZ_AOWG01000014.1_cds_WP_000947844.1_201	31.559	263	387
WP_004280004.1	lcl|NZ_AOWG01000014.1_cds_WP_001198107.1_224	36.893	206	387
WP_004280004.1	lcl|NZ_AOWG01000014.1_cds_WP_000346036.1_194	27.147	361	387
WP_004280004.1	lcl|NZ_AOWG01000014.1_cds_WP_000575178.1_155	29.682	283	387
WP_004280004.1	lcl|NZ_AOWG01000155.1_cds_WP_000538752.1_3525	27.103	321	387
WP_004280004.1	lcl|NZ_AOWG01000111.1_cds_WP_001982414.1_2173	26.160	237	387
WP_004280066.1	lcl|NZ_AOWG01000014.1_cds_WP_000698820.1_189	27.157	626	583
WP_004280553.1	lcl|NZ_AOWG01000161.1_cds_WP_000613386.1_3730	23.077	130	572
WP_004280553.1	lcl|NZ_AOWG01000048.1_cds_WP_000721859.1_916	33.333	117	572
WP_004280553.1	lcl|NZ_AOWG01000161.1_cds_WP_000613386.1_3730	23.077	130	572
WP_004280553.1	lcl|NZ_AOWG01000048.1_cds_WP_000721859.1_916	33.333	117	572
WP_004280727.1	lcl|NZ_AOWG01000014.1_cds_WP_001198107.1_224	36.667	270	417
WP_004280727.1	lcl|NZ_AOWG01000014.1_cds_WP_000608295.1_223	34.717	265	417
WP_004280727.1	lcl|NZ_AOWG01000014.1_cds_WP_000575178.1_155	35.039	254	417
WP_004280727.1	lcl|NZ_AOWG01000147.1_cds_WP_001281953.1_3288	28.440	327	417
WP_004280727.1	lcl|NZ_AOWG01000014.1_cds_WP_000346036.1_194	29.367	395	417
WP_004280727.1	lcl|NZ_AOWG01000014.1_cds_WP_000582222.1_213	37.850	214	417
WP_004280727.1	lcl|NZ_AOWG01000014.1_cds_WP_000947844.1_201	27.239	268	417
WP_004280727.1	lcl|NZ_AOWG01000155.1_cds_WP_000538752.1_3525	27.668	253	417
WP_004280727.1	lcl|NZ_AOWG01000111.1_cds_WP_001982414.1_2173	24.280	243	417
WP_237578347.1	lcl|NZ_AOWG01000014.1_cds_WP_000698820.1_189	42.454	603	611
WP_004280422.1	lcl|NZ_AOWG01000135.1_cds_WP_001014594.1_3013	27.236	246	242
WP_004280656.1	lcl|NZ_AOWG01000028.1_cds_WP_000998676.1_497	32.271	251	255
WP_004280656.1	lcl|NZ_AOWG01000091.1_cds_WP_000566240.1_1684	27.843	255	255
WP_004280656.1	lcl|NZ_AOWG01000120.1_cds_WP_000043153.1_2523	26.038	265	255
WP_004280656.1	lcl|NZ_AOWG01000003.1_cds_WP_000653653.1_10	26.820	261	255
WP_004280656.1	lcl|NZ_AOWG01000091.1_cds_WP_001968389.1_1656	27.757	263	255
WP_004280656.1	lcl|NZ_AOWG01000034.1_cds_WP_000351752.1_643	24.535	269	255
WP_004280656.1	lcl|NZ_AOWG01000087.1_cds_WP_000646914.1_1541	27.568	185	255
WP_004280656.1	lcl|NZ_AOWG01000112.1_cds_WP_000800040.1_2248	27.320	194	255
