WP_002764162.1	lcl|NZ_AOVM01000050.1_cds_WP_000340715.1_989	93.902	82	106
WP_004279997.1	lcl|NZ_AOVM01000050.1_cds_WP_000410273.1_988	91.613	310	327
WP_004279997.1	lcl|NZ_AOVM01000050.1_cds_WP_000093099.1_968	58.730	63	327
WP_004279997.1	lcl|NZ_AOVM01000050.1_cds_WP_000646250.1_985	28.175	252	327
WP_004279997.1	lcl|NZ_AOVM01000138.1_cds_WP_000744700.1_3645	22.936	327	327
WP_004279997.1	lcl|NZ_AOVM01000050.1_cds_WP_000600889.1_959	23.656	186	327
WP_004279997.1	lcl|NZ_AOVM01000050.1_cds_WP_000723090.1_906	22.414	290	327
WP_004279997.1	lcl|NZ_AOVM01000050.1_cds_WP_001067557.1_982	24.847	326	327
WP_004279997.1	lcl|NZ_AOVM01000039.1_cds_WP_001984071.1_699	23.529	306	327
WP_004280069.1	lcl|NZ_AOVM01000050.1_cds_WP_000202830.1_949	42.210	353	361
WP_004280807.1	lcl|NZ_AOVM01000050.1_cds_WP_000282880.1_910	29.787	235	220
WP_004280807.1	lcl|NZ_AOVM01000006.1_cds_WP_001099029.1_94	26.906	223	220
WP_004280807.1	lcl|NZ_AOVM01000050.1_cds_WP_001068986.1_931	30.435	92	220
WP_004280807.1	lcl|NZ_AOVM01000122.1_cds_WP_000840858.1_2902	29.808	104	220
WP_004280807.1	lcl|NZ_AOVM01000108.1_cds_WP_000868621.1_2433	29.670	91	220
WP_004280807.1	lcl|NZ_AOVM01000136.1_cds_WP_000262844.1_3523	24.638	207	220
WP_004280807.1	lcl|NZ_AOVM01000050.1_cds_WP_001114267.1_903	26.136	176	220
WP_004280570.1	lcl|NZ_AOVM01000050.1_cds_WP_001230564.1_956	35.988	339	354
WP_004280570.1	lcl|NZ_AOVM01000050.1_cds_WP_000582618.1_952	33.742	326	354
WP_004280570.1	lcl|NZ_AOVM01000009.1_cds_WP_001011675.1_115	33.898	295	354
WP_004280570.1	lcl|NZ_AOVM01000050.1_cds_WP_001230564.1_956	35.988	339	354
WP_004280570.1	lcl|NZ_AOVM01000050.1_cds_WP_000582618.1_952	33.742	326	354
WP_004280570.1	lcl|NZ_AOVM01000009.1_cds_WP_001011675.1_115	33.898	295	354
WP_004280623.1	lcl|NZ_AOVM01000032.1_cds_WP_001014594.1_606	28.365	208	230
WP_004280623.1	lcl|NZ_AOVM01000011.1_cds_WP_000721859.1_176	30.000	110	230
WP_004280359.1	lcl|NZ_AOVM01000050.1_cds_WP_000698820.1_946	42.020	614	599
WP_004280004.1	lcl|NZ_AOVM01000050.1_cds_WP_000582222.1_970	38.211	246	387
WP_004280004.1	lcl|NZ_AOVM01000046.1_cds_WP_001281953.1_745	32.172	373	387
WP_004280004.1	lcl|NZ_AOVM01000050.1_cds_WP_000608295.1_980	34.322	236	387
WP_004280004.1	lcl|NZ_AOVM01000050.1_cds_WP_000947844.1_958	31.559	263	387
WP_004280004.1	lcl|NZ_AOVM01000050.1_cds_WP_001198107.1_981	36.893	206	387
WP_004280004.1	lcl|NZ_AOVM01000050.1_cds_WP_000346036.1_951	27.147	361	387
WP_004280004.1	lcl|NZ_AOVM01000050.1_cds_WP_000575178.1_912	29.682	283	387
WP_004280004.1	lcl|NZ_AOVM01000141.1_cds_WP_000538752.1_3740	27.103	321	387
WP_004280004.1	lcl|NZ_AOVM01000052.1_cds_WP_001982414.1_1063	26.160	237	387
WP_004280066.1	lcl|NZ_AOVM01000050.1_cds_WP_000698820.1_946	27.157	626	583
WP_004280553.1	lcl|NZ_AOVM01000105.1_cds_WP_000613386.1_2285	23.077	130	572
WP_004280553.1	lcl|NZ_AOVM01000011.1_cds_WP_000721859.1_176	33.333	117	572
WP_004280553.1	lcl|NZ_AOVM01000105.1_cds_WP_000613386.1_2285	23.077	130	572
WP_004280553.1	lcl|NZ_AOVM01000011.1_cds_WP_000721859.1_176	33.333	117	572
WP_004280727.1	lcl|NZ_AOVM01000050.1_cds_WP_001198107.1_981	36.667	270	417
WP_004280727.1	lcl|NZ_AOVM01000050.1_cds_WP_000608295.1_980	34.717	265	417
WP_004280727.1	lcl|NZ_AOVM01000050.1_cds_WP_000575178.1_912	35.039	254	417
WP_004280727.1	lcl|NZ_AOVM01000046.1_cds_WP_001281953.1_745	28.440	327	417
WP_004280727.1	lcl|NZ_AOVM01000050.1_cds_WP_000346036.1_951	29.367	395	417
WP_004280727.1	lcl|NZ_AOVM01000050.1_cds_WP_000582222.1_970	37.850	214	417
WP_004280727.1	lcl|NZ_AOVM01000050.1_cds_WP_000947844.1_958	27.239	268	417
WP_004280727.1	lcl|NZ_AOVM01000141.1_cds_WP_000538752.1_3740	27.668	253	417
WP_004280727.1	lcl|NZ_AOVM01000052.1_cds_WP_001982414.1_1063	24.280	243	417
WP_237578347.1	lcl|NZ_AOVM01000050.1_cds_WP_000698820.1_946	42.454	603	611
WP_004280422.1	lcl|NZ_AOVM01000032.1_cds_WP_001014594.1_606	27.236	246	242
WP_004280656.1	lcl|NZ_AOVM01000140.1_cds_WP_000998676.1_3711	32.271	251	255
WP_004280656.1	lcl|NZ_AOVM01000088.1_cds_WP_000566240.1_1831	27.843	255	255
WP_004280656.1	lcl|NZ_AOVM01000092.1_cds_WP_000043153.1_1956	26.038	265	255
WP_004280656.1	lcl|NZ_AOVM01000002.1_cds_WP_000653653.1_19	26.820	261	255
WP_004280656.1	lcl|NZ_AOVM01000088.1_cds_WP_001968389.1_1859	27.757	263	255
WP_004280656.1	lcl|NZ_AOVM01000016.1_cds_WP_000351752.1_237	24.535	269	255
WP_004280656.1	lcl|NZ_AOVM01000101.1_cds_WP_000646914.1_2198	27.568	185	255
WP_004280656.1	lcl|NZ_AOVM01000119.1_cds_WP_000800040.1_2843	27.320	194	255
WP_004280656.1	lcl|NZ_AOVM01000050.1_cds_WP_000723090.1_906	27.861	201	255
WP_004280656.1	lcl|NZ_AOVM01000119.1_cds_WP_001069860.1_2849	26.220	164	255
WP_004280656.1	lcl|NZ_AOVM01000111.1_cds_WP_001074690.1_2613	24.352	193	255
WP_004280656.1	lcl|NZ_AOVM01000134.1_cds_WP_000093663.1_3471	23.000	200	255
