WP_002764162.1	lcl|NZ_JQQT01000066.1_cds_WP_000340715.1_1468	93.902	82	106
WP_004279997.1	lcl|NZ_JQQT01000066.1_cds_WP_000410266.1_1467	91.613	310	327
WP_004279997.1	lcl|NZ_JQQT01000066.1_cds_WP_000646254.1_1464	27.778	252	327
WP_004279997.1	lcl|NZ_JQQT01000021.1_cds_WP_000744698.1_441	22.936	327	327
WP_004279997.1	lcl|NZ_JQQT01000258.1_cds_WP_000723091.1_3728	22.759	290	327
WP_004279997.1	lcl|NZ_JQQT01000066.1_cds_WP_001067557.1_1461	24.847	326	327
WP_004279997.1	lcl|NZ_JQQT01000078.1_cds_WP_002072074.1_1714	23.856	306	327
WP_004280807.1	lcl|NZ_JQQT01000258.1_cds_WP_000282882.1_3732	29.362	235	220
WP_004280807.1	lcl|NZ_JQQT01000071.1_cds_WP_001099039.1_1585	26.906	223	220
WP_004280807.1	lcl|NZ_JQQT01000168.1_cds_WP_061231898.1_3161	29.808	104	220
WP_004280807.1	lcl|NZ_JQQT01000028.1_cds_WP_000868623.1_594	29.670	91	220
WP_004280807.1	lcl|NZ_JQQT01000258.1_cds_WP_001114273.1_3725	26.136	176	220
WP_004280807.1	lcl|NZ_JQQT01000068.1_cds_WP_000262844.1_1526	24.638	207	220
WP_004280570.1	lcl|NZ_JQQT01000189.1_cds_WP_001033784.1_3351	32.571	350	354
WP_004280570.1	lcl|NZ_JQQT01000046.1_cds_WP_061231787.1_986	33.898	295	354
WP_004280570.1	lcl|NZ_JQQT01000189.1_cds_WP_002072154.1_3345	28.435	313	354
WP_004280570.1	lcl|NZ_JQQT01000189.1_cds_WP_001033784.1_3351	32.571	350	354
WP_004280570.1	lcl|NZ_JQQT01000046.1_cds_WP_061231787.1_986	33.898	295	354
WP_004280570.1	lcl|NZ_JQQT01000189.1_cds_WP_002072154.1_3345	28.435	313	354
WP_004280623.1	lcl|NZ_JQQT01000132.1_cds_WP_000696059.1_2620	43.373	166	230
WP_004280623.1	lcl|NZ_JQQT01000196.1_cds_WP_001014587.1_3407	28.365	208	230
WP_004280623.1	lcl|NZ_JQQT01000189.1_cds_WP_000440091.1_3346	25.118	211	230
WP_004280623.1	lcl|NZ_JQQT01000037.1_cds_WP_000721854.1_812	30.000	110	230
WP_004280004.1	lcl|NZ_JQQT01000023.1_cds_WP_001281953.1_468	32.172	373	387
WP_004280004.1	lcl|NZ_JQQT01000045.1_cds_WP_000228801.1_934	34.728	239	387
WP_004280004.1	lcl|NZ_JQQT01000066.1_cds_WP_000608294.1_1459	34.322	236	387
WP_004280004.1	lcl|NZ_JQQT01000189.1_cds_WP_000172659.1_3343	34.400	250	387
WP_004280004.1	lcl|NZ_JQQT01000066.1_cds_WP_001198107.1_1460	36.893	206	387
WP_004280004.1	lcl|NZ_JQQT01000076.1_cds_WP_000575181.1_1652	29.329	283	387
WP_004280004.1	lcl|NZ_JQQT01000211.1_cds_WP_000538755.1_3538	27.103	321	387
