WP_002764162.1	lcl|NZ_AFLR01000457.1_cds_WP_000340715.1_360	93.902	82	106
WP_004279997.1	lcl|NZ_AFLR01000457.1_cds_WP_000410273.1_359	91.613	310	327
WP_004279997.1	lcl|NZ_AFLR01000020.1_cds_WP_000093099.1_3644	58.730	63	327
WP_004279997.1	lcl|NZ_AFLR01000457.1_cds_WP_000646250.1_356	28.175	252	327
WP_004279997.1	lcl|NZ_AFLR01000299.1_cds_WP_000723090.1_898	22.414	290	327
WP_004279997.1	lcl|NZ_AFLR01000119.1_cds_WP_000744699.1_2648	22.464	276	327
WP_004279997.1	lcl|NZ_AFLR01000106.1_cds_WP_000325242.1_2922	23.926	163	327
WP_004279997.1	lcl|NZ_AFLR01000255.1_cds_WP_001984071.1_1376	23.529	306	327
WP_004280069.1	lcl|NZ_AFLR01000106.1_cds_WP_000202830.1_2912	42.210	353	361
WP_004280807.1	lcl|NZ_AFLR01000299.1_cds_WP_000282880.1_902	29.787	235	220
WP_004280807.1	lcl|NZ_AFLR01000159.1_cds_WP_001099029.1_2057	26.906	223	220
WP_004280807.1	lcl|NZ_AFLR01000194.1_cds_WP_001068986.1_1675	30.435	92	220
WP_004280807.1	lcl|NZ_AFLR01000132.1_cds_WP_000840858.1_2357	29.808	104	220
WP_004280807.1	lcl|NZ_AFLR01000176.1_cds_WP_000868621.1_1918	29.670	91	220
WP_004280807.1	lcl|NZ_AFLR01000137.1_cds_WP_000262844.1_2314	24.638	207	220
WP_004280807.1	lcl|NZ_AFLR01000273.1_cds_WP_001114267.1_1179	26.136	176	220
WP_004280570.1	lcl|NZ_AFLR01000106.1_cds_WP_001230564.1_2919	35.988	339	354
WP_004280570.1	lcl|NZ_AFLR01000106.1_cds_WP_000582618.1_2915	33.742	326	354
WP_004280570.1	lcl|NZ_AFLR01000018.1_cds_WP_001011675.1_3678	33.898	295	354
WP_004280570.1	lcl|NZ_AFLR01000106.1_cds_WP_001230564.1_2919	35.988	339	354
WP_004280570.1	lcl|NZ_AFLR01000106.1_cds_WP_000582618.1_2915	33.742	326	354
