WP_002764162.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360260.1_2313	62.162	74	106
WP_004279997.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360372.1_2314	82.278	316	327
WP_004279997.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360263.1_2317	24.066	241	327
WP_004279997.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100725791.1_1808	23.006	326	327
WP_004279997.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135638554.1_2365	25.591	254	327
WP_004279997.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360278.1_2333	20.524	229	327
WP_004279997.1	lcl|NZ_JAMQPU010000006.1_cds_WP_100715920.1_3461	21.788	179	327
WP_004279997.1	lcl|NZ_JAMQPU010000002.1_cds_WP_265359989.1_1246	23.248	314	327
WP_004280807.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135591985.1_2657	23.228	254	220
WP_004280807.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360287.1_2342	31.707	123	220
WP_004280807.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135638558.1_2368	34.234	111	220
WP_004280807.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360308.1_2363	33.846	130	220
WP_004280807.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135592286.1_2371	34.043	94	220
WP_004280807.1	lcl|NZ_JAMQPU010000007.1_cds_WP_135651999.1_3554	48.000	50	220
WP_004280807.1	lcl|NZ_JAMQPU010000002.1_cds_WP_165780357.1_2176	31.193	109	220
WP_004280807.1	lcl|NZ_JAMQPU010000005.1_cds_WP_100727529.1_3199	28.421	95	220
WP_004280807.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135592290.1_2369	29.126	103	220
WP_004280570.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360266.1_2320	38.554	332	354
WP_004280570.1	lcl|NZ_JAMQPU010000001.1_cds_WP_135593803.1_596	35.135	296	354
WP_004280570.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360266.1_2320	38.554	332	354
WP_004280570.1	lcl|NZ_JAMQPU010000001.1_cds_WP_135593803.1_596	35.135	296	354
WP_004280623.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135653153.1_1406	32.883	222	230
WP_004280623.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135653145.1_1391	26.496	117	230
WP_004280623.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360281.1_2336	26.667	120	230
WP_004280004.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135593278.1_1538	31.694	366	387
WP_004280004.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360264.1_2318	32.917	240	387
WP_004280004.1	lcl|NZ_JAMQPU010000001.1_cds_WP_100715612.1_417	23.362	351	387
WP_004280553.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135592047.1_2607	25.000	220	572
WP_004280553.1	lcl|NZ_JAMQPU010000003.1_cds_WP_135592047.1_2607	25.000	220	572
WP_004280727.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360264.1_2318	28.754	313	417
WP_004280727.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135593278.1_1538	27.795	331	417
WP_004280727.1	lcl|NZ_JAMQPU010000001.1_cds_WP_100718929.1_762	31.308	214	417
WP_004280727.1	lcl|NZ_JAMQPU010000001.1_cds_WP_100715612.1_417	25.856	263	417
WP_004280727.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360288.1_2343	28.125	96	417
WP_237578348.1	lcl|NZ_JAMQPU010000002.1_cds_WP_100725914.1_1983	30.645	124	207
WP_004280422.1	lcl|NZ_JAMQPU010000002.1_cds_WP_135653153.1_1406	24.896	241	242
WP_004280422.1	lcl|NZ_JAMQPU010000003.1_cds_WP_265360281.1_2336	39.583	48	242
