WP_002764162.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614501.1_3184	97.561	82	106
WP_004279997.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494857.1_3183	96.463	311	327
WP_004279997.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004497949.1_3136	22.179	257	327
WP_004279997.1	lcl|NZ_JAMKEM010000007.1_cds_WP_002615921.1_3618	23.765	324	327
WP_004279997.1	lcl|NZ_JAMKEM010000002.1_cds_WP_004499129.1_1526	22.837	289	327
WP_004279997.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614506.1_3134	22.707	229	327
WP_004279997.1	lcl|NZ_JAMKEM010000034.1_cds_M9Y82_RS15875_2527	25.000	260	327
WP_004280069.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004498682.1_3182	96.676	361	361
WP_004280807.1	lcl|NZ_JAMKEM010000005.1_cds_WP_020782190.1_3181	96.347	219	220
WP_004280807.1	lcl|NZ_JAMKEM010000002.1_cds_WP_004498184.1_1531	28.261	230	220
WP_004280807.1	lcl|NZ_JAMKEM010000011.1_cds_WP_002632255.1_392	27.313	227	220
WP_004280807.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004497930.1_3141	28.571	133	220
WP_004280807.1	lcl|NZ_JAMKEM010000008.1_cds_WP_004496741.1_3740	31.034	116	220
WP_004280807.1	lcl|NZ_JAMKEM010000029.1_cds_WP_020781955.1_2098	29.787	94	220
WP_004280570.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614492.1_3180	96.610	354	354
WP_004280570.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494852.1_3162	32.986	288	354
WP_004280570.1	lcl|NZ_JAMKEM010000041.1_cds_WP_004495899.1_2936	33.447	293	354
WP_004280570.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614492.1_3180	96.610	354	354
WP_004280570.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494852.1_3162	32.986	288	354
WP_004280570.1	lcl|NZ_JAMKEM010000041.1_cds_WP_004495899.1_2936	33.447	293	354
WP_004280623.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614497.1_3179	96.087	230	230
