WP_002764162.1	lcl|NZ_AHQE01000181.1_cds_WP_000340713.1_1220	92.683	82	106
WP_004279997.1	lcl|NZ_AHQE01000181.1_cds_WP_000412665.1_1221	90.000	310	327
WP_004279997.1	lcl|NZ_AHQE01000181.1_cds_WP_000699347.1_1225	22.772	303	327
WP_004279997.1	lcl|NZ_AHQE01000171.1_cds_WP_000744700.1_1476	22.936	327	327
WP_004279997.1	lcl|NZ_AHQE01000181.1_cds_WP_000723077.1_1234	21.014	276	327
WP_004279997.1	lcl|NZ_AHQE01000064.1_cds_WP_000723094.1_3175	22.759	290	327
WP_004279997.1	lcl|NZ_AHQE01000054.1_cds_WP_001984071.1_3563	23.529	306	327
WP_004280807.1	lcl|NZ_AHQE01000181.1_cds_WP_001005151.1_1271	28.205	195	220
WP_004280807.1	lcl|NZ_AHQE01000064.1_cds_WP_000282884.1_3171	29.362	235	220
WP_004280807.1	lcl|NZ_AHQE01000077.1_cds_WP_001099033.1_2874	26.009	223	220
WP_004280807.1	lcl|NZ_AHQE01000181.1_cds_WP_000808025.1_1227	36.283	113	220
WP_004280807.1	lcl|NZ_AHQE01000055.1_cds_WP_000840860.1_3544	29.808	104	220
WP_004280807.1	lcl|NZ_AHQE01000181.1_cds_WP_000703222.1_1264	29.348	92	220
WP_004280807.1	lcl|NZ_AHQE01000193.1_cds_WP_000868621.1_1037	29.670	91	220
WP_004280807.1	lcl|NZ_AHQE01000064.1_cds_WP_001114270.1_3178	26.136	176	220
WP_004280807.1	lcl|NZ_AHQE01000201.1_cds_WP_000262844.1_941	24.638	207	220
WP_004280570.1	lcl|NZ_AHQE01000181.1_cds_WP_000853941.1_1237	37.910	335	354
WP_004280570.1	lcl|NZ_AHQE01000181.1_cds_WP_000275581.1_1226	32.036	334	354
WP_004280570.1	lcl|NZ_AHQE01000181.1_cds_WP_000155110.1_1255	32.508	323	354
WP_004280570.1	lcl|NZ_AHQE01000096.1_cds_WP_001011675.1_2541	33.898	295	354
WP_004280570.1	lcl|NZ_AHQE01000181.1_cds_WP_000853941.1_1237	37.910	335	354
WP_004280570.1	lcl|NZ_AHQE01000181.1_cds_WP_000275581.1_1226	32.036	334	354
WP_004280570.1	lcl|NZ_AHQE01000181.1_cds_WP_000155110.1_1255	32.508	323	354
WP_004280570.1	lcl|NZ_AHQE01000096.1_cds_WP_001011675.1_2541	33.898	295	354
WP_004280623.1	lcl|NZ_AHQE01000181.1_cds_WP_000721297.1_1251	37.327	217	230
WP_004280623.1	lcl|NZ_AHQE01000020.1_cds_WP_001014590.1_3732	28.365	208	230
WP_004280623.1	lcl|NZ_AHQE01000158.1_cds_WP_000721859.1_1762	30.000	110	230
WP_004280004.1	lcl|NZ_AHQE01000181.1_cds_WP_001154829.1_1248	31.092	357	387
WP_004280004.1	lcl|NZ_AHQE01000192.1_cds_WP_001281957.1_1043	31.903	373	387
WP_004280004.1	lcl|NZ_AHQE01000181.1_cds_WP_001054317.1_1235	35.223	247	387
WP_004280004.1	lcl|NZ_AHQE01000181.1_cds_WP_000738262.1_1249	33.205	259	387
WP_004280004.1	lcl|NZ_AHQE01000064.1_cds_WP_000575187.1_3169	30.035	283	387
WP_004280004.1	lcl|NZ_AHQE01000153.1_cds_WP_000538758.1_1836	27.103	321	387
WP_004280004.1	lcl|NZ_AHQE01000226.1_cds_WP_001982414.1_725	26.160	237	387
WP_004280553.1	lcl|NZ_AHQE01000181.1_cds_WP_000721297.1_1251	37.603	242	572
WP_004280553.1	lcl|NZ_AHQE01000099.1_cds_WP_000613386.1_2454	23.077	130	572
WP_004280553.1	lcl|NZ_AHQE01000158.1_cds_WP_000721859.1_1762	33.333	117	572
WP_004280553.1	lcl|NZ_AHQE01000181.1_cds_WP_000721297.1_1251	37.603	242	572
WP_004280553.1	lcl|NZ_AHQE01000099.1_cds_WP_000613386.1_2454	23.077	130	572
WP_004280553.1	lcl|NZ_AHQE01000158.1_cds_WP_000721859.1_1762	33.333	117	572
WP_004280727.1	lcl|NZ_AHQE01000181.1_cds_WP_001154829.1_1248	33.468	248	417
WP_004280727.1	lcl|NZ_AHQE01000192.1_cds_WP_001281957.1_1043	28.440	327	417
WP_004280727.1	lcl|NZ_AHQE01000064.1_cds_WP_000575187.1_3169	33.591	259	417
WP_004280727.1	lcl|NZ_AHQE01000181.1_cds_WP_000738262.1_1249	32.424	330	417
WP_004280727.1	lcl|NZ_AHQE01000181.1_cds_WP_001054317.1_1235	30.342	234	417
WP_004280727.1	lcl|NZ_AHQE01000153.1_cds_WP_000538758.1_1836	27.843	255	417
WP_004280727.1	lcl|NZ_AHQE01000226.1_cds_WP_001982414.1_725	24.280	243	417
WP_004280422.1	lcl|NZ_AHQE01000181.1_cds_WP_000721297.1_1251	33.333	240	242
WP_004280422.1	lcl|NZ_AHQE01000020.1_cds_WP_001014590.1_3732	27.236	246	242
WP_004280656.1	lcl|NZ_AHQE01000211.1_cds_WP_000998674.1_860	32.271	251	255
WP_004280656.1	lcl|NZ_AHQE01000283.1_cds_WP_000566240.1_323	27.843	255	255
WP_004280656.1	lcl|NZ_AHQE01000065.1_cds_WP_000043153.1_3153	26.038	265	255
WP_004280656.1	lcl|NZ_AHQE01000147.1_cds_WP_000653653.1_1980	26.820	261	255
WP_004280656.1	lcl|NZ_AHQE01000283.1_cds_WP_001968389.1_352	27.757	263	255
WP_004280656.1	lcl|NZ_AHQE01000149.1_cds_WP_000351753.1_1915	24.535	269	255
WP_004280656.1	lcl|NZ_AHQE01000285.1_cds_WP_000646911.1_284	27.568	185	255
WP_004280656.1	lcl|NZ_AHQE01000058.1_cds_WP_002067215.1_3494	27.320	194	255
WP_004280656.1	lcl|NZ_AHQE01000058.1_cds_WP_001069862.1_3488	26.220	164	255
WP_004280656.1	lcl|NZ_AHQE01000064.1_cds_WP_000723094.1_3175	27.363	201	255
WP_004280656.1	lcl|NZ_AHQE01000280.1_cds_WP_001074688.1_474	24.352	193	255
WP_004280656.1	lcl|NZ_AHQE01000097.1_cds_WP_000093664.1_2522	23.000	200	255
WP_004280656.1	lcl|NZ_AHQE01000171.1_cds_WP_000744700.1_1476	33.333	72	255
WP_004280493.1	lcl|NZ_AHQE01000115.1_cds_WP_002185292.1_2258	27.879	330	314
WP_004280665.1	lcl|NZ_AHQE01000181.1_cds_WP_000853941.1_1237	35.531	273	282
WP_004280665.1	lcl|NZ_AHQE01000181.1_cds_WP_000275581.1_1226	36.786	280	282
WP_004280665.1	lcl|NZ_AHQE01000096.1_cds_WP_001011675.1_2541	38.328	287	282
WP_004280665.1	lcl|NZ_AHQE01000181.1_cds_WP_000155110.1_1255	35.211	284	282
WP_004280909.1	lcl|NZ_AHQE01000192.1_cds_WP_001281957.1_1043	38.250	400	401
WP_004280909.1	lcl|NZ_AHQE01000181.1_cds_WP_000738262.1_1249	32.412	398	401
WP_004280909.1	lcl|NZ_AHQE01000181.1_cds_WP_001154829.1_1248	34.844	353	401
WP_004280909.1	lcl|NZ_AHQE01000064.1_cds_WP_000575187.1_3169	28.889	360	401
