WP_002764162.1	lcl|NZ_AOUZ01000009.1_cds_WP_000340715.1_245	93.902	82	106
WP_004279997.1	lcl|NZ_AOUZ01000009.1_cds_WP_000410273.1_244	91.613	310	327
WP_004279997.1	lcl|NZ_AOUZ01000009.1_cds_WP_000093099.1_224	58.730	63	327
WP_004279997.1	lcl|NZ_AOUZ01000009.1_cds_WP_000646250.1_241	28.175	252	327
WP_004279997.1	lcl|NZ_AOUZ01000132.1_cds_WP_000744700.1_3154	22.936	327	327
WP_004279997.1	lcl|NZ_AOUZ01000009.1_cds_WP_000600889.1_215	23.656	186	327
WP_004279997.1	lcl|NZ_AOUZ01000148.1_cds_WP_000723090.1_3749	22.414	290	327
WP_004279997.1	lcl|NZ_AOUZ01000009.1_cds_WP_001067557.1_238	24.847	326	327
WP_004279997.1	lcl|NZ_AOUZ01000040.1_cds_WP_001984071.1_759	23.529	306	327
WP_004280069.1	lcl|NZ_AOUZ01000009.1_cds_WP_000202830.1_205	42.210	353	361
WP_004280807.1	lcl|NZ_AOUZ01000148.1_cds_WP_000282880.1_3753	29.787	235	220
WP_004280807.1	lcl|NZ_AOUZ01000028.1_cds_WP_001099029.1_581	26.906	223	220
WP_004280807.1	lcl|NZ_AOUZ01000009.1_cds_WP_001068986.1_187	30.435	92	220
WP_004280807.1	lcl|NZ_AOUZ01000031.1_cds_WP_000840858.1_645	29.808	104	220
WP_004280807.1	lcl|NZ_AOUZ01000006.1_cds_WP_000868621.1_71	29.670	91	220
WP_004280807.1	lcl|NZ_AOUZ01000070.1_cds_WP_000262844.1_1431	24.638	207	220
WP_004280807.1	lcl|NZ_AOUZ01000148.1_cds_WP_001114267.1_3746	26.136	176	220
WP_004280570.1	lcl|NZ_AOUZ01000009.1_cds_WP_001230564.1_212	35.988	339	354
WP_004280570.1	lcl|NZ_AOUZ01000009.1_cds_WP_000582618.1_208	33.742	326	354
WP_004280570.1	lcl|NZ_AOUZ01000008.1_cds_WP_001011675.1_84	33.898	295	354
WP_004280570.1	lcl|NZ_AOUZ01000009.1_cds_WP_001230564.1_212	35.988	339	354
WP_004280570.1	lcl|NZ_AOUZ01000009.1_cds_WP_000582618.1_208	33.742	326	354
WP_004280570.1	lcl|NZ_AOUZ01000008.1_cds_WP_001011675.1_84	33.898	295	354
WP_004280623.1	lcl|NZ_AOUZ01000069.1_cds_WP_001014594.1_1391	28.365	208	230
WP_004280623.1	lcl|NZ_AOUZ01000096.1_cds_WP_000721859.1_2272	30.000	110	230
WP_004280359.1	lcl|NZ_AOUZ01000009.1_cds_WP_000698820.1_202	42.020	614	599
WP_004280004.1	lcl|NZ_AOUZ01000009.1_cds_WP_000582222.1_226	38.211	246	387
WP_004280004.1	lcl|NZ_AOUZ01000109.1_cds_WP_001281953.1_2601	32.172	373	387
WP_004280004.1	lcl|NZ_AOUZ01000009.1_cds_WP_000608295.1_236	34.322	236	387
WP_004280004.1	lcl|NZ_AOUZ01000009.1_cds_WP_000947844.1_214	31.559	263	387
WP_004280004.1	lcl|NZ_AOUZ01000009.1_cds_WP_001198107.1_237	36.893	206	387
WP_004280004.1	lcl|NZ_AOUZ01000009.1_cds_WP_000346036.1_207	27.147	361	387
WP_004280004.1	lcl|NZ_AOUZ01000009.1_cds_WP_000575178.1_168	29.682	283	387
WP_004280004.1	lcl|NZ_AOUZ01000086.1_cds_WP_000538752.1_1841	27.103	321	387
