WP_002764162.1	lcl|NZ_JQOZ01000002.1_cds_WP_000340715.1_28	93.902	82	106
WP_004279997.1	lcl|NZ_JQOZ01000002.1_cds_WP_000410273.1_29	91.613	310	327
WP_004279997.1	lcl|NZ_JQOZ01000002.1_cds_WP_000646251.1_32	27.778	252	327
WP_004279997.1	lcl|NZ_JQOZ01000017.1_cds_WP_000744704.1_781	22.936	327	327
WP_004279997.1	lcl|NZ_JQOZ01000028.1_cds_WP_000723086.1_1127	22.414	290	327
WP_004279997.1	lcl|NZ_JQOZ01000002.1_cds_WP_001067557.1_35	24.847	326	327
WP_004279997.1	lcl|NZ_JQOZ01000019.1_cds_WP_002072074.1_844	23.856	306	327
WP_004280807.1	lcl|NZ_JQOZ01000028.1_cds_WP_000282880.1_1123	29.787	235	220
WP_004280807.1	lcl|NZ_JQOZ01000018.1_cds_WP_045192583.1_814	26.906	223	220
WP_004280807.1	lcl|NZ_JQOZ01000073.1_cds_WP_000840860.1_2265	29.808	104	220
WP_004280807.1	lcl|NZ_JQOZ01000023.1_cds_WP_000868621.1_1015	29.670	91	220
WP_004280807.1	lcl|NZ_JQOZ01000028.1_cds_WP_001114264.1_1130	26.136	176	220
WP_004280807.1	lcl|NZ_JQOZ01000145.1_cds_WP_000262844.1_3351	24.638	207	220
WP_004280570.1	lcl|NZ_JQOZ01000002.1_cds_WP_002106334.1_61	31.965	341	354
WP_004280570.1	lcl|NZ_JQOZ01000089.1_cds_WP_001011666.1_2488	33.898	295	354
WP_004280570.1	lcl|NZ_JQOZ01000002.1_cds_WP_002068380.1_55	28.435	313	354
WP_004280570.1	lcl|NZ_JQOZ01000002.1_cds_WP_002106334.1_61	31.965	341	354
WP_004280570.1	lcl|NZ_JQOZ01000089.1_cds_WP_001011666.1_2488	33.898	295	354
WP_004280570.1	lcl|NZ_JQOZ01000002.1_cds_WP_002068380.1_55	28.435	313	354
WP_004280623.1	lcl|NZ_JQOZ01000094.1_cds_WP_000696060.1_2608	43.373	166	230
WP_004280623.1	lcl|NZ_JQOZ01000117.1_cds_WP_045192941.1_3010	28.365	208	230
WP_004280623.1	lcl|NZ_JQOZ01000002.1_cds_WP_000440092.1_56	25.676	222	230
WP_004280623.1	lcl|NZ_JQOZ01000039.1_cds_WP_000721859.1_1533	30.000	110	230
WP_004280004.1	lcl|NZ_JQOZ01000019.1_cds_WP_001281953.1_880	32.172	373	387
WP_004280004.1	lcl|NZ_JQOZ01000002.1_cds_WP_000608292.1_37	34.322	236	387
WP_004280004.1	lcl|NZ_JQOZ01000002.1_cds_WP_000172657.1_53	33.333	249	387
WP_004280004.1	lcl|NZ_JQOZ01000002.1_cds_WP_001198107.1_36	36.893	206	387
WP_004280004.1	lcl|NZ_JQOZ01000028.1_cds_WP_000575178.1_1121	29.682	283	387
WP_004280004.1	lcl|NZ_JQOZ01000177.1_cds_WP_000538750.1_3666	27.103	321	387
WP_004280004.1	lcl|NZ_JQOZ01000135.1_cds_WP_001982414.1_3245	26.160	237	387
WP_004280553.1	lcl|NZ_JQOZ01000094.1_cds_WP_000696060.1_2608	35.246	244	572
WP_004280553.1	lcl|NZ_JQOZ01000002.1_cds_WP_000440092.1_56	27.805	205	572
WP_004280553.1	lcl|NZ_JQOZ01000038.1_cds_WP_000613386.1_1497	23.077	130	572
WP_004280553.1	lcl|NZ_JQOZ01000039.1_cds_WP_000721859.1_1533	33.333	117	572
WP_004280553.1	lcl|NZ_JQOZ01000094.1_cds_WP_000696060.1_2608	35.246	244	572
WP_004280553.1	lcl|NZ_JQOZ01000002.1_cds_WP_000440092.1_56	27.805	205	572
WP_004280553.1	lcl|NZ_JQOZ01000038.1_cds_WP_000613386.1_1497	23.077	130	572
WP_004280553.1	lcl|NZ_JQOZ01000039.1_cds_WP_000721859.1_1533	33.333	117	572
WP_004280727.1	lcl|NZ_JQOZ01000002.1_cds_WP_001198107.1_36	36.667	270	417
WP_004280727.1	lcl|NZ_JQOZ01000002.1_cds_WP_000608292.1_37	33.793	290	417
WP_004280727.1	lcl|NZ_JQOZ01000028.1_cds_WP_000575178.1_1121	35.039	254	417
WP_004280727.1	lcl|NZ_JQOZ01000019.1_cds_WP_001281953.1_880	28.440	327	417
WP_004280727.1	lcl|NZ_JQOZ01000002.1_cds_WP_000172657.1_53	29.609	358	417
WP_004280727.1	lcl|NZ_JQOZ01000177.1_cds_WP_000538750.1_3666	27.843	255	417
WP_004280727.1	lcl|NZ_JQOZ01000135.1_cds_WP_001982414.1_3245	24.280	243	417
WP_004280422.1	lcl|NZ_JQOZ01000094.1_cds_WP_000696060.1_2608	32.536	209	242
WP_004280422.1	lcl|NZ_JQOZ01000117.1_cds_WP_045192941.1_3010	27.236	246	242
WP_004280656.1	lcl|NZ_JQOZ01000017.1_cds_WP_000998676.1_755	32.271	251	255
WP_004280656.1	lcl|NZ_JQOZ01000028.1_cds_WP_000412933.1_1097	28.846	260	255
WP_004280656.1	lcl|NZ_JQOZ01000008.1_cds_WP_000566240.1_350	27.843	255	255
WP_004280656.1	lcl|NZ_JQOZ01000049.1_cds_WP_000043153.1_1780	26.038	265	255
WP_004280656.1	lcl|NZ_JQOZ01000033.1_cds_WP_000653653.1_1243	26.820	261	255
WP_004280656.1	lcl|NZ_JQOZ01000008.1_cds_WP_001968389.1_322	27.757	263	255
WP_004280656.1	lcl|NZ_JQOZ01000153.1_cds_WP_000351753.1_3426	24.535	269	255
WP_004280656.1	lcl|NZ_JQOZ01000028.1_cds_WP_000750438.1_1101	24.409	254	255
WP_004280656.1	lcl|NZ_JQOZ01000002.1_cds_WP_000980525.1_47	27.419	248	255
WP_004280656.1	lcl|NZ_JQOZ01000003.1_cds_WP_042751881.1_122	27.568	185	255
WP_004280656.1	lcl|NZ_JQOZ01000165.1_cds_WP_002067215.1_3559	27.320	194	255
WP_004280656.1	lcl|NZ_JQOZ01000008.1_cds_WP_001069863.1_385	26.220	164	255
WP_004280656.1	lcl|NZ_JQOZ01000028.1_cds_WP_000723086.1_1127	27.861	201	255
WP_004280656.1	lcl|NZ_JQOZ01000036.1_cds_WP_000093664.1_1428	23.000	200	255
WP_004280656.1	lcl|NZ_JQOZ01000006.1_cds_WP_001074690.1_245	24.352	193	255
WP_004280656.1	lcl|NZ_JQOZ01000017.1_cds_WP_000744704.1_781	33.333	72	255
WP_004280493.1	lcl|NZ_JQOZ01000068.1_cds_WP_002185292.1_2171	27.879	330	314
