WP_002764162.1	lcl|NZ_JAMQPV010000001.1_cds_WP_135663333.1_2561	62.162	74	106
WP_004279997.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375788.1_2560	83.067	313	327
WP_004279997.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375762.1_2534	21.992	241	327
WP_004279997.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375785.1_2557	25.879	313	327
WP_004279997.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374012.1_363	23.006	326	327
WP_004279997.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375714.1_2485	24.803	254	327
WP_004279997.1	lcl|NZ_JAMQPV010000004.1_cds_WP_265376671.1_3530	21.788	179	327
WP_004279997.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374464.1_911	24.149	323	327
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375711.1_2482	37.838	111	220
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375482.1_2165	23.887	247	220
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375716.1_2487	32.847	137	220
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375736.1_2508	27.835	97	220
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375708.1_2479	31.915	94	220
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265373717.1_9	29.358	109	220
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375420.1_2083	32.407	108	220
WP_004280807.1	lcl|NZ_JAMQPV010000002.1_cds_WP_265376043.1_2782	28.571	105	220
WP_004280807.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375710.1_2481	29.126	103	220
WP_004280570.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375759.1_2531	37.651	332	354
WP_004280570.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375753.1_2525	36.471	340	354
WP_004280570.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374858.1_1383	35.216	301	354
WP_004280570.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375759.1_2531	37.651	332	354
WP_004280570.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375753.1_2525	36.471	340	354
WP_004280570.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374858.1_1383	35.216	301	354
WP_004280623.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374345.1_757	31.050	219	230
WP_004280623.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375746.1_2518	33.051	118	230
WP_004280623.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265374356.1_772	26.496	117	230
WP_004280623.1	lcl|NZ_JAMQPV010000001.1_cds_WP_265375755.1_2527	31.343	67	230
