WP_002764162.1	lcl|NZ_NPEH01000251.1_cds_WP_100747355.1_1464	92.683	82	106
WP_004279997.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	78.135	311	327
WP_004279997.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	22.222	324	327
WP_004280807.1	lcl|NZ_NPEH01000732.1_cds_WP_100748418.1_3932	31.313	99	220
WP_004280807.1	lcl|NZ_NPEH01000415.1_cds_WP_100747879.1_2528	29.412	102	220
WP_004280807.1	lcl|NZ_NPEH01000243.1_cds_WP_100747316.1_1402	28.125	128	220
WP_004280807.1	lcl|NZ_NPEH01000483.1_cds_WP_165783554.1_2891	27.523	109	220
WP_004280807.1	lcl|NZ_NPEH01000054.1_cds_WP_100746101.1_3172	29.310	116	220
WP_004280807.1	lcl|NZ_NPEH01000133.1_cds_WP_100746778.1_437	27.957	93	220
WP_004280807.1	lcl|NZ_NPEH01000066.1_cds_WP_207763178.1_3668	34.951	103	220
WP_004280570.1	lcl|NZ_NPEH01000080.1_cds_WP_100746357.1_4144	35.650	331	354
WP_004280570.1	lcl|NZ_NPEH01000080.1_cds_WP_100746366.1_4152	36.963	349	354
WP_004280570.1	lcl|NZ_NPEH01000194.1_cds_WP_100747095.1_992	32.740	281	354
WP_004280570.1	lcl|NZ_NPEH01000080.1_cds_WP_100746357.1_4144	35.650	331	354
WP_004280570.1	lcl|NZ_NPEH01000080.1_cds_WP_100746366.1_4152	36.963	349	354
WP_004280570.1	lcl|NZ_NPEH01000194.1_cds_WP_100747095.1_992	32.740	281	354
WP_004280623.1	lcl|NZ_NPEH01000501.1_cds_WP_100748082.1_3013	32.609	230	230
WP_004280623.1	lcl|NZ_NPEH01000425.1_cds_WP_100747911.1_2588	32.727	110	230
WP_004280004.1	lcl|NZ_NPEH01000243.1_cds_WP_279306060.1_1406	43.515	239	387
WP_004280004.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	36.585	246	387
WP_004280004.1	lcl|NZ_NPEH01000001.1_cds_WP_207763204.1_24	30.541	370	387
WP_004280004.1	lcl|NZ_NPEH01000696.1_cds_WP_100748380.1_3777	32.707	266	387
WP_004280004.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	33.624	229	387
WP_004280004.1	lcl|NZ_NPEH01000198.1_cds_WP_100747108.1_1016	27.414	321	387
WP_004280004.1	lcl|NZ_NPEH01000819.1_cds_WP_100748485.1_4202	25.116	215	387
WP_004280553.1	lcl|NZ_NPEH01000501.1_cds_WP_100748082.1_3013	28.253	269	572
WP_004280553.1	lcl|NZ_NPEH01000018.1_cds_WP_100745621.1_861	25.397	126	572
WP_004280553.1	lcl|NZ_NPEH01000501.1_cds_WP_100748082.1_3013	28.253	269	572
WP_004280553.1	lcl|NZ_NPEH01000018.1_cds_WP_100745621.1_861	25.397	126	572
WP_004280727.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	38.393	224	417
WP_004280727.1	lcl|NZ_NPEH01000243.1_cds_WP_279306060.1_1406	34.114	299	417
WP_004280727.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	37.023	262	417
WP_004280727.1	lcl|NZ_NPEH01000001.1_cds_WP_207763204.1_24	28.736	348	417
WP_004280727.1	lcl|NZ_NPEH01000696.1_cds_WP_100748380.1_3777	28.854	253	417
