WP_002764162.1	lcl|NZ_JADDVH010000006.1_cds_WP_002725873.1_3054	100.000	82	106
WP_004279997.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733579.1_3053	97.742	310	327
WP_004279997.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733534.1_3050	27.381	252	327
WP_004279997.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	24.383	324	327
WP_004279997.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	22.337	291	327
WP_004279997.1	lcl|NZ_JADDVH010000007.1_cds_WP_002728309.1_3100	25.723	311	327
WP_004279997.1	lcl|NZ_JADDVH010000014.1_cds_WP_002743770.1_438	21.387	173	327
WP_004279997.1	lcl|NZ_JADDVH010000006.1_cds_WP_016749081.1_3021	24.503	151	327
WP_004280807.1	lcl|NZ_JADDVH010000034.1_cds_WP_032856387.1_1787	26.667	225	220
WP_004280807.1	lcl|NZ_JADDVH010000006.1_cds_WP_002742128.1_2963	26.180	233	220
WP_004280807.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733661.1_2983	33.696	92	220
WP_004280807.1	lcl|NZ_JADDVH010000019.1_cds_WP_002731944.1_729	30.172	116	220
WP_004280807.1	lcl|NZ_JADDVH010000010.1_cds_WP_002726501.1_63	29.787	94	220
WP_004280807.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733618.1_2956	25.000	176	220
WP_004280570.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740722.1_3010	36.012	336	354
WP_004280570.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740726.1_3006	32.840	338	354
WP_004280570.1	lcl|NZ_JADDVH010000028.1_cds_WP_002730849.1_1384	33.333	288	354
WP_004280570.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740722.1_3010	36.012	336	354
WP_004280570.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740726.1_3006	32.840	338	354
WP_004280570.1	lcl|NZ_JADDVH010000028.1_cds_WP_002730849.1_1384	33.333	288	354
WP_004280623.1	lcl|NZ_JADDVH010000023.1_cds_WP_002738760.1_1125	30.476	210	230
WP_004280623.1	lcl|NZ_JADDVH010000013.1_cds_WP_002723863.1_340	29.091	110	230
WP_004280623.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733600.1_2992	28.814	118	230
WP_004280359.1	lcl|NZ_JADDVH010000074.1_cds_WP_004278354.1_3083	28.550	655	599
WP_004280004.1	lcl|NZ_JADDVH010000026.1_cds_WP_002728994.1_1267	30.914	372	387
WP_004280004.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740861.1_3045	33.898	236	387
WP_004280004.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740826.1_3046	36.408	206	387
WP_004280004.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733737.1_3025	32.420	219	387
WP_004280004.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740294.1_2965	31.095	283	387
WP_004280004.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733599.1_3012	31.939	263	387
WP_004280004.1	lcl|NZ_JADDVH010000007.1_cds_WP_002738884.1_3150	28.483	323	387
WP_004280004.1	lcl|NZ_JADDVH010000008.1_cds_WP_002724641.1_3234	25.137	366	387
WP_004280066.1	lcl|NZ_JADDVH010000074.1_cds_WP_004278354.1_3083	40.902	599	583
WP_004280553.1	lcl|NZ_JADDVH010000047.1_cds_WP_002740796.1_2312	22.835	127	572
WP_004280553.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740235.1_2996	19.444	216	572
WP_004280553.1	lcl|NZ_JADDVH010000047.1_cds_WP_002740796.1_2312	22.835	127	572
WP_004280553.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740235.1_2996	19.444	216	572
WP_004280727.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740826.1_3046	36.296	270	417
WP_004280727.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740861.1_3045	33.793	290	417
WP_004280727.1	lcl|NZ_JADDVH010000026.1_cds_WP_002728994.1_1267	28.367	349	417
WP_004280727.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740294.1_2965	34.252	254	417
WP_004280727.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733737.1_3025	31.439	264	417
WP_004280727.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733599.1_3012	29.461	241	417
WP_004280727.1	lcl|NZ_JADDVH010000007.1_cds_WP_002738884.1_3150	28.452	239	417
WP_004280727.1	lcl|NZ_JADDVH010000008.1_cds_WP_002724641.1_3234	25.103	243	417
WP_237578347.1	lcl|NZ_JADDVH010000074.1_cds_WP_004278354.1_3083	30.255	628	611
WP_237578348.1	lcl|NZ_JADDVH010000025.1_cds_WP_002724246.1_1213	34.234	111	207
WP_004280422.1	lcl|NZ_JADDVH010000023.1_cds_WP_002738760.1_1125	28.571	245	242
WP_004280656.1	lcl|NZ_JADDVH010000024.1_cds_WP_002739054.1_1144	33.466	251	255
WP_004280656.1	lcl|NZ_JADDVH010000006.1_cds_WP_002733582.1_2990	27.059	255	255
WP_004280656.1	lcl|NZ_JADDVH010000021.1_cds_WP_002728745.1_982	27.451	255	255
WP_004280656.1	lcl|NZ_JADDVH010000051.1_cds_WP_002722237.1_2535	28.685	251	255
WP_004280656.1	lcl|NZ_JADDVH010000007.1_cds_WP_002735533.1_3137	27.839	273	255
WP_004280656.1	lcl|NZ_JADDVH010000009.1_cds_WP_002722691.1_3349	27.203	261	255
WP_004280656.1	lcl|NZ_JADDVH010000057.1_cds_WP_002728460.1_2656	24.907	269	255
WP_004280656.1	lcl|NZ_JADDVH010000032.1_cds_WP_002741131.1_1715	27.174	184	255
WP_004280656.1	lcl|NZ_JADDVH010000012.1_cds_WP_002728891.1_236	25.907	193	255
WP_004280656.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740024.1_2959	27.461	193	255
WP_004280656.1	lcl|NZ_JADDVH010000012.1_cds_WP_032853204.1_231	24.390	164	255
WP_004280656.1	lcl|NZ_JADDVH010000049.1_cds_WP_002739544.1_2363	24.242	198	255
WP_004280656.1	lcl|NZ_JADDVH010000031.1_cds_WP_002727447.1_1639	25.389	193	255
WP_004280656.1	lcl|NZ_JADDVH010000018.1_cds_WP_002722638.1_666	36.232	69	255
WP_004280656.1	lcl|NZ_JADDVH010000003.1_cds_WP_002741431.1_2054	25.381	197	255
WP_004280493.1	lcl|NZ_JADDVH010000005.1_cds_WP_002740185.1_2695	29.384	211	314
WP_004280665.1	lcl|NZ_JADDVH010000006.1_cds_WP_002740722.1_3010	37.868	272	282
WP_004280665.1	lcl|NZ_JADDVH010000028.1_cds_WP_002730849.1_1384	38.628	277	282
