WP_002764162.1	lcl|NZ_AOWV01000180.1_cds_WP_000340715.1_3263	93.902	82	106
WP_004279997.1	lcl|NZ_AOWV01000180.1_cds_WP_000410266.1_3262	91.613	310	327
WP_004279997.1	lcl|NZ_AOWV01000180.1_cds_WP_000646254.1_3259	27.778	252	327
WP_004279997.1	lcl|NZ_AOWV01000053.1_cds_WP_000744698.1_625	22.936	327	327
WP_004279997.1	lcl|NZ_AOWV01000108.1_cds_WP_000723091.1_1579	22.759	290	327
WP_004279997.1	lcl|NZ_AOWV01000180.1_cds_WP_001067557.1_3256	24.847	326	327
WP_004279997.1	lcl|NZ_AOWV01000063.1_cds_WP_002072074.1_874	23.856	306	327
WP_004280807.1	lcl|NZ_AOWV01000108.1_cds_WP_000282882.1_1583	29.362	235	220
WP_004280807.1	lcl|NZ_AOWV01000196.1_cds_WP_001099039.1_3657	26.906	223	220
WP_004280807.1	lcl|NZ_AOWV01000187.1_cds_WP_000840861.1_3467	29.808	104	220
WP_004280807.1	lcl|NZ_AOWV01000159.1_cds_WP_000868621.1_2587	29.670	91	220
WP_004280807.1	lcl|NZ_AOWV01000108.1_cds_WP_001114273.1_1576	26.136	176	220
WP_004280807.1	lcl|NZ_AOWV01000151.1_cds_WP_000262844.1_2474	24.638	207	220
WP_004280570.1	lcl|NZ_AOWV01000068.1_cds_WP_001033784.1_906	32.571	350	354
WP_004280570.1	lcl|NZ_AOWV01000150.1_cds_WP_001011666.1_2448	33.898	295	354
WP_004280570.1	lcl|NZ_AOWV01000068.1_cds_WP_002072154.1_912	28.435	313	354
WP_004280570.1	lcl|NZ_AOWV01000068.1_cds_WP_001033784.1_906	32.571	350	354
WP_004280570.1	lcl|NZ_AOWV01000150.1_cds_WP_001011666.1_2448	33.898	295	354
WP_004280570.1	lcl|NZ_AOWV01000068.1_cds_WP_002072154.1_912	28.435	313	354
WP_004280623.1	lcl|NZ_AOWV01000020.1_cds_WP_000696059.1_152	43.373	166	230
WP_004280623.1	lcl|NZ_AOWV01000010.1_cds_WP_001014594.1_82	28.365	208	230
WP_004280623.1	lcl|NZ_AOWV01000068.1_cds_WP_000440091.1_911	25.118	211	230
WP_004280623.1	lcl|NZ_AOWV01000122.1_cds_WP_000721854.1_1763	30.000	110	230
WP_004280004.1	lcl|NZ_AOWV01000085.1_cds_WP_001281953.1_1275	32.172	373	387
WP_004280004.1	lcl|NZ_AOWV01000041.1_cds_WP_000228801.1_383	34.728	239	387
WP_004280004.1	lcl|NZ_AOWV01000180.1_cds_WP_000608294.1_3254	34.322	236	387
WP_004280004.1	lcl|NZ_AOWV01000068.1_cds_WP_000172659.1_914	34.400	250	387
WP_004280004.1	lcl|NZ_AOWV01000180.1_cds_WP_001198107.1_3255	36.893	206	387
WP_004280004.1	lcl|NZ_AOWV01000090.1_cds_WP_000575181.1_1342	29.329	283	387
WP_004280004.1	lcl|NZ_AOWV01000100.1_cds_WP_000538754.1_1427	27.103	321	387
WP_004280004.1	lcl|NZ_AOWV01000195.1_cds_WP_001982414.1_3637	26.160	237	387
WP_004280553.1	lcl|NZ_AOWV01000020.1_cds_WP_000696059.1_152	34.836	244	572
WP_004280553.1	lcl|NZ_AOWV01000068.1_cds_WP_000440091.1_911	27.404	208	572
WP_004280553.1	lcl|NZ_AOWV01000112.1_cds_WP_000613389.1_1636	23.196	194	572
WP_004280553.1	lcl|NZ_AOWV01000122.1_cds_WP_000721854.1_1763	33.628	113	572
WP_004280553.1	lcl|NZ_AOWV01000020.1_cds_WP_000696059.1_152	34.836	244	572
WP_004280553.1	lcl|NZ_AOWV01000068.1_cds_WP_000440091.1_911	27.404	208	572
WP_004280553.1	lcl|NZ_AOWV01000112.1_cds_WP_000613389.1_1636	23.196	194	572
WP_004280553.1	lcl|NZ_AOWV01000122.1_cds_WP_000721854.1_1763	33.628	113	572
WP_004280727.1	lcl|NZ_AOWV01000180.1_cds_WP_001198107.1_3255	36.667	270	417
WP_004280727.1	lcl|NZ_AOWV01000180.1_cds_WP_000608294.1_3254	34.717	265	417
WP_004280727.1	lcl|NZ_AOWV01000085.1_cds_WP_001281953.1_1275	28.440	327	417
WP_004280727.1	lcl|NZ_AOWV01000090.1_cds_WP_000575181.1_1342	34.646	254	417
WP_004280727.1	lcl|NZ_AOWV01000068.1_cds_WP_000172659.1_914	29.050	358	417
WP_004280727.1	lcl|NZ_AOWV01000041.1_cds_WP_000228801.1_383	36.792	212	417
WP_004280727.1	lcl|NZ_AOWV01000100.1_cds_WP_000538754.1_1427	27.668	253	417
WP_004280727.1	lcl|NZ_AOWV01000195.1_cds_WP_001982414.1_3637	24.280	243	417
WP_004280422.1	lcl|NZ_AOWV01000020.1_cds_WP_000696059.1_152	33.014	209	242
WP_004280422.1	lcl|NZ_AOWV01000010.1_cds_WP_001014594.1_82	27.236	246	242
WP_004280656.1	lcl|NZ_AOWV01000144.1_cds_WP_000998678.1_2305	32.271	251	255
WP_004280656.1	lcl|NZ_AOWV01000059.1_cds_WP_000412931.1_806	28.846	260	255
WP_004280656.1	lcl|NZ_AOWV01000188.1_cds_WP_000566240.1_3494	27.843	255	255
WP_004280656.1	lcl|NZ_AOWV01000061.1_cds_WP_000043153.1_835	26.038	265	255
WP_004280656.1	lcl|NZ_AOWV01000176.1_cds_WP_000653652.1_3101	27.203	261	255
WP_004280656.1	lcl|NZ_AOWV01000188.1_cds_WP_002072686.1_3522	27.376	263	255
WP_004280656.1	lcl|NZ_AOWV01000178.1_cds_WP_000351751.1_3173	24.535	269	255
WP_004280656.1	lcl|NZ_AOWV01000059.1_cds_WP_000750481.1_802	24.803	254	255
WP_004280656.1	lcl|NZ_AOWV01000105.1_cds_WP_000646912.1_1481	27.568	185	255
WP_004280656.1	lcl|NZ_AOWV01000070.1_cds_WP_000800040.1_954	27.320	194	255
WP_004280656.1	lcl|NZ_AOWV01000108.1_cds_WP_000723091.1_1579	27.861	201	255
WP_004280656.1	lcl|NZ_AOWV01000001.1_cds_WP_001069863.1_5	26.220	164	255
WP_004280656.1	lcl|NZ_AOWV01000055.1_cds_WP_000093664.1_734	23.000	200	255
WP_004280656.1	lcl|NZ_AOWV01000200.1_cds_WP_001074690.1_3750	24.352	193	255
WP_004280656.1	lcl|NZ_AOWV01000053.1_cds_WP_000744698.1_625	33.333	72	255
WP_004280493.1	lcl|NZ_AOWV01000094.1_cds_WP_002115880.1_1382	28.182	330	314
WP_004280493.1	lcl|NZ_AOWV01000068.1_cds_WP_000643165.1_913	29.870	154	314
WP_004280665.1	lcl|NZ_AOWV01000150.1_cds_WP_001011666.1_2448	38.328	287	282
WP_004280665.1	lcl|NZ_AOWV01000068.1_cds_WP_001033784.1_906	34.354	294	282
WP_004280665.1	lcl|NZ_AOWV01000068.1_cds_WP_002072154.1_912	27.206	272	282
WP_004280045.1	lcl|NZ_AOWV01000068.1_cds_WP_000653655.1_908	26.639	244	321
WP_004280909.1	lcl|NZ_AOWV01000085.1_cds_WP_001281953.1_1275	38.404	401	401
WP_004280909.1	lcl|NZ_AOWV01000068.1_cds_WP_000172659.1_914	33.842	393	401
WP_004280909.1	lcl|NZ_AOWV01000180.1_cds_WP_000608294.1_3254	31.452	372	401
WP_004280909.1	lcl|NZ_AOWV01000041.1_cds_WP_000228801.1_383	31.183	372	401
WP_004280909.1	lcl|NZ_AOWV01000090.1_cds_WP_000575181.1_1342	27.869	366	401
WP_004280909.1	lcl|NZ_AOWV01000180.1_cds_WP_001198107.1_3255	30.513	390	401
WP_004280909.1	lcl|NZ_AOWV01000195.1_cds_WP_001982414.1_3637	25.781	384	401
WP_004280909.1	lcl|NZ_AOWV01000100.1_cds_WP_000538754.1_1427	26.772	381	401
WP_004280488.1	lcl|NZ_AOWV01000074.1_cds_WP_000172209.1_1067	30.978	368	568
WP_004280488.1	lcl|NZ_AOWV01000147.1_cds_WP_000667646.1_2381	31.905	210	568
WP_004280488.1	lcl|NZ_AOWV01000102.1_cds_WP_000828456.1_1462	31.250	208	568
WP_004280488.1	lcl|NZ_AOWV01000068.1_cds_WP_002072224.1_916	29.864	221	568
