WP_002764162.1	lcl|NZ_AFKD01000124.1_cds_WP_000340715.1_1129	93.902	82	106
WP_004279997.1	lcl|NZ_AFKD01000124.1_cds_WP_000410273.1_1130	91.613	310	327
WP_004279997.1	lcl|NZ_AFKD01000124.1_cds_WP_000093099.1_1150	58.730	63	327
WP_004279997.1	lcl|NZ_AFKD01000124.1_cds_WP_000646252.1_1133	28.175	252	327
WP_004279997.1	lcl|NZ_AFKD01000077.1_cds_WP_000744700.1_1987	22.936	327	327
WP_004279997.1	lcl|NZ_AFKD01000124.1_cds_WP_000600889.1_1159	23.656	186	327
WP_004279997.1	lcl|NZ_AFKD01000124.1_cds_WP_000723090.1_1212	22.414	290	327
WP_004279997.1	lcl|NZ_AFKD01000124.1_cds_WP_001067557.1_1136	24.847	326	327
WP_004279997.1	lcl|NZ_AFKD01000131.1_cds_WP_001984071.1_976	23.529	306	327
WP_004280069.1	lcl|NZ_AFKD01000124.1_cds_WP_000202830.1_1169	42.210	353	361
WP_004280807.1	lcl|NZ_AFKD01000124.1_cds_WP_000282880.1_1208	29.787	235	220
WP_004280807.1	lcl|NZ_AFKD01000046.1_cds_WP_001099029.1_2740	26.906	223	220
WP_004280807.1	lcl|NZ_AFKD01000124.1_cds_WP_001068986.1_1187	30.435	92	220
WP_004280807.1	lcl|NZ_AFKD01000049.1_cds_WP_000840858.1_2680	29.808	104	220
WP_004280807.1	lcl|NZ_AFKD01000051.1_cds_WP_000868621.1_2616	29.670	91	220
WP_004280807.1	lcl|NZ_AFKD01000029.1_cds_WP_000262844.1_3263	24.638	207	220
WP_004280807.1	lcl|NZ_AFKD01000157.1_cds_WP_001114267.1_539	26.136	176	220
WP_004280570.1	lcl|NZ_AFKD01000124.1_cds_WP_001230564.1_1162	35.988	339	354
WP_004280570.1	lcl|NZ_AFKD01000124.1_cds_WP_000582618.1_1166	33.742	326	354
WP_004280570.1	lcl|NZ_AFKD01000243.1_cds_WP_001011675.1_81	33.898	295	354
WP_004280570.1	lcl|NZ_AFKD01000124.1_cds_WP_001230564.1_1162	35.988	339	354
WP_004280570.1	lcl|NZ_AFKD01000124.1_cds_WP_000582618.1_1166	33.742	326	354
WP_004280570.1	lcl|NZ_AFKD01000243.1_cds_WP_001011675.1_81	33.898	295	354
WP_004280623.1	lcl|NZ_AFKD01000175.1_cds_WP_001014594.1_369	28.365	208	230
WP_004280623.1	lcl|NZ_AFKD01000113.1_cds_WP_000721859.1_1508	30.000	110	230
WP_004280359.1	lcl|NZ_AFKD01000124.1_cds_WP_000698820.1_1172	42.020	614	599
WP_004280004.1	lcl|NZ_AFKD01000124.1_cds_WP_000582222.1_1148	38.211	246	387
WP_004280004.1	lcl|NZ_AFKD01000164.1_cds_WP_001281953.1_471	32.172	373	387
WP_004280004.1	lcl|NZ_AFKD01000124.1_cds_WP_000608295.1_1138	34.322	236	387
WP_004280004.1	lcl|NZ_AFKD01000124.1_cds_WP_000947844.1_1160	31.559	263	387
WP_004280004.1	lcl|NZ_AFKD01000124.1_cds_WP_001198107.1_1137	36.893	206	387
WP_004280004.1	lcl|NZ_AFKD01000124.1_cds_WP_000346036.1_1167	27.147	361	387
WP_004280004.1	lcl|NZ_AFKD01000124.1_cds_WP_000575178.1_1206	29.682	283	387
WP_004280004.1	lcl|NZ_AFKD01000028.1_cds_WP_000538752.1_3278	27.103	321	387
WP_004280004.1	lcl|NZ_AFKD01000050.1_cds_WP_001982414.1_2667	26.160	237	387
WP_004280066.1	lcl|NZ_AFKD01000124.1_cds_WP_000698820.1_1172	27.157	626	583
WP_004280553.1	lcl|NZ_AFKD01000116.1_cds_WP_000613386.1_1440	23.077	130	572
WP_004280553.1	lcl|NZ_AFKD01000113.1_cds_WP_000721859.1_1508	33.333	117	572
WP_004280553.1	lcl|NZ_AFKD01000116.1_cds_WP_000613386.1_1440	23.077	130	572
WP_004280553.1	lcl|NZ_AFKD01000113.1_cds_WP_000721859.1_1508	33.333	117	572
WP_004280727.1	lcl|NZ_AFKD01000124.1_cds_WP_001198107.1_1137	36.667	270	417
WP_004280727.1	lcl|NZ_AFKD01000124.1_cds_WP_000608295.1_1138	34.717	265	417
WP_004280727.1	lcl|NZ_AFKD01000124.1_cds_WP_000575178.1_1206	35.039	254	417
WP_004280727.1	lcl|NZ_AFKD01000164.1_cds_WP_001281953.1_471	28.440	327	417
WP_004280727.1	lcl|NZ_AFKD01000124.1_cds_WP_000346036.1_1167	29.367	395	417
WP_004280727.1	lcl|NZ_AFKD01000124.1_cds_WP_000582222.1_1148	37.850	214	417
WP_004280727.1	lcl|NZ_AFKD01000124.1_cds_WP_000947844.1_1160	27.239	268	417
WP_004280727.1	lcl|NZ_AFKD01000028.1_cds_WP_000538752.1_3278	27.668	253	417
WP_004280727.1	lcl|NZ_AFKD01000050.1_cds_WP_001982414.1_2667	24.280	243	417
WP_237578347.1	lcl|NZ_AFKD01000124.1_cds_WP_000698820.1_1172	42.454	603	611
WP_004280422.1	lcl|NZ_AFKD01000175.1_cds_WP_001014594.1_369	27.236	246	242
WP_004280656.1	lcl|NZ_AFKD01000077.1_cds_WP_000998676.1_1961	32.271	251	255
WP_004280656.1	lcl|NZ_AFKD01000076.1_cds_WP_000566240.1_2047	27.843	255	255
WP_004280656.1	lcl|NZ_AFKD01000047.1_cds_WP_000043153.1_2695	26.038	265	255
WP_004280656.1	lcl|NZ_AFKD01000155.1_cds_WP_000653653.1_585	26.820	261	255
WP_004280656.1	lcl|NZ_AFKD01000076.1_cds_WP_001968389.1_2019	27.757	263	255
WP_004280656.1	lcl|NZ_AFKD01000082.1_cds_WP_000351752.1_1823	24.535	269	255
WP_004280656.1	lcl|NZ_AFKD01000054.1_cds_WP_000646914.1_2491	27.568	185	255
WP_004280656.1	lcl|NZ_AFKD01000076.1_cds_WP_000800040.1_2090	27.320	194	255
WP_004280656.1	lcl|NZ_AFKD01000124.1_cds_WP_000723090.1_1212	27.861	201	255
WP_004280656.1	lcl|NZ_AFKD01000076.1_cds_WP_001069860.1_2084	26.220	164	255
WP_004280656.1	lcl|NZ_AFKD01000056.1_cds_WP_001074690.1_2411	24.352	193	255
WP_004280656.1	lcl|NZ_AFKD01000120.1_cds_WP_000093663.1_1279	23.000	200	255
WP_004280656.1	lcl|NZ_AFKD01000077.1_cds_WP_000744700.1_1987	33.333	72	255
WP_004280656.1	lcl|NZ_AFKD01000045.1_cds_WP_002146220.1_2784	23.394	218	255
WP_004280493.1	lcl|NZ_AFKD01000249.1_cds_WP_002185292.1_29	27.879	330	314
WP_004280665.1	lcl|NZ_AFKD01000124.1_cds_WP_001230564.1_1162	37.132	272	282
WP_004280665.1	lcl|NZ_AFKD01000243.1_cds_WP_001011675.1_81	38.328	287	282
WP_004280665.1	lcl|NZ_AFKD01000124.1_cds_WP_000582618.1_1166	32.302	291	282
WP_004280909.1	lcl|NZ_AFKD01000164.1_cds_WP_001281953.1_471	38.404	401	401
WP_004280909.1	lcl|NZ_AFKD01000124.1_cds_WP_000582222.1_1148	33.600	375	401
WP_004280909.1	lcl|NZ_AFKD01000124.1_cds_WP_000608295.1_1138	31.452	372	401
WP_004280909.1	lcl|NZ_AFKD01000124.1_cds_WP_000575178.1_1206	28.415	366	401
WP_004280909.1	lcl|NZ_AFKD01000124.1_cds_WP_001198107.1_1137	30.513	390	401
WP_004280909.1	lcl|NZ_AFKD01000124.1_cds_WP_000346036.1_1167	27.034	381	401
WP_004280909.1	lcl|NZ_AFKD01000124.1_cds_WP_000947844.1_1160	26.790	377	401
WP_004280909.1	lcl|NZ_AFKD01000050.1_cds_WP_001982414.1_2667	25.781	384	401
WP_004280909.1	lcl|NZ_AFKD01000028.1_cds_WP_000538752.1_3278	26.772	381	401
WP_004280488.1	lcl|NZ_AFKD01000042.1_cds_WP_000172202.1_2869	30.978	368	568
WP_004280488.1	lcl|NZ_AFKD01000124.1_cds_WP_000834715.1_1153	28.250	400	568
WP_004280488.1	lcl|NZ_AFKD01000140.1_cds_WP_000667646.1_811	31.905	210	568
WP_004280488.1	lcl|NZ_AFKD01000242.1_cds_WP_000828455.1_101	31.250	208	568
WP_004280488.1	lcl|NZ_AFKD01000042.1_cds_WP_000942282.1_2855	32.836	201	568
WP_004280488.1	lcl|NZ_AFKD01000023.1_cds_WP_000666552.1_3505	30.729	192	568
WP_004280488.1	lcl|NZ_AFKD01000026.1_cds_WP_001161019.1_3399	31.088	193	568
WP_004280488.1	lcl|NZ_AFKD01000059.1_cds_WP_000675807.1_2360	30.256	195	568
WP_004280488.1	lcl|NZ_AFKD01000165.1_cds_WP_000510777.1_465	29.954	217	568
WP_004280488.1	lcl|NZ_AFKD01000119.1_cds_WP_000047473.1_1309	33.333	192	568
WP_004280488.1	lcl|NZ_AFKD01000046.1_cds_WP_000184524.1_2752	31.088	193	568
WP_004280488.1	lcl|NZ_AFKD01000072.1_cds_WP_001049205.1_2195	32.000	200	568
WP_004280488.1	lcl|NZ_AFKD01000072.1_cds_WP_001049205.1_2195	25.581	215	568
WP_004280488.1	lcl|NZ_AFKD01000114.1_cds_WP_000536762.1_1472	32.903	155	568
WP_004280488.1	lcl|NZ_AFKD01000081.1_cds_WP_001052498.1_1870	29.570	186	568
WP_004280488.1	lcl|NZ_AFKD01000130.1_cds_WP_000619175.1_1016	31.148	183	568
WP_004280488.1	lcl|NZ_AFKD01000023.1_cds_WP_000433117.1_3557	28.108	185	568
WP_004280488.1	lcl|NZ_AFKD01000155.1_cds_WP_000603361.1_575	31.707	164	568
WP_004280488.1	lcl|NZ_AFKD01000210.1_cds_WP_000052667.1_230	27.638	199	568
WP_004280488.1	lcl|NZ_AFKD01000205.1_cds_WP_000590867.1_243	26.289	194	568
WP_004280488.1	lcl|NZ_AFKD01000205.1_cds_WP_000590867.1_243	23.626	182	568
