WP_002764162.1	lcl|NZ_JADDWC010000005.1_cds_WP_002725873.1_2807	100.000	82	106
WP_004279997.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733579.1_2806	97.742	310	327
WP_004279997.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733534.1_2803	27.381	252	327
WP_004279997.1	lcl|NZ_JADDWC010000018.1_cds_WP_002722638.1_668	24.383	324	327
WP_004279997.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740024.1_2712	22.337	291	327
WP_004279997.1	lcl|NZ_JADDWC010000006.1_cds_WP_002728309.1_3057	25.723	311	327
WP_004279997.1	lcl|NZ_JADDWC010000030.1_cds_WP_002743770.1_1634	21.387	173	327
WP_004279997.1	lcl|NZ_JADDWC010000005.1_cds_WP_016749081.1_2774	24.503	151	327
WP_004280807.1	lcl|NZ_JADDWC010000033.1_cds_WP_032856387.1_1746	26.667	225	220
WP_004280807.1	lcl|NZ_JADDWC010000005.1_cds_WP_002742128.1_2716	26.180	233	220
WP_004280807.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733661.1_2736	33.696	92	220
WP_004280807.1	lcl|NZ_JADDWC010000019.1_cds_WP_002731944.1_733	30.172	116	220
WP_004280807.1	lcl|NZ_JADDWC010000009.1_cds_WP_002726501.1_3365	29.787	94	220
WP_004280807.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733618.1_2709	25.000	176	220
WP_004280570.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740722.1_2763	36.012	336	354
WP_004280570.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740726.1_2759	32.840	338	354
WP_004280570.1	lcl|NZ_JADDWC010000014.1_cds_WP_002730849.1_423	33.333	288	354
WP_004280570.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740722.1_2763	36.012	336	354
WP_004280570.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740726.1_2759	32.840	338	354
WP_004280570.1	lcl|NZ_JADDWC010000014.1_cds_WP_002730849.1_423	33.333	288	354
WP_004280623.1	lcl|NZ_JADDWC010000034.1_cds_WP_002738760.1_1787	30.476	210	230
WP_004280623.1	lcl|NZ_JADDWC010000013.1_cds_WP_002723863.1_323	29.091	110	230
WP_004280623.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733600.1_2745	28.814	118	230
WP_004280359.1	lcl|NZ_JADDWC010000026.1_cds_WP_004278354.1_1304	28.550	655	599
WP_004280004.1	lcl|NZ_JADDWC010000024.1_cds_WP_002728994.1_1181	30.914	372	387
WP_004280004.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740861.1_2798	33.898	236	387
WP_004280004.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740826.1_2799	36.408	206	387
WP_004280004.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733737.1_2778	32.420	219	387
WP_004280004.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740294.1_2718	31.095	283	387
WP_004280004.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733599.1_2765	31.939	263	387
WP_004280004.1	lcl|NZ_JADDWC010000006.1_cds_WP_002738884.1_3010	28.483	323	387
WP_004280004.1	lcl|NZ_JADDWC010000007.1_cds_WP_002724641.1_3119	25.137	366	387
WP_004280066.1	lcl|NZ_JADDWC010000026.1_cds_WP_004278354.1_1304	40.902	599	583
WP_004280553.1	lcl|NZ_JADDWC010000046.1_cds_WP_002740796.1_2293	22.835	127	572
WP_004280553.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740235.1_2749	19.444	216	572
WP_004280553.1	lcl|NZ_JADDWC010000046.1_cds_WP_002740796.1_2293	22.835	127	572
WP_004280553.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740235.1_2749	19.444	216	572
WP_004280727.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740826.1_2799	36.296	270	417
WP_004280727.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740861.1_2798	33.793	290	417
WP_004280727.1	lcl|NZ_JADDWC010000024.1_cds_WP_002728994.1_1181	28.367	349	417
WP_004280727.1	lcl|NZ_JADDWC010000005.1_cds_WP_002740294.1_2718	34.252	254	417
WP_004280727.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733737.1_2778	31.439	264	417
WP_004280727.1	lcl|NZ_JADDWC010000005.1_cds_WP_002733599.1_2765	29.461	241	417
WP_004280727.1	lcl|NZ_JADDWC010000006.1_cds_WP_002738884.1_3010	28.452	239	417
WP_004280727.1	lcl|NZ_JADDWC010000007.1_cds_WP_002724641.1_3119	25.103	243	417
WP_237578347.1	lcl|NZ_JADDWC010000026.1_cds_WP_004278354.1_1304	30.255	628	611
