WP_002764162.1	lcl|NZ_AHQP01000102.1_cds_WP_000340715.1_2356	93.902	82	106
WP_004279997.1	lcl|NZ_AHQP01000102.1_cds_WP_000410273.1_2357	91.613	310	327
WP_004279997.1	lcl|NZ_AHQP01000102.1_cds_WP_000093099.1_2377	58.730	63	327
WP_004279997.1	lcl|NZ_AHQP01000102.1_cds_WP_000646250.1_2360	28.175	252	327
WP_004279997.1	lcl|NZ_AHQP01000349.1_cds_WP_000744700.1_519	22.936	327	327
WP_004279997.1	lcl|NZ_AHQP01000102.1_cds_WP_000600889.1_2386	23.656	186	327
WP_004279997.1	lcl|NZ_AHQP01000367.1_cds_WP_000723090.1_203	22.414	290	327
WP_004279997.1	lcl|NZ_AHQP01000102.1_cds_WP_001067557.1_2363	24.847	326	327
WP_004279997.1	lcl|NZ_AHQP01000240.1_cds_WP_001984071.1_1021	23.529	306	327
WP_004280069.1	lcl|NZ_AHQP01000102.1_cds_WP_000202830.1_2396	42.210	353	361
WP_004280807.1	lcl|NZ_AHQP01000071.1_cds_WP_000282880.1_2808	29.787	235	220
WP_004280807.1	lcl|NZ_AHQP01000224.1_cds_WP_001099029.1_1150	26.906	223	220
WP_004280807.1	lcl|NZ_AHQP01000102.1_cds_WP_001068986.1_2414	30.435	92	220
WP_004280807.1	lcl|NZ_AHQP01000186.1_cds_WP_000840858.1_1450	29.808	104	220
WP_004280807.1	lcl|NZ_AHQP01000060.1_cds_WP_000868621.1_3038	29.670	91	220
WP_004280807.1	lcl|NZ_AHQP01000119.1_cds_WP_000262844.1_2102	24.638	207	220
WP_004280807.1	lcl|NZ_AHQP01000295.1_cds_WP_001114267.1_717	26.136	176	220
WP_004280570.1	lcl|NZ_AHQP01000102.1_cds_WP_001230564.1_2389	35.988	339	354
WP_004280570.1	lcl|NZ_AHQP01000102.1_cds_WP_000582618.1_2393	33.742	326	354
WP_004280570.1	lcl|NZ_AHQP01000360.1_cds_WP_001011675.1_271	33.898	295	354
WP_004280570.1	lcl|NZ_AHQP01000102.1_cds_WP_001230564.1_2389	35.988	339	354
WP_004280570.1	lcl|NZ_AHQP01000102.1_cds_WP_000582618.1_2393	33.742	326	354
WP_004280570.1	lcl|NZ_AHQP01000360.1_cds_WP_001011675.1_271	33.898	295	354
WP_004280623.1	lcl|NZ_AHQP01000232.1_cds_WP_001014594.1_1092	28.365	208	230
WP_004280623.1	lcl|NZ_AHQP01000157.1_cds_WP_000721859.1_1901	30.000	110	230
WP_004280359.1	lcl|NZ_AHQP01000102.1_cds_WP_000698820.1_2399	42.020	614	599
WP_004280004.1	lcl|NZ_AHQP01000102.1_cds_WP_000582222.1_2375	38.211	246	387
WP_004280004.1	lcl|NZ_AHQP01000088.1_cds_WP_001281953.1_2504	32.172	373	387
WP_004280004.1	lcl|NZ_AHQP01000102.1_cds_WP_000608295.1_2365	34.322	236	387
WP_004280004.1	lcl|NZ_AHQP01000102.1_cds_WP_000947844.1_2387	31.559	263	387
WP_004280004.1	lcl|NZ_AHQP01000102.1_cds_WP_001198107.1_2364	36.893	206	387
WP_004280004.1	lcl|NZ_AHQP01000102.1_cds_WP_000346036.1_2394	27.147	361	387
WP_004280004.1	lcl|NZ_AHQP01000071.1_cds_WP_000575178.1_2806	29.682	283	387
WP_004280004.1	lcl|NZ_AHQP01000219.1_cds_WP_000538752.1_1191	27.103	321	387
WP_004280004.1	lcl|NZ_AHQP01000052.1_cds_WP_001982414.1_3249	26.160	237	387
WP_004280066.1	lcl|NZ_AHQP01000102.1_cds_WP_000698820.1_2399	27.157	626	583
WP_004280553.1	lcl|NZ_AHQP01000068.1_cds_WP_000613386.1_2861	23.077	130	572
WP_004280553.1	lcl|NZ_AHQP01000157.1_cds_WP_000721859.1_1901	33.333	117	572
WP_004280553.1	lcl|NZ_AHQP01000068.1_cds_WP_000613386.1_2861	23.077	130	572
WP_004280553.1	lcl|NZ_AHQP01000157.1_cds_WP_000721859.1_1901	33.333	117	572
WP_004280727.1	lcl|NZ_AHQP01000102.1_cds_WP_001198107.1_2364	36.667	270	417
WP_004280727.1	lcl|NZ_AHQP01000102.1_cds_WP_000608295.1_2365	34.717	265	417
WP_004280727.1	lcl|NZ_AHQP01000071.1_cds_WP_000575178.1_2806	35.039	254	417
WP_004280727.1	lcl|NZ_AHQP01000088.1_cds_WP_001281953.1_2504	28.440	327	417
WP_004280727.1	lcl|NZ_AHQP01000102.1_cds_WP_000346036.1_2394	29.367	395	417
WP_004280727.1	lcl|NZ_AHQP01000102.1_cds_WP_000582222.1_2375	37.850	214	417
WP_004280727.1	lcl|NZ_AHQP01000102.1_cds_WP_000947844.1_2387	27.239	268	417
WP_004280727.1	lcl|NZ_AHQP01000219.1_cds_WP_000538752.1_1191	27.668	253	417
WP_004280727.1	lcl|NZ_AHQP01000052.1_cds_WP_001982414.1_3249	24.280	243	417
WP_237578347.1	lcl|NZ_AHQP01000102.1_cds_WP_000698820.1_2399	42.454	603	611
WP_004280422.1	lcl|NZ_AHQP01000232.1_cds_WP_001014594.1_1092	27.236	246	242
WP_004280656.1	lcl|NZ_AHQP01000116.1_cds_WP_000998676.1_2134	32.271	251	255
WP_004280656.1	lcl|NZ_AHQP01000164.1_cds_WP_000566240.1_1752	27.843	255	255
WP_004280656.1	lcl|NZ_AHQP01000073.1_cds_WP_000043153.1_2776	26.038	265	255
WP_004280656.1	lcl|NZ_AHQP01000074.1_cds_WP_000653653.1_2762	26.820	261	255
WP_004280656.1	lcl|NZ_AHQP01000350.1_cds_WP_001968389.1_496	27.757	263	255
WP_004280656.1	lcl|NZ_AHQP01000390.1_cds_WP_000351752.1_52	24.535	269	255
WP_004280656.1	lcl|NZ_AHQP01000005.1_cds_WP_000646914.1_3683	27.568	185	255
WP_004280656.1	lcl|NZ_AHQP01000314.1_cds_WP_000800040.1_674	27.320	194	255
WP_004280656.1	lcl|NZ_AHQP01000367.1_cds_WP_000723090.1_203	27.861	201	255
WP_004280656.1	lcl|NZ_AHQP01000171.1_cds_WP_001069860.1_1675	26.220	164	255
WP_004280656.1	lcl|NZ_AHQP01000252.1_cds_WP_001074690.1_927	24.352	193	255
WP_004280656.1	lcl|NZ_AHQP01000167.1_cds_WP_000093663.1_1714	23.000	200	255
WP_004280656.1	lcl|NZ_AHQP01000349.1_cds_WP_000744700.1_519	33.333	72	255
WP_004280656.1	lcl|NZ_AHQP01000345.1_cds_WP_002146220.1_620	23.394	218	255
WP_004280493.1	lcl|NZ_AHQP01000250.1_cds_WP_002185292.1_946	27.879	330	314
WP_004280665.1	lcl|NZ_AHQP01000102.1_cds_WP_001230564.1_2389	37.132	272	282
WP_004280665.1	lcl|NZ_AHQP01000360.1_cds_WP_001011675.1_271	38.328	287	282
WP_004280665.1	lcl|NZ_AHQP01000102.1_cds_WP_000582618.1_2393	32.302	291	282
WP_004280909.1	lcl|NZ_AHQP01000088.1_cds_WP_001281953.1_2504	38.404	401	401
WP_004280909.1	lcl|NZ_AHQP01000102.1_cds_WP_000582222.1_2375	33.600	375	401
WP_004280909.1	lcl|NZ_AHQP01000102.1_cds_WP_000608295.1_2365	31.452	372	401
WP_004280909.1	lcl|NZ_AHQP01000071.1_cds_WP_000575178.1_2806	28.415	366	401
WP_004280909.1	lcl|NZ_AHQP01000102.1_cds_WP_001198107.1_2364	30.513	390	401
WP_004280909.1	lcl|NZ_AHQP01000102.1_cds_WP_000346036.1_2394	27.034	381	401
WP_004280909.1	lcl|NZ_AHQP01000102.1_cds_WP_000947844.1_2387	26.790	377	401
WP_004280909.1	lcl|NZ_AHQP01000052.1_cds_WP_001982414.1_3249	25.781	384	401
WP_004280909.1	lcl|NZ_AHQP01000219.1_cds_WP_000538752.1_1191	26.772	381	401
WP_004280488.1	lcl|NZ_AHQP01000274.1_cds_WP_000172202.1_810	30.978	368	568
WP_004280488.1	lcl|NZ_AHQP01000102.1_cds_LEP2GSC073_RS1000000122805_2380	34.752	141	568
WP_004280488.1	lcl|NZ_AHQP01000102.1_cds_LEP2GSC073_RS1000000122805_2380	25.191	262	568
WP_004280488.1	lcl|NZ_AHQP01000196.1_cds_WP_000667646.1_1364	31.905	210	568
WP_004280488.1	lcl|NZ_AHQP01000006.1_cds_WP_000828455.1_3656	31.250	208	568
WP_004280488.1	lcl|NZ_AHQP01000013.1_cds_WP_000942282.1_3521	32.836	201	568
WP_004280488.1	lcl|NZ_AHQP01000248.1_cds_WP_000666552.1_978	30.729	192	568
WP_004280488.1	lcl|NZ_AHQP01000047.1_cds_WP_001161019.1_3391	31.088	193	568
WP_004280488.1	lcl|NZ_AHQP01000392.1_cds_WP_000675807.1_48	30.256	195	568
WP_004280488.1	lcl|NZ_AHQP01000134.1_cds_WP_000510777.1_2002	29.954	217	568
WP_004280488.1	lcl|NZ_AHQP01000354.1_cds_WP_000047473.1_426	33.333	192	568
WP_004280488.1	lcl|NZ_AHQP01000255.1_cds_WP_000184524.1_906	31.088	193	568
WP_004280488.1	lcl|NZ_AHQP01000176.1_cds_WP_001049205.1_1594	32.000	200	568
WP_004280488.1	lcl|NZ_AHQP01000176.1_cds_WP_001049205.1_1594	25.581	215	568
WP_004280488.1	lcl|NZ_AHQP01000065.1_cds_WP_000536762.1_2904	32.903	155	568
WP_004280488.1	lcl|NZ_AHQP01000066.1_cds_WP_001052498.1_2894	29.570	186	568
WP_004280488.1	lcl|NZ_AHQP01000053.1_cds_WP_000619175.1_3226	31.148	183	568
WP_004280488.1	lcl|NZ_AHQP01000103.1_cds_WP_000433117.1_2317	28.108	185	568
WP_004280488.1	lcl|NZ_AHQP01000074.1_cds_WP_000603361.1_2752	31.707	164	568
WP_004280488.1	lcl|NZ_AHQP01000110.1_cds_WP_000052667.1_2210	27.638	199	568
WP_004280488.1	lcl|NZ_AHQP01000366.1_cds_WP_000590867.1_206	26.289	194	568
WP_004280488.1	lcl|NZ_AHQP01000366.1_cds_WP_000590867.1_206	23.626	182	568
WP_004280488.1	lcl|NZ_AHQP01000053.1_cds_WP_000218838.1_3227	27.982	218	568
WP_004280488.1	lcl|NZ_AHQP01000374.1_cds_WP_000054169.1_137	30.000	190	568
WP_004280488.1	lcl|NZ_AHQP01000138.1_cds_WP_000626143.1_1992	26.636	214	568
WP_004280488.1	lcl|NZ_AHQP01000138.1_cds_WP_000626143.1_1992	24.231	260	568
WP_004280488.1	lcl|NZ_AHQP01000055.1_cds_WP_001982953.1_3174	26.425	193	568
WP_004280488.1	lcl|NZ_AHQP01000103.1_cds_WP_001089500.1_2349	28.293	205	568
WP_004280488.1	lcl|NZ_AHQP01000372.1_cds_WP_000598571.1_147	26.061	165	568
WP_004280488.1	lcl|NZ_AHQP01000157.1_cds_WP_000136057.1_1895	27.451	204	568
WP_004280488.1	lcl|NZ_AHQP01000162.1_cds_WP_000431145.1_1819	26.754	228	568
WP_004280488.1	lcl|NZ_AHQP01000309.1_cds_WP_001141158.1_687	22.857	210	568
