WP_002764162.1	lcl|NZ_AHML02000020.1_cds_WP_004753574.1_1931	91.463	82	106
WP_004279997.1	lcl|NZ_AHML02000020.1_cds_WP_004755091.1_1932	91.935	310	327
WP_004279997.1	lcl|NZ_AHML02000020.1_cds_WP_004755430.1_1935	27.778	252	327
WP_004279997.1	lcl|NZ_AHML02000003.1_cds_WP_004756623.1_3406	22.936	327	327
WP_004279997.1	lcl|NZ_AHML02000020.1_cds_WP_004755262.1_2010	22.069	290	327
WP_004279997.1	lcl|NZ_AHML02000012.1_cds_WP_004751543.1_2437	24.359	234	327
WP_004279997.1	lcl|NZ_AHML02000020.1_cds_WP_004755319.1_1938	24.847	326	327
WP_004280807.1	lcl|NZ_AHML02000020.1_cds_WP_004758364.1_2006	28.311	219	220
WP_004280807.1	lcl|NZ_AHML02000034.1_cds_WP_004759385.1_298	25.229	218	220
WP_004280807.1	lcl|NZ_AHML02000036.1_cds_WP_004750398.1_99	30.769	104	220
WP_004280807.1	lcl|NZ_AHML02000020.1_cds_WP_004758267.1_2005	28.182	110	220
WP_004280807.1	lcl|NZ_AHML02000019.1_cds_WP_004751232.1_2116	30.769	91	220
WP_004280807.1	lcl|NZ_AHML02000011.1_cds_WP_004754319.1_2532	24.155	207	220
WP_004280570.1	lcl|NZ_AHML02000020.1_cds_WP_004758275.1_1967	32.378	349	354
WP_004280570.1	lcl|NZ_AHML02000028.1_cds_WP_004752171.1_857	33.922	283	354
WP_004280570.1	lcl|NZ_AHML02000020.1_cds_WP_004755121.1_1961	28.065	310	354
WP_004280570.1	lcl|NZ_AHML02000020.1_cds_WP_004758275.1_1967	32.378	349	354
WP_004280570.1	lcl|NZ_AHML02000028.1_cds_WP_004752171.1_857	33.922	283	354
WP_004280570.1	lcl|NZ_AHML02000020.1_cds_WP_004755121.1_1961	28.065	310	354
WP_004280623.1	lcl|NZ_AHML02000027.1_cds_WP_004752290.1_1355	42.169	166	230
WP_004280623.1	lcl|NZ_AHML02000011.1_cds_WP_004757799.1_2498	28.846	208	230
WP_004280623.1	lcl|NZ_AHML02000020.1_cds_WP_000440092.1_1962	25.676	222	230
WP_004280623.1	lcl|NZ_AHML02000029.1_cds_WP_004753115.1_660	31.858	113	230
WP_004280004.1	lcl|NZ_AHML02000015.1_cds_WP_004754030.1_2198	32.162	370	387
WP_004280004.1	lcl|NZ_AHML02000020.1_cds_WP_002733587.1_1951	36.667	240	387
WP_004280004.1	lcl|NZ_AHML02000020.1_cds_WP_004753525.1_1940	33.898	236	387
WP_004280004.1	lcl|NZ_AHML02000020.1_cds_WP_004758358.1_1959	33.460	263	387
WP_004280004.1	lcl|NZ_AHML02000020.1_cds_WP_004754883.1_1939	36.408	206	387
WP_004280004.1	lcl|NZ_AHML02000020.1_cds_WP_004753906.1_2004	28.975	283	387
WP_004280004.1	lcl|NZ_AHML02000029.1_cds_WP_004759165.1_677	27.414	321	387
WP_004280004.1	lcl|NZ_AHML02000029.1_cds_WP_004771239.1_749	25.886	367	387
WP_004280553.1	lcl|NZ_AHML02000027.1_cds_WP_004752290.1_1355	33.471	242	572
WP_004280553.1	lcl|NZ_AHML02000020.1_cds_WP_000440092.1_1962	27.805	205	572
WP_004280553.1	lcl|NZ_AHML02000011.1_cds_WP_004757799.1_2498	32.704	159	572
WP_004280553.1	lcl|NZ_AHML02000033.1_cds_WP_004750866.1_450	22.727	132	572
WP_004280553.1	lcl|NZ_AHML02000029.1_cds_WP_004753115.1_660	32.479	117	572
WP_004280553.1	lcl|NZ_AHML02000027.1_cds_WP_004752290.1_1355	33.471	242	572
WP_004280553.1	lcl|NZ_AHML02000020.1_cds_WP_000440092.1_1962	27.805	205	572
WP_004280553.1	lcl|NZ_AHML02000011.1_cds_WP_004757799.1_2498	32.704	159	572
WP_004280553.1	lcl|NZ_AHML02000033.1_cds_WP_004750866.1_450	22.727	132	572
WP_004280553.1	lcl|NZ_AHML02000029.1_cds_WP_004753115.1_660	32.479	117	572
