WP_002764162.1	lcl|NZ_JQOM01000078.1_cds_WP_000340715.1_2186	93.902	82	106
WP_004279997.1	lcl|NZ_JQOM01000078.1_cds_WP_000410273.1_2187	91.613	310	327
WP_004279997.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	27.778	252	327
WP_004279997.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	22.936	327	327
WP_004279997.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	22.414	290	327
WP_004279997.1	lcl|NZ_JQOM01000078.1_cds_WP_001067557.1_2193	24.847	326	327
WP_004280807.1	lcl|NZ_JQOM01000162.1_cds_WP_002106347.1_3476	29.362	235	220
WP_004280807.1	lcl|NZ_JQOM01000150.1_cds_WP_001099038.1_3333	26.906	223	220
WP_004280807.1	lcl|NZ_JQOM01000107.1_cds_WP_000840861.1_2758	29.808	104	220
WP_004280807.1	lcl|NZ_JQOM01000007.1_cds_WP_000868621.1_142	29.670	91	220
WP_004280807.1	lcl|NZ_JQOM01000132.1_cds_WP_001114273.1_3166	26.136	176	220
WP_004280807.1	lcl|NZ_JQOM01000011.1_cds_WP_000262844.1_232	24.638	207	220
WP_004280570.1	lcl|NZ_JQOM01000078.1_cds_WP_061236771.1_2219	32.203	354	354
WP_004280570.1	lcl|NZ_JQOM01000151.1_cds_WP_001011678.1_3338	33.559	295	354
WP_004280570.1	lcl|NZ_JQOM01000078.1_cds_WP_002068380.1_2213	28.435	313	354
WP_004280570.1	lcl|NZ_JQOM01000078.1_cds_WP_061236771.1_2219	32.203	354	354
WP_004280570.1	lcl|NZ_JQOM01000151.1_cds_WP_001011678.1_3338	33.559	295	354
WP_004280570.1	lcl|NZ_JQOM01000078.1_cds_WP_002068380.1_2213	28.435	313	354
WP_004280623.1	lcl|NZ_JQOM01000025.1_cds_WP_000696060.1_563	43.373	166	230
WP_004280623.1	lcl|NZ_JQOM01000130.1_cds_WP_001014587.1_3152	28.365	208	230
WP_004280623.1	lcl|NZ_JQOM01000078.1_cds_WP_000440092.1_2214	25.676	222	230
WP_004280623.1	lcl|NZ_JQOM01000090.1_cds_WP_000721859.1_2484	30.000	110	230
WP_004280004.1	lcl|NZ_JQOM01000058.1_cds_WP_001281953.1_1663	32.172	373	387
WP_004280004.1	lcl|NZ_JQOM01000078.1_cds_WP_000608295.1_2195	34.322	236	387
WP_004280004.1	lcl|NZ_JQOM01000078.1_cds_WP_000172657.1_2211	33.333	249	387
WP_004280004.1	lcl|NZ_JQOM01000078.1_cds_WP_001198107.1_2194	36.893	206	387
WP_004280004.1	lcl|NZ_JQOM01000078.1_cds_WP_000575178.1_2251	29.682	283	387
WP_004280004.1	lcl|NZ_JQOM01000024.1_cds_WP_000538754.1_542	27.103	321	387
WP_004280004.1	lcl|NZ_JQOM01000053.1_cds_WP_001982414.1_1569	26.160	237	387
WP_004280553.1	lcl|NZ_JQOM01000025.1_cds_WP_000696060.1_563	35.246	244	572
WP_004280553.1	lcl|NZ_JQOM01000078.1_cds_WP_000440092.1_2214	27.805	205	572
WP_004280553.1	lcl|NZ_JQOM01000031.1_cds_WP_000613386.1_723	23.077	130	572
WP_004280553.1	lcl|NZ_JQOM01000090.1_cds_WP_000721859.1_2484	33.333	117	572
WP_004280553.1	lcl|NZ_JQOM01000025.1_cds_WP_000696060.1_563	35.246	244	572
WP_004280553.1	lcl|NZ_JQOM01000078.1_cds_WP_000440092.1_2214	27.805	205	572
WP_004280553.1	lcl|NZ_JQOM01000031.1_cds_WP_000613386.1_723	23.077	130	572
WP_004280553.1	lcl|NZ_JQOM01000090.1_cds_WP_000721859.1_2484	33.333	117	572
WP_004280727.1	lcl|NZ_JQOM01000078.1_cds_WP_001198107.1_2194	36.667	270	417
WP_004280727.1	lcl|NZ_JQOM01000078.1_cds_WP_000608295.1_2195	34.717	265	417
WP_004280727.1	lcl|NZ_JQOM01000078.1_cds_WP_000575178.1_2251	35.039	254	417
WP_004280727.1	lcl|NZ_JQOM01000058.1_cds_WP_001281953.1_1663	28.440	327	417
WP_004280727.1	lcl|NZ_JQOM01000078.1_cds_WP_000172657.1_2211	29.609	358	417
WP_004280727.1	lcl|NZ_JQOM01000024.1_cds_WP_000538754.1_542	27.668	253	417
WP_004280727.1	lcl|NZ_JQOM01000053.1_cds_WP_001982414.1_1569	24.280	243	417
WP_004280422.1	lcl|NZ_JQOM01000025.1_cds_WP_000696060.1_563	32.536	209	242
WP_004280422.1	lcl|NZ_JQOM01000130.1_cds_WP_001014587.1_3152	27.236	246	242
WP_004280656.1	lcl|NZ_JQOM01000005.1_cds_WP_000998676.1_83	32.271	251	255
WP_004280656.1	lcl|NZ_JQOM01000078.1_cds_WP_000412931.1_2227	28.846	260	255
WP_004280656.1	lcl|NZ_JQOM01000030.1_cds_WP_000566240.1_622	27.843	255	255
WP_004280656.1	lcl|NZ_JQOM01000064.1_cds_WP_000043153.1_1839	26.038	265	255
WP_004280656.1	lcl|NZ_JQOM01000110.1_cds_WP_000653653.1_2812	26.820	261	255
WP_004280656.1	lcl|NZ_JQOM01000030.1_cds_WP_002080077.1_709	27.376	263	255
WP_004280656.1	lcl|NZ_JQOM01000104.1_cds_WP_000351751.1_2706	24.535	269	255
WP_004280656.1	lcl|NZ_JQOM01000078.1_cds_WP_000750438.1_2231	24.409	254	255
WP_004280656.1	lcl|NZ_JQOM01000078.1_cds_WP_000980525.1_2205	27.419	248	255
WP_004280656.1	lcl|NZ_JQOM01000042.1_cds_WP_000646906.1_1143	27.568	185	255
WP_004280656.1	lcl|NZ_JQOM01000208.1_cds_WP_002067215.1_3816	27.320	194	255
WP_004280656.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	27.861	201	255
WP_004280656.1	lcl|NZ_JQOM01000172.1_cds_WP_001069863.1_3603	26.220	164	255
WP_004280656.1	lcl|NZ_JQOM01000044.1_cds_WP_000093664.1_1284	23.000	200	255
WP_004280656.1	lcl|NZ_JQOM01000105.1_cds_WP_001074690.1_2740	24.352	193	255
WP_004280656.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	33.333	72	255
WP_004280493.1	lcl|NZ_JQOM01000163.1_cds_WP_002185292.1_3482	27.879	330	314
WP_004280493.1	lcl|NZ_JQOM01000078.1_cds_WP_000643164.1_2212	29.870	154	314
WP_004280665.1	lcl|NZ_JQOM01000151.1_cds_WP_001011678.1_3338	37.979	287	282
WP_004280665.1	lcl|NZ_JQOM01000078.1_cds_WP_061236771.1_2219	34.354	294	282
