WP_002764162.1	lcl|NZ_JQRB01000028.1_cds_WP_004421256.1_451	92.683	82	106
WP_004279997.1	lcl|NZ_JQRB01000028.1_cds_WP_004421326.1_450	90.645	310	327
WP_004279997.1	lcl|NZ_JQRB01000028.1_cds_WP_004421375.1_447	27.778	252	327
WP_004279997.1	lcl|NZ_JQRB01000215.1_cds_WP_004419974.1_2377	23.853	327	327
WP_004279997.1	lcl|NZ_JQRB01000003.1_cds_WP_004421482.1_69	23.611	288	327
WP_004279997.1	lcl|NZ_JQRB01000167.1_cds_WP_004439553.1_1976	24.880	209	327
WP_004280807.1	lcl|NZ_JQRB01000003.1_cds_WP_004421469.1_65	28.899	218	220
WP_004280807.1	lcl|NZ_JQRB01000079.1_cds_WP_061250979.1_1076	26.009	223	220
WP_004280807.1	lcl|NZ_JQRB01000048.1_cds_WP_004419365.1_744	31.731	104	220
WP_004280807.1	lcl|NZ_JQRB01000267.1_cds_WP_061232917.1_2848	29.670	91	220
WP_004280807.1	lcl|NZ_JQRB01000086.1_cds_WP_004426312.1_1154	24.155	207	220
WP_004280807.1	lcl|NZ_JQRB01000003.1_cds_WP_004450696.1_72	24.432	176	220
WP_004280570.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	32.571	350	354
WP_004280570.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	33.569	283	354
WP_004280570.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	26.857	350	354
WP_004280570.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	32.571	350	354
WP_004280570.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	33.569	283	354
WP_004280570.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	26.857	350	354
WP_004280623.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	42.169	166	230
WP_004280623.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	25.676	222	230
WP_004280623.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	27.404	208	230
WP_004280623.1	lcl|NZ_JQRB01000322.1_cds_WP_061251595.1_3159	30.000	110	230
WP_004280004.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	37.959	245	387
WP_004280004.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	32.075	371	387
WP_004280004.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	34.322	236	387
WP_004280004.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	36.893	206	387
WP_004280004.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	33.200	250	387
WP_004280004.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	30.035	283	387
WP_004280004.1	lcl|NZ_JQRB01000064.1_cds_WP_061250929.1_943	28.364	275	387
WP_004280004.1	lcl|NZ_JQRB01000455.1_cds_WP_036034116.1_3617	25.341	367	387
WP_004280553.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	35.124	242	572
WP_004280553.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	27.404	208	572
WP_004280553.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	31.638	177	572
WP_004280553.1	lcl|NZ_JQRB01000253.1_cds_WP_004422152.1_2711	23.188	138	572
WP_004280553.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	35.124	242	572
WP_004280553.1	lcl|NZ_JQRB01000273.1_cds_WP_004421460.1_2867	27.404	208	572
WP_004280553.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	31.638	177	572
WP_004280553.1	lcl|NZ_JQRB01000253.1_cds_WP_004422152.1_2711	23.188	138	572
WP_004280727.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	35.926	270	417
WP_004280727.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	33.793	290	417
WP_004280727.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	34.252	254	417
WP_004280727.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	27.829	327	417
WP_004280727.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	31.077	325	417
WP_004280727.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	37.264	212	417
WP_004280727.1	lcl|NZ_JQRB01000064.1_cds_WP_061250929.1_943	27.092	251	417
WP_004280727.1	lcl|NZ_JQRB01000455.1_cds_WP_036034116.1_3617	25.514	243	417
WP_237578348.1	lcl|NZ_JQRB01000235.1_cds_JG08_RS20690_2550	34.615	78	207
WP_004280422.1	lcl|NZ_JQRB01000072.1_cds_WP_004423992.1_1007	32.857	210	242
WP_004280422.1	lcl|NZ_JQRB01000276.1_cds_WP_061251526.1_2897	26.829	246	242
WP_004280656.1	lcl|NZ_JQRB01000024.1_cds_WP_061250759.1_389	32.271	251	255
WP_004280656.1	lcl|NZ_JQRB01000003.1_cds_WP_004421044.1_34	28.846	260	255
WP_004280656.1	lcl|NZ_JQRB01000126.1_cds_WP_002179721.1_1612	27.451	255	255
WP_004280656.1	lcl|NZ_JQRB01000394.1_cds_WP_061251686.1_3448	28.464	267	255
WP_004280656.1	lcl|NZ_JQRB01000059.1_cds_WP_004434762.1_851	26.437	261	255
WP_004280656.1	lcl|NZ_JQRB01000437.1_cds_WP_004427000.1_3592	24.906	265	255
WP_004280656.1	lcl|NZ_JQRB01000099.1_cds_WP_004437014.1_1299	24.164	269	255
WP_004280656.1	lcl|NZ_JQRB01000003.1_cds_WP_004450657.1_38	25.591	254	255
WP_004280656.1	lcl|NZ_JQRB01000146.1_cds_WP_061251184.1_1779	25.668	187	255
WP_004280656.1	lcl|NZ_JQRB01000003.1_cds_WP_004421482.1_69	27.979	193	255
WP_004280656.1	lcl|NZ_JQRB01000062.1_cds_WP_004435652.1_907	24.500	200	255
WP_004280656.1	lcl|NZ_JQRB01000321.1_cds_WP_004455351.1_3153	27.320	194	255
WP_004280656.1	lcl|NZ_JQRB01000255.1_cds_WP_338107919.1_2759	25.610	164	255
WP_004280656.1	lcl|NZ_JQRB01000215.1_cds_WP_004419974.1_2377	36.486	74	255
WP_004280656.1	lcl|NZ_JQRB01000040.1_cds_WP_002155166.1_668	25.389	193	255
WP_004280493.1	lcl|NZ_JQRB01000029.1_cds_WP_004421951.1_456	27.864	323	314
WP_004280493.1	lcl|NZ_JQRB01000108.1_cds_JG08_RS23290_1384	36.620	71	314
WP_004280665.1	lcl|NZ_JQRB01000005.1_cds_WP_061250574.1_86	39.350	277	282
WP_004280665.1	lcl|NZ_JQRB01000275.1_cds_WP_061251524.1_2888	35.172	290	282
WP_004280665.1	lcl|NZ_JQRB01000273.1_cds_WP_061251515.1_2868	27.206	272	282
WP_004280909.1	lcl|NZ_JQRB01000055.1_cds_WP_004440490.1_811	38.653	401	401
WP_004280909.1	lcl|NZ_JQRB01000273.1_cds_WP_004421357.1_2870	32.316	393	401
WP_004280909.1	lcl|NZ_JQRB01000028.1_cds_WP_004421204.1_431	32.172	373	401
WP_004280909.1	lcl|NZ_JQRB01000028.1_cds_WP_004420975.1_442	31.452	372	401
WP_004280909.1	lcl|NZ_JQRB01000003.1_cds_WP_004450649.1_63	28.493	365	401
WP_004280909.1	lcl|NZ_JQRB01000028.1_cds_WP_004448474.1_443	29.752	363	401
WP_004280909.1	lcl|NZ_JQRB01000455.1_cds_WP_036034116.1_3617	26.302	384	401
