WP_002764162.1	lcl|NZ_JADDWL010000005.1_cds_WP_002725873.1_2782	100.000	82	106
WP_004279997.1	lcl|NZ_JADDWL010000005.1_cds_WP_002733579.1_2781	97.742	310	327
WP_004279997.1	lcl|NZ_JADDWL010000005.1_cds_WP_002733534.1_2778	27.381	252	327
WP_004279997.1	lcl|NZ_JADDWL010000018.1_cds_WP_002722638.1_665	24.383	324	327
WP_004279997.1	lcl|NZ_JADDWL010000005.1_cds_WP_002740024.1_2687	22.337	291	327
WP_004279997.1	lcl|NZ_JADDWL010000006.1_cds_WP_002728309.1_2939	25.723	311	327
WP_004279997.1	lcl|NZ_JADDWL010000013.1_cds_WP_002743770.1_293	21.387	173	327
WP_004279997.1	lcl|NZ_JADDWL010000005.1_cds_WP_016749081.1_2749	24.503	151	327
WP_004280807.1	lcl|NZ_JADDWL010000033.1_cds_WP_032856387.1_1704	26.667	225	220
WP_004280807.1	lcl|NZ_JADDWL010000005.1_cds_WP_002742128.1_2691	26.180	233	220
WP_004280807.1	lcl|NZ_JADDWL010000005.1_cds_WP_002733661.1_2711	33.696	92	220
WP_004280807.1	lcl|NZ_JADDWL010000020.1_cds_WP_002731944.1_923	30.172	116	220
WP_004280807.1	lcl|NZ_JADDWL010000009.1_cds_WP_002726501.1_3348	29.787	94	220
WP_004280807.1	lcl|NZ_JADDWL010000005.1_cds_WP_002733618.1_2684	25.000	176	220
WP_004280570.1	lcl|NZ_JADDWL010000005.1_cds_WP_002740722.1_2738	36.012	336	354
WP_004280570.1	lcl|NZ_JADDWL010000005.1_cds_WP_002740726.1_2734	32.840	338	354
WP_004280570.1	lcl|NZ_JADDWL010000028.1_cds_WP_002730849.1_1360	33.333	288	354
WP_004280570.1	lcl|NZ_JADDWL010000005.1_cds_WP_002740722.1_2738	36.012	336	354
WP_004280570.1	lcl|NZ_JADDWL010000005.1_cds_WP_002740726.1_2734	32.840	338	354
WP_004280570.1	lcl|NZ_JADDWL010000028.1_cds_WP_002730849.1_1360	33.333	288	354
WP_004280623.1	lcl|NZ_JADDWL010000035.1_cds_WP_002738760.1_1782	30.476	210	230
WP_004280623.1	lcl|NZ_JADDWL010000012.1_cds_WP_002723863.1_209	29.091	110	230
WP_004280623.1	lcl|NZ_JADDWL010000005.1_cds_WP_002733600.1_2720	28.814	118	230
WP_004280359.1	lcl|NZ_JADDWL010000076.1_cds_WP_004278354.1_3102	28.550	655	599
WP_004280004.1	lcl|NZ_JADDWL010000026.1_cds_WP_002728994.1_1243	30.914	372	387
WP_004280004.1	lcl|NZ_JADDWL010000005.1_cds_WP_002740861.1_2773	33.898	236	387
