WP_002764162.1	lcl|NZ_RQHC01000008.1_cds_WP_135576183.1_3340	63.514	74	106
WP_004279997.1	lcl|NZ_RQHC01000008.1_cds_WP_135737733.1_3341	81.731	312	327
WP_004279997.1	lcl|NZ_RQHC01000003.1_cds_WP_135576905.1_2033	22.601	323	327
WP_004279997.1	lcl|NZ_RQHC01000008.1_cds_WP_135737736.1_3345	23.529	187	327
WP_004279997.1	lcl|NZ_RQHC01000007.1_cds_WP_012476594.1_3054	22.024	168	327
WP_004279997.1	lcl|NZ_RQHC01000003.1_cds_WP_135736992.1_1460	23.839	323	327
WP_004280807.1	lcl|NZ_RQHC01000010.1_cds_WP_135737790.1_3478	36.036	111	220
WP_004280807.1	lcl|NZ_RQHC01000003.1_cds_WP_135575436.1_189	26.860	242	220
WP_004280807.1	lcl|NZ_RQHC01000010.1_cds_WP_135737788.1_3475	31.633	98	220
WP_004280807.1	lcl|NZ_RQHC01000010.1_cds_WP_012476300.1_3477	28.421	95	220
WP_004280807.1	lcl|NZ_RQHC01000003.1_cds_WP_135575523.1_268	32.258	124	220
WP_004280807.1	lcl|NZ_RQHC01000012.1_cds_WP_012389241.1_2940	30.851	94	220
WP_004280807.1	lcl|NZ_RQHC01000003.1_cds_WP_012389771.1_2412	29.358	109	220
WP_004280570.1	lcl|NZ_RQHC01000008.1_cds_WP_135576167.1_3348	37.651	332	354
WP_004280570.1	lcl|NZ_RQHC01000003.1_cds_WP_135736768.1_978	35.117	299	354
WP_004280570.1	lcl|NZ_RQHC01000008.1_cds_WP_167881398.1_3359	30.682	352	354
WP_004280570.1	lcl|NZ_RQHC01000008.1_cds_WP_135576167.1_3348	37.651	332	354
WP_004280570.1	lcl|NZ_RQHC01000003.1_cds_WP_135736768.1_978	35.117	299	354
WP_004280570.1	lcl|NZ_RQHC01000008.1_cds_WP_167881398.1_3359	30.682	352	354
WP_004280623.1	lcl|NZ_RQHC01000003.1_cds_WP_135577472.1_1622	30.909	220	230
WP_004280623.1	lcl|NZ_RQHC01000003.1_cds_WP_135737063.1_1607	26.496	117	230
WP_004280623.1	lcl|NZ_RQHC01000008.1_cds_WP_135737751.1_3374	42.000	50	230
WP_004280004.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	31.267	371	387
WP_004280004.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	29.924	264	387
WP_004280004.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	23.077	351	387
WP_004280553.1	lcl|NZ_RQHC01000003.1_cds_WP_135736385.1_139	27.570	214	572
WP_004280553.1	lcl|NZ_RQHC01000003.1_cds_WP_135736385.1_139	27.570	214	572
WP_004280727.1	lcl|NZ_RQHC01000003.1_cds_WP_135737145.1_1763	27.190	331	417
WP_004280727.1	lcl|NZ_RQHC01000008.1_cds_WP_135737737.1_3346	27.660	282	417
WP_004280727.1	lcl|NZ_RQHC01000003.1_cds_WP_135736687.1_810	30.374	214	417
WP_004280727.1	lcl|NZ_RQHC01000003.1_cds_WP_012387715.1_1153	26.692	266	417
WP_237578348.1	lcl|NZ_RQHC01000001.1_cds_WP_135579447.1_3494	33.981	103	207
WP_237578348.1	lcl|NZ_RQHC01000003.1_cds_WP_226992807.1_2211	30.894	123	207
WP_004280422.1	lcl|NZ_RQHC01000003.1_cds_WP_135577472.1_1622	26.860	242	242
WP_004280422.1	lcl|NZ_RQHC01000008.1_cds_WP_135737751.1_3374	30.882	136	242
WP_004280656.1	lcl|NZ_RQHC01000008.1_cds_WP_135737746.1_3368	28.731	268	255
WP_004280656.1	lcl|NZ_RQHC01000008.1_cds_WP_135737745.1_3367	31.321	265	255
WP_004280656.1	lcl|NZ_RQHC01000003.1_cds_WP_135737154.1_1784	29.365	252	255
WP_004280656.1	lcl|NZ_RQHC01000013.1_cds_WP_012389530.1_2656	29.098	244	255
WP_004280656.1	lcl|NZ_RQHC01000007.1_cds_WP_135579981.1_2981	30.196	255	255
WP_004280656.1	lcl|NZ_RQHC01000013.1_cds_WP_135579593.1_2600	27.132	258	255
WP_004280656.1	lcl|NZ_RQHC01000003.1_cds_WP_135575593.1_340	28.063	253	255
