WP_002764162.1	lcl|NZ_AFKG01000223.1_cds_WP_000340715.1_297	93.902	82	106
WP_004279997.1	lcl|NZ_AFKG01000223.1_cds_WP_000410273.1_296	91.613	310	327
WP_004279997.1	lcl|NZ_AFKG01000223.1_cds_WP_000093099.1_276	58.730	63	327
WP_004279997.1	lcl|NZ_AFKG01000223.1_cds_WP_000646250.1_293	28.175	252	327
WP_004279997.1	lcl|NZ_AFKG01000109.1_cds_WP_000744700.1_1695	22.936	327	327
WP_004279997.1	lcl|NZ_AFKG01000223.1_cds_WP_000600889.1_267	23.656	186	327
WP_004279997.1	lcl|NZ_AFKG01000223.1_cds_WP_000723090.1_214	22.414	290	327
WP_004279997.1	lcl|NZ_AFKG01000223.1_cds_WP_001067557.1_290	24.847	326	327
WP_004279997.1	lcl|NZ_AFKG01000032.1_cds_WP_001984071.1_2997	23.529	306	327
WP_004280069.1	lcl|NZ_AFKG01000223.1_cds_WP_000202830.1_257	42.210	353	361
WP_004280807.1	lcl|NZ_AFKG01000223.1_cds_WP_000282880.1_218	29.787	235	220
WP_004280807.1	lcl|NZ_AFKG01000018.1_cds_WP_001099029.1_3530	26.906	223	220
WP_004280807.1	lcl|NZ_AFKG01000223.1_cds_WP_001068986.1_239	30.435	92	220
WP_004280807.1	lcl|NZ_AFKG01000175.1_cds_WP_000840858.1_503	29.808	104	220
WP_004280807.1	lcl|NZ_AFKG01000025.1_cds_WP_000868621.1_3167	29.670	91	220
WP_004280807.1	lcl|NZ_AFKG01000149.1_cds_WP_000262844.1_835	24.638	207	220
WP_004280807.1	lcl|NZ_AFKG01000020.1_cds_WP_001114267.1_3462	26.136	176	220
WP_004280570.1	lcl|NZ_AFKG01000223.1_cds_WP_001230564.1_264	35.988	339	354
WP_004280570.1	lcl|NZ_AFKG01000223.1_cds_WP_000582618.1_260	33.742	326	354
WP_004280570.1	lcl|NZ_AFKG01000154.1_cds_WP_001011675.1_786	33.898	295	354
WP_004280570.1	lcl|NZ_AFKG01000223.1_cds_WP_001230564.1_264	35.988	339	354
WP_004280570.1	lcl|NZ_AFKG01000223.1_cds_WP_000582618.1_260	33.742	326	354
WP_004280570.1	lcl|NZ_AFKG01000154.1_cds_WP_001011675.1_786	33.898	295	354
WP_004280623.1	lcl|NZ_AFKG01000231.1_cds_WP_001014594.1_77	28.365	208	230
WP_004280623.1	lcl|NZ_AFKG01000033.1_cds_WP_000721859.1_2934	30.000	110	230
