WP_002764162.1	lcl|NZ_VCHH01000062.1_cds_WP_000340715.1_2957	93.902	82	106
WP_004279997.1	lcl|NZ_VCHH01000062.1_cds_WP_000410266.1_2956	91.613	310	327
WP_004279997.1	lcl|NZ_VCHH01000062.1_cds_WP_000646254.1_2953	27.778	252	327
WP_004279997.1	lcl|NZ_VCHH01000007.1_cds_WP_000744698.1_3122	22.936	327	327
WP_004279997.1	lcl|NZ_VCHH01000026.1_cds_WP_000723091.1_1536	22.759	290	327
WP_004279997.1	lcl|NZ_VCHH01000062.1_cds_WP_001067557.1_2950	24.847	326	327
WP_004279997.1	lcl|NZ_VCHH01000009.1_cds_WP_002072074.1_3533	23.856	306	327
WP_004280807.1	lcl|NZ_VCHH01000026.1_cds_WP_000282882.1_1532	29.362	235	220
WP_004280807.1	lcl|NZ_VCHH01000016.1_cds_WP_001099039.1_855	26.906	223	220
WP_004280807.1	lcl|NZ_VCHH01000025.1_cds_WP_000840861.1_1517	29.808	104	220
WP_004280807.1	lcl|NZ_VCHH01000024.1_cds_WP_000868621.1_1464	29.670	91	220
WP_004280807.1	lcl|NZ_VCHH01000026.1_cds_WP_001114273.1_1539	26.136	176	220
WP_004280807.1	lcl|NZ_VCHH01000081.1_cds_WP_000262844.1_3415	24.638	207	220
WP_004280570.1	lcl|NZ_VCHH01000094.1_cds_WP_001033784.1_3656	32.571	350	354
WP_004280570.1	lcl|NZ_VCHH01000011.1_cds_WP_001011666.1_310	33.898	295	354
WP_004280570.1	lcl|NZ_VCHH01000094.1_cds_WP_002072154.1_3650	28.435	313	354
WP_004280570.1	lcl|NZ_VCHH01000094.1_cds_WP_001033784.1_3656	32.571	350	354
WP_004280570.1	lcl|NZ_VCHH01000011.1_cds_WP_001011666.1_310	33.898	295	354
WP_004280570.1	lcl|NZ_VCHH01000094.1_cds_WP_002072154.1_3650	28.435	313	354
WP_004280623.1	lcl|NZ_VCHH01000022.1_cds_WP_000696059.1_1356	43.373	166	230
WP_004280623.1	lcl|NZ_VCHH01000104.1_cds_WP_001014594.1_244	28.365	208	230
WP_004280623.1	lcl|NZ_VCHH01000094.1_cds_WP_000440091.1_3651	25.118	211	230
WP_004280623.1	lcl|NZ_VCHH01000023.1_cds_WP_000721854.1_1443	30.000	110	230
WP_004280004.1	lcl|NZ_VCHH01000009.1_cds_WP_001281953.1_3569	32.172	373	387
WP_004280004.1	lcl|NZ_VCHH01000107.1_cds_WP_000228801.1_272	34.728	239	387
WP_004280004.1	lcl|NZ_VCHH01000062.1_cds_WP_000608294.1_2948	34.322	236	387
WP_004280004.1	lcl|NZ_VCHH01000094.1_cds_WP_000172659.1_3648	34.400	250	387
WP_004280004.1	lcl|NZ_VCHH01000062.1_cds_WP_001198107.1_2949	36.893	206	387
WP_004280004.1	lcl|NZ_VCHH01000030.1_cds_WP_000575181.1_1800	29.329	283	387
WP_004280004.1	lcl|NZ_VCHH01000060.1_cds_WP_000538754.1_2915	27.103	321	387
WP_004280004.1	lcl|NZ_VCHH01000013.1_cds_WP_001982414.1_607	26.160	237	387
WP_004280553.1	lcl|NZ_VCHH01000022.1_cds_WP_000696059.1_1356	34.836	244	572
WP_004280553.1	lcl|NZ_VCHH01000094.1_cds_WP_000440091.1_3651	27.404	208	572
WP_004280553.1	lcl|NZ_VCHH01000017.1_cds_WP_000613389.1_927	23.196	194	572
WP_004280553.1	lcl|NZ_VCHH01000023.1_cds_WP_000721854.1_1443	33.628	113	572
WP_004280553.1	lcl|NZ_VCHH01000022.1_cds_WP_000696059.1_1356	34.836	244	572
WP_004280553.1	lcl|NZ_VCHH01000094.1_cds_WP_000440091.1_3651	27.404	208	572
WP_004280553.1	lcl|NZ_VCHH01000017.1_cds_WP_000613389.1_927	23.196	194	572
WP_004280553.1	lcl|NZ_VCHH01000023.1_cds_WP_000721854.1_1443	33.628	113	572
WP_004280727.1	lcl|NZ_VCHH01000062.1_cds_WP_001198107.1_2949	36.667	270	417
WP_004280727.1	lcl|NZ_VCHH01000062.1_cds_WP_000608294.1_2948	34.717	265	417
WP_004280727.1	lcl|NZ_VCHH01000009.1_cds_WP_001281953.1_3569	28.440	327	417
WP_004280727.1	lcl|NZ_VCHH01000030.1_cds_WP_000575181.1_1800	34.646	254	417
WP_004280727.1	lcl|NZ_VCHH01000094.1_cds_WP_000172659.1_3648	29.050	358	417
WP_004280727.1	lcl|NZ_VCHH01000107.1_cds_WP_000228801.1_272	36.792	212	417
WP_004280727.1	lcl|NZ_VCHH01000060.1_cds_WP_000538754.1_2915	27.668	253	417
WP_004280727.1	lcl|NZ_VCHH01000013.1_cds_WP_001982414.1_607	24.280	243	417
WP_004280422.1	lcl|NZ_VCHH01000022.1_cds_WP_000696059.1_1356	33.014	209	242
WP_004280422.1	lcl|NZ_VCHH01000104.1_cds_WP_001014594.1_244	27.236	246	242
WP_004280656.1	lcl|NZ_VCHH01000007.1_cds_WP_000998678.1_3095	32.271	251	255
WP_004280656.1	lcl|NZ_VCHH01000030.1_cds_WP_000412931.1_1824	28.846	260	255
WP_004280656.1	lcl|NZ_VCHH01000015.1_cds_WP_000566240.1_809	27.843	255	255
WP_004280656.1	lcl|NZ_VCHH01000005.1_cds_WP_000043153.1_2585	26.038	265	255
WP_004280656.1	lcl|NZ_VCHH01000056.1_cds_WP_000653652.1_2746	27.203	261	255
