WP_002764162.1	lcl|NZ_JQOY01000020.1_cds_WP_000340715.1_812	93.902	82	106
WP_004279997.1	lcl|NZ_JQOY01000020.1_cds_WP_000410273.1_811	91.613	310	327
WP_004279997.1	lcl|NZ_JQOY01000020.1_cds_WP_000093099.1_792	58.730	63	327
WP_004279997.1	lcl|NZ_JQOY01000020.1_cds_WP_000646256.1_808	27.778	252	327
WP_004279997.1	lcl|NZ_JQOY01000001.1_cds_WP_000744700.1_44	22.936	327	327
WP_004279997.1	lcl|NZ_JQOY01000020.1_cds_WP_000600889.1_783	23.656	186	327
WP_004279997.1	lcl|NZ_JQOY01000020.1_cds_WP_000723092.1_730	22.414	290	327
WP_004279997.1	lcl|NZ_JQOY01000020.1_cds_WP_001067556.1_805	24.847	326	327
WP_004279997.1	lcl|NZ_JQOY01000012.1_cds_WP_001984071.1_449	23.529	306	327
WP_004280069.1	lcl|NZ_JQOY01000020.1_cds_WP_000202825.1_773	41.926	353	361
WP_004280807.1	lcl|NZ_JQOY01000020.1_cds_WP_000282880.1_734	29.787	235	220
WP_004280807.1	lcl|NZ_JQOY01000015.1_cds_WP_001099029.1_574	26.906	223	220
WP_004280807.1	lcl|NZ_JQOY01000020.1_cds_WP_001068986.1_755	30.435	92	220
WP_004280807.1	lcl|NZ_JQOY01000081.1_cds_WP_000840860.1_2477	29.808	104	220
WP_004280807.1	lcl|NZ_JQOY01000108.1_cds_WP_000868621.1_2999	29.670	91	220
WP_004280807.1	lcl|NZ_JQOY01000063.1_cds_WP_001114264.1_1998	26.136	176	220
WP_004280807.1	lcl|NZ_JQOY01000113.1_cds_WP_000262844.1_3049	24.638	207	220
WP_004280570.1	lcl|NZ_JQOY01000020.1_cds_WP_001230564.1_780	35.988	339	354
WP_004280570.1	lcl|NZ_JQOY01000020.1_cds_WP_000582619.1_776	33.742	326	354
WP_004280570.1	lcl|NZ_JQOY01000151.1_cds_WP_001011675.1_3497	33.898	295	354
WP_004280570.1	lcl|NZ_JQOY01000020.1_cds_WP_001230564.1_780	35.988	339	354
WP_004280570.1	lcl|NZ_JQOY01000020.1_cds_WP_000582619.1_776	33.742	326	354
WP_004280570.1	lcl|NZ_JQOY01000151.1_cds_WP_001011675.1_3497	33.898	295	354
WP_004280623.1	lcl|NZ_JQOY01000025.1_cds_WP_001014595.1_1001	28.365	208	230
WP_004280623.1	lcl|NZ_JQOY01000072.1_cds_WP_000721859.1_2276	30.000	110	230
WP_004280359.1	lcl|NZ_JQOY01000020.1_cds_WP_000698821.1_770	42.020	614	599
WP_004280004.1	lcl|NZ_JQOY01000020.1_cds_WP_000582222.1_794	38.211	246	387
WP_004280004.1	lcl|NZ_JQOY01000192.1_cds_WP_001281953.1_3732	32.172	373	387
WP_004280004.1	lcl|NZ_JQOY01000020.1_cds_WP_000947844.1_782	31.559	263	387
WP_004280004.1	lcl|NZ_JQOY01000020.1_cds_WP_000346036.1_775	27.147	361	387
WP_004280004.1	lcl|NZ_JQOY01000020.1_cds_WP_000575178.1_736	29.682	283	387
WP_004280004.1	lcl|NZ_JQOY01000089.1_cds_WP_000538757.1_2614	27.103	321	387
WP_004280004.1	lcl|NZ_JQOY01000030.1_cds_WP_001982414.1_1133	26.160	237	387
WP_004280066.1	lcl|NZ_JQOY01000020.1_cds_WP_000698821.1_770	27.157	626	583
WP_004280553.1	lcl|NZ_JQOY01000098.1_cds_WP_000613385.1_2774	23.077	130	572
WP_004280553.1	lcl|NZ_JQOY01000072.1_cds_WP_000721859.1_2276	33.333	117	572
WP_004280553.1	lcl|NZ_JQOY01000098.1_cds_WP_000613385.1_2774	23.077	130	572
WP_004280553.1	lcl|NZ_JQOY01000072.1_cds_WP_000721859.1_2276	33.333	117	572
WP_004280727.1	lcl|NZ_JQOY01000020.1_cds_WP_000575178.1_736	35.039	254	417
WP_004280727.1	lcl|NZ_JQOY01000192.1_cds_WP_001281953.1_3732	28.440	327	417
WP_004280727.1	lcl|NZ_JQOY01000020.1_cds_WP_000346036.1_775	29.367	395	417
WP_004280727.1	lcl|NZ_JQOY01000020.1_cds_WP_000582222.1_794	37.850	214	417
WP_004280727.1	lcl|NZ_JQOY01000020.1_cds_WP_000947844.1_782	27.239	268	417
WP_004280727.1	lcl|NZ_JQOY01000089.1_cds_WP_000538757.1_2614	27.843	255	417
WP_004280727.1	lcl|NZ_JQOY01000030.1_cds_WP_001982414.1_1133	24.280	243	417
WP_237578347.1	lcl|NZ_JQOY01000020.1_cds_WP_000698821.1_770	42.620	603	611
WP_004280422.1	lcl|NZ_JQOY01000025.1_cds_WP_001014595.1_1001	27.236	246	242
WP_004280656.1	lcl|NZ_JQOY01000001.1_cds_WP_000998676.1_18	32.271	251	255
WP_004280656.1	lcl|NZ_JQOY01000007.1_cds_WP_000566240.1_262	27.843	255	255
WP_004280656.1	lcl|NZ_JQOY01000171.1_cds_WP_000043153.1_3615	26.038	265	255
WP_004280656.1	lcl|NZ_JQOY01000084.1_cds_WP_000653653.1_2516	26.820	261	255
WP_004280656.1	lcl|NZ_JQOY01000007.1_cds_WP_002080077.1_234	27.376	263	255
WP_004280656.1	lcl|NZ_JQOY01000096.1_cds_WP_000351753.1_2724	24.535	269	255
WP_004280656.1	lcl|NZ_JQOY01000023.1_cds_WP_000646910.1_905	27.568	185	255
WP_004280656.1	lcl|NZ_JQOY01000147.1_cds_WP_002067215.1_3433	27.320	194	255
WP_004280656.1	lcl|NZ_JQOY01000147.1_cds_WP_001069861.1_3427	26.220	164	255
WP_004280656.1	lcl|NZ_JQOY01000020.1_cds_WP_000723092.1_730	27.861	201	255
WP_004280656.1	lcl|NZ_JQOY01000130.1_cds_WP_000093664.1_3267	23.000	200	255
WP_004280656.1	lcl|NZ_JQOY01000004.1_cds_WP_001074690.1_160	24.352	193	255
WP_004280656.1	lcl|NZ_JQOY01000001.1_cds_WP_000744700.1_44	33.333	72	255
WP_004280493.1	lcl|NZ_JQOY01000169.1_cds_WP_002185292.1_3605	27.879	330	314
WP_004280665.1	lcl|NZ_JQOY01000020.1_cds_WP_001230564.1_780	37.132	272	282
WP_004280665.1	lcl|NZ_JQOY01000151.1_cds_WP_001011675.1_3497	38.328	287	282
WP_004280665.1	lcl|NZ_JQOY01000020.1_cds_WP_000582619.1_776	32.302	291	282
WP_004280909.1	lcl|NZ_JQOY01000192.1_cds_WP_001281953.1_3732	38.404	401	401
WP_004280909.1	lcl|NZ_JQOY01000020.1_cds_WP_000582222.1_794	33.600	375	401
WP_004280909.1	lcl|NZ_JQOY01000020.1_cds_WP_000575178.1_736	28.415	366	401
WP_004280909.1	lcl|NZ_JQOY01000020.1_cds_WP_000346036.1_775	27.034	381	401
WP_004280909.1	lcl|NZ_JQOY01000020.1_cds_WP_000947844.1_782	26.790	377	401
WP_004280909.1	lcl|NZ_JQOY01000030.1_cds_WP_001982414.1_1133	25.781	384	401
WP_004280909.1	lcl|NZ_JQOY01000089.1_cds_WP_000538757.1_2614	26.772	381	401
WP_004280488.1	lcl|NZ_JQOY01000187.1_cds_WP_000172203.1_3709	30.978	368	568
WP_004280488.1	lcl|NZ_JQOY01000020.1_cds_WP_000834715.1_789	28.250	400	568
