WP_002764162.1	lcl|NZ_AOWU01000073.1_cds_WP_000340715.1_911	93.902	82	106
WP_004279997.1	lcl|NZ_AOWU01000073.1_cds_WP_000410266.1_910	91.613	310	327
WP_004279997.1	lcl|NZ_AOWU01000073.1_cds_WP_000646254.1_907	27.778	252	327
WP_004279997.1	lcl|NZ_AOWU01000070.1_cds_WP_000744698.1_849	22.936	327	327
WP_004279997.1	lcl|NZ_AOWU01000078.1_cds_WP_000723091.1_962	22.759	290	327
WP_004279997.1	lcl|NZ_AOWU01000073.1_cds_WP_001067557.1_904	24.847	326	327
WP_004279997.1	lcl|NZ_AOWU01000182.1_cds_WP_002072074.1_2866	23.856	306	327
WP_004280807.1	lcl|NZ_AOWU01000078.1_cds_WP_000282882.1_966	29.362	235	220
WP_004280807.1	lcl|NZ_AOWU01000137.1_cds_WP_001099039.1_1808	26.906	223	220
WP_004280807.1	lcl|NZ_AOWU01000109.1_cds_WP_000840861.1_1373	29.808	104	220
WP_004280807.1	lcl|NZ_AOWU01000180.1_cds_WP_000868621.1_2839	29.670	91	220
WP_004280807.1	lcl|NZ_AOWU01000078.1_cds_WP_001114273.1_959	26.136	176	220
WP_004280807.1	lcl|NZ_AOWU01000176.1_cds_WP_000262844.1_2774	24.638	207	220
WP_004280570.1	lcl|NZ_AOWU01000074.1_cds_WP_001033784.1_914	32.571	350	354
WP_004280570.1	lcl|NZ_AOWU01000145.1_cds_WP_001011666.1_2052	33.898	295	354
WP_004280570.1	lcl|NZ_AOWU01000074.1_cds_WP_002072154.1_920	28.435	313	354
WP_004280570.1	lcl|NZ_AOWU01000074.1_cds_WP_001033784.1_914	32.571	350	354
WP_004280570.1	lcl|NZ_AOWU01000145.1_cds_WP_001011666.1_2052	33.898	295	354
WP_004280570.1	lcl|NZ_AOWU01000074.1_cds_WP_002072154.1_920	28.435	313	354
WP_004280623.1	lcl|NZ_AOWU01000105.1_cds_WP_000696059.1_1266	43.373	166	230
WP_004280623.1	lcl|NZ_AOWU01000197.1_cds_WP_001014594.1_3338	28.365	208	230
WP_004280623.1	lcl|NZ_AOWU01000074.1_cds_WP_000440091.1_919	25.118	211	230
WP_004280623.1	lcl|NZ_AOWU01000058.1_cds_WP_000721854.1_724	30.000	110	230
WP_004280004.1	lcl|NZ_AOWU01000001.1_cds_WP_001281953.1_1	32.172	373	387
WP_004280004.1	lcl|NZ_AOWU01000105.1_cds_WP_000228801.1_1260	34.728	239	387
WP_004280004.1	lcl|NZ_AOWU01000073.1_cds_WP_000608294.1_902	34.322	236	387
WP_004280004.1	lcl|NZ_AOWU01000074.1_cds_WP_000172659.1_922	34.400	250	387
WP_004280004.1	lcl|NZ_AOWU01000073.1_cds_WP_001198107.1_903	36.893	206	387
WP_004280004.1	lcl|NZ_AOWU01000047.1_cds_WP_000575181.1_552	29.329	283	387
WP_004280004.1	lcl|NZ_AOWU01000178.1_cds_WP_000538754.1_2797	27.103	321	387
WP_004280004.1	lcl|NZ_AOWU01000111.1_cds_WP_001982414.1_1399	26.160	237	387
WP_004280553.1	lcl|NZ_AOWU01000105.1_cds_WP_000696059.1_1266	34.836	244	572
WP_004280553.1	lcl|NZ_AOWU01000074.1_cds_WP_000440091.1_919	27.404	208	572
WP_004280553.1	lcl|NZ_AOWU01000199.1_cds_WP_000613389.1_3393	23.196	194	572
WP_004280553.1	lcl|NZ_AOWU01000058.1_cds_WP_000721854.1_724	33.628	113	572
WP_004280553.1	lcl|NZ_AOWU01000105.1_cds_WP_000696059.1_1266	34.836	244	572
WP_004280553.1	lcl|NZ_AOWU01000074.1_cds_WP_000440091.1_919	27.404	208	572
WP_004280553.1	lcl|NZ_AOWU01000199.1_cds_WP_000613389.1_3393	23.196	194	572
WP_004280553.1	lcl|NZ_AOWU01000058.1_cds_WP_000721854.1_724	33.628	113	572
WP_004280727.1	lcl|NZ_AOWU01000073.1_cds_WP_001198107.1_903	36.667	270	417
WP_004280727.1	lcl|NZ_AOWU01000073.1_cds_WP_000608294.1_902	34.717	265	417
WP_004280727.1	lcl|NZ_AOWU01000001.1_cds_WP_001281953.1_1	28.440	327	417
WP_004280727.1	lcl|NZ_AOWU01000047.1_cds_WP_000575181.1_552	34.646	254	417
WP_004280727.1	lcl|NZ_AOWU01000074.1_cds_WP_000172659.1_922	29.050	358	417
WP_004280727.1	lcl|NZ_AOWU01000105.1_cds_WP_000228801.1_1260	36.792	212	417
WP_004280727.1	lcl|NZ_AOWU01000178.1_cds_WP_000538754.1_2797	27.668	253	417
WP_004280727.1	lcl|NZ_AOWU01000111.1_cds_WP_001982414.1_1399	24.280	243	417
WP_004280422.1	lcl|NZ_AOWU01000105.1_cds_WP_000696059.1_1266	33.014	209	242
WP_004280422.1	lcl|NZ_AOWU01000197.1_cds_WP_001014594.1_3338	27.236	246	242
WP_004280656.1	lcl|NZ_AOWU01000169.1_cds_WP_000998678.1_2607	32.271	251	255
WP_004280656.1	lcl|NZ_AOWU01000047.1_cds_WP_000412931.1_576	28.846	260	255
