WP_002764162.1	lcl|NZ_AHPX01000291.1_cds_WP_000340713.1_59	92.683	82	106
WP_004279997.1	lcl|NZ_AHPX01000291.1_cds_WP_000412665.1_60	90.000	310	327
WP_004279997.1	lcl|NZ_AHPX01000291.1_cds_WP_000699347.1_64	22.772	303	327
WP_004279997.1	lcl|NZ_AHPX01000139.1_cds_WP_000744700.1_1752	22.936	327	327
WP_004279997.1	lcl|NZ_AHPX01000291.1_cds_WP_000723077.1_73	21.014	276	327
WP_004279997.1	lcl|NZ_AHPX01000049.1_cds_WP_000723094.1_3433	22.759	290	327
WP_004279997.1	lcl|NZ_AHPX01000052.1_cds_WP_001984071.1_3282	23.529	306	327
WP_004280807.1	lcl|NZ_AHPX01000291.1_cds_WP_001005151.1_109	28.205	195	220
WP_004280807.1	lcl|NZ_AHPX01000049.1_cds_WP_000282884.1_3429	29.362	235	220
WP_004280807.1	lcl|NZ_AHPX01000153.1_cds_WP_001099033.1_1491	26.009	223	220
WP_004280807.1	lcl|NZ_AHPX01000291.1_cds_WP_000808025.1_66	36.283	113	220
WP_004280807.1	lcl|NZ_AHPX01000069.1_cds_WP_000840860.1_2704	29.808	104	220
WP_004280807.1	lcl|NZ_AHPX01000291.1_cds_WP_000703222.1_102	29.348	92	220
WP_004280807.1	lcl|NZ_AHPX01000070.1_cds_WP_000868621.1_2656	29.670	91	220
WP_004280807.1	lcl|NZ_AHPX01000049.1_cds_WP_001114270.1_3436	26.136	176	220
WP_004280807.1	lcl|NZ_AHPX01000175.1_cds_WP_000262844.1_1180	24.638	207	220
WP_004280570.1	lcl|NZ_AHPX01000291.1_cds_WP_000853941.1_76	37.910	335	354
WP_004280570.1	lcl|NZ_AHPX01000291.1_cds_WP_000275581.1_65	32.036	334	354
WP_004280570.1	lcl|NZ_AHPX01000291.1_cds_WP_000155110.1_93	32.508	323	354
WP_004280570.1	lcl|NZ_AHPX01000056.1_cds_WP_001011675.1_3149	33.898	295	354
WP_004280570.1	lcl|NZ_AHPX01000291.1_cds_WP_000853941.1_76	37.910	335	354
WP_004280570.1	lcl|NZ_AHPX01000291.1_cds_WP_000275581.1_65	32.036	334	354
WP_004280570.1	lcl|NZ_AHPX01000291.1_cds_WP_000155110.1_93	32.508	323	354
WP_004280570.1	lcl|NZ_AHPX01000056.1_cds_WP_001011675.1_3149	33.898	295	354
WP_004280623.1	lcl|NZ_AHPX01000291.1_cds_WP_000721297.1_89	37.327	217	230
WP_004280623.1	lcl|NZ_AHPX01000022.1_cds_WP_001014590.1_3642	28.365	208	230
WP_004280623.1	lcl|NZ_AHPX01000180.1_cds_WP_000721859.1_1050	30.000	110	230
WP_004280004.1	lcl|NZ_AHPX01000291.1_cds_WP_001154829.1_86	31.092	357	387
WP_004280004.1	lcl|NZ_AHPX01000182.1_cds_WP_001281957.1_1025	31.903	373	387
WP_004280004.1	lcl|NZ_AHPX01000291.1_cds_WP_001054317.1_74	35.223	247	387
WP_004280004.1	lcl|NZ_AHPX01000291.1_cds_WP_000738262.1_87	33.205	259	387
WP_004280004.1	lcl|NZ_AHPX01000049.1_cds_WP_000575187.1_3427	30.035	283	387
WP_004280004.1	lcl|NZ_AHPX01000188.1_cds_WP_000538758.1_913	27.103	321	387
WP_004280004.1	lcl|NZ_AHPX01000171.1_cds_WP_001982414.1_1210	26.160	237	387
WP_004280553.1	lcl|NZ_AHPX01000291.1_cds_WP_000721297.1_89	37.603	242	572
WP_004280553.1	lcl|NZ_AHPX01000055.1_cds_WP_000613386.1_3162	23.077	130	572
WP_004280553.1	lcl|NZ_AHPX01000180.1_cds_WP_000721859.1_1050	33.333	117	572
WP_004280553.1	lcl|NZ_AHPX01000291.1_cds_WP_000721297.1_89	37.603	242	572
WP_004280553.1	lcl|NZ_AHPX01000055.1_cds_WP_000613386.1_3162	23.077	130	572
WP_004280553.1	lcl|NZ_AHPX01000180.1_cds_WP_000721859.1_1050	33.333	117	572
WP_004280727.1	lcl|NZ_AHPX01000291.1_cds_WP_001154829.1_86	33.468	248	417
WP_004280727.1	lcl|NZ_AHPX01000182.1_cds_WP_001281957.1_1025	28.440	327	417
WP_004280727.1	lcl|NZ_AHPX01000049.1_cds_WP_000575187.1_3427	33.591	259	417
WP_004280727.1	lcl|NZ_AHPX01000291.1_cds_WP_000738262.1_87	32.424	330	417
WP_004280727.1	lcl|NZ_AHPX01000291.1_cds_WP_001054317.1_74	30.342	234	417
WP_004280727.1	lcl|NZ_AHPX01000188.1_cds_WP_000538758.1_913	27.843	255	417
WP_004280727.1	lcl|NZ_AHPX01000171.1_cds_WP_001982414.1_1210	24.280	243	417
WP_004280422.1	lcl|NZ_AHPX01000291.1_cds_WP_000721297.1_89	33.333	240	242
WP_004280422.1	lcl|NZ_AHPX01000022.1_cds_WP_001014590.1_3642	27.236	246	242
WP_004280656.1	lcl|NZ_AHPX01000164.1_cds_WP_000998674.1_1321	32.271	251	255
WP_004280656.1	lcl|NZ_AHPX01000284.1_cds_WP_000566240.1_268	27.843	255	255
WP_004280656.1	lcl|NZ_AHPX01000071.1_cds_WP_000043153.1_2643	26.038	265	255
WP_004280656.1	lcl|NZ_AHPX01000155.1_cds_WP_000653653.1_1466	26.820	261	255
WP_004280656.1	lcl|NZ_AHPX01000284.1_cds_WP_001968389.1_297	27.757	263	255
WP_004280656.1	lcl|NZ_AHPX01000135.1_cds_WP_000351753.1_1843	24.535	269	255
WP_004280656.1	lcl|NZ_AHPX01000048.1_cds_WP_000646911.1_3483	27.568	185	255
WP_004280656.1	lcl|NZ_AHPX01000060.1_cds_WP_002067215.1_2963	27.320	194	255
WP_004280656.1	lcl|NZ_AHPX01000060.1_cds_WP_001069862.1_2969	26.220	164	255
WP_004280656.1	lcl|NZ_AHPX01000049.1_cds_WP_000723094.1_3433	27.363	201	255
WP_004280656.1	lcl|NZ_AHPX01000053.1_cds_WP_001074688.1_3227	24.352	193	255
WP_004280656.1	lcl|NZ_AHPX01000160.1_cds_WP_000093664.1_1367	23.000	200	255
