WP_002764162.1	lcl|NZ_LIIY02000024.1_cds_WP_000340715.1_1710	93.902	82	106
WP_004279997.1	lcl|NZ_LIIY02000024.1_cds_WP_000410273.1_1709	91.613	310	327
WP_004279997.1	lcl|NZ_LIIY02000024.1_cds_WP_000646255.1_1706	28.175	252	327
WP_004279997.1	lcl|NZ_LIIY02000004.1_cds_WP_000744695.1_2704	22.936	327	327
WP_004279997.1	lcl|NZ_LIIY02000024.1_cds_WP_000600891.1_1678	23.656	186	327
WP_004279997.1	lcl|NZ_LIIY02000047.1_cds_WP_000649929.1_2971	26.506	332	327
WP_004279997.1	lcl|NZ_LIIY02000024.1_cds_WP_000723081.1_1626	22.414	290	327
WP_004279997.1	lcl|NZ_LIIY02000024.1_cds_WP_001067557.1_1703	24.847	326	327
WP_004279997.1	lcl|NZ_LIIY02000008.1_cds_WP_002064390.1_3636	23.529	306	327
WP_004280069.1	lcl|NZ_LIIY02000024.1_cds_WP_000202832.1_1668	42.210	353	361
WP_004280807.1	lcl|NZ_LIIY02000024.1_cds_WP_000282882.1_1630	29.362	235	220
WP_004280807.1	lcl|NZ_LIIY02000034.1_cds_WP_001099039.1_2328	26.906	223	220
WP_004280807.1	lcl|NZ_LIIY02000024.1_cds_WP_001068984.1_1650	30.435	92	220
WP_004280807.1	lcl|NZ_LIIY02000034.1_cds_WP_000840861.1_2399	29.808	104	220
WP_004280807.1	lcl|NZ_LIIY02000013.1_cds_WP_000868621.1_886	29.670	91	220
WP_004280807.1	lcl|NZ_LIIY02000024.1_cds_WP_001114262.1_1623	26.136	176	220
WP_004280807.1	lcl|NZ_LIIY02000002.1_cds_WP_000262844.1_1371	24.638	207	220
WP_004280570.1	lcl|NZ_LIIY02000024.1_cds_WP_001230563.1_1675	35.988	339	354
WP_004280570.1	lcl|NZ_LIIY02000024.1_cds_WP_000582623.1_1671	34.049	326	354
WP_004280570.1	lcl|NZ_LIIY02000012.1_cds_WP_001011666.1_619	33.898	295	354
WP_004280570.1	lcl|NZ_LIIY02000024.1_cds_WP_001230563.1_1675	35.988	339	354
WP_004280570.1	lcl|NZ_LIIY02000024.1_cds_WP_000582623.1_1671	34.049	326	354
WP_004280570.1	lcl|NZ_LIIY02000012.1_cds_WP_001011666.1_619	33.898	295	354
WP_004280623.1	lcl|NZ_LIIY02000023.1_cds_WP_001014594.1_1549	28.365	208	230
WP_004280623.1	lcl|NZ_LIIY02000011.1_cds_WP_000721855.1_504	30.000	110	230
WP_004280359.1	lcl|NZ_LIIY02000024.1_cds_WP_000698813.1_1665	42.182	614	599
WP_004280004.1	lcl|NZ_LIIY02000008.1_cds_WP_001281953.1_3672	32.172	373	387
WP_004280004.1	lcl|NZ_LIIY02000024.1_cds_WP_000608291.1_1701	35.065	231	387
WP_004280004.1	lcl|NZ_LIIY02000024.1_cds_WP_000947841.1_1677	31.679	262	387
WP_004280004.1	lcl|NZ_LIIY02000024.1_cds_WP_001198107.1_1702	36.893	206	387
WP_004280004.1	lcl|NZ_LIIY02000024.1_cds_WP_000346041.1_1670	27.147	361	387
WP_004280004.1	lcl|NZ_LIIY02000024.1_cds_WP_000575181.1_1632	29.329	283	387
WP_004280004.1	lcl|NZ_LIIY02000011.1_cds_WP_000538755.1_523	27.103	321	387
WP_004280004.1	lcl|NZ_LIIY02000008.1_cds_WP_001982414.1_3745	26.160	237	387
WP_004280066.1	lcl|NZ_LIIY02000024.1_cds_WP_000698813.1_1665	27.157	626	583
WP_004280553.1	lcl|NZ_LIIY02000001.1_cds_WP_000613389.1_231	23.196	194	572
WP_004280553.1	lcl|NZ_LIIY02000011.1_cds_WP_000721855.1_504	33.628	113	572
WP_004280553.1	lcl|NZ_LIIY02000001.1_cds_WP_000613389.1_231	23.196	194	572
WP_004280553.1	lcl|NZ_LIIY02000011.1_cds_WP_000721855.1_504	33.628	113	572
WP_004280727.1	lcl|NZ_LIIY02000024.1_cds_WP_001198107.1_1702	36.667	270	417
WP_004280727.1	lcl|NZ_LIIY02000024.1_cds_WP_000608291.1_1701	33.910	289	417
WP_004280727.1	lcl|NZ_LIIY02000008.1_cds_WP_001281953.1_3672	28.440	327	417
WP_004280727.1	lcl|NZ_LIIY02000024.1_cds_WP_000575181.1_1632	34.646	254	417
WP_004280727.1	lcl|NZ_LIIY02000024.1_cds_WP_000346041.1_1670	29.620	395	417
WP_004280727.1	lcl|NZ_LIIY02000024.1_cds_WP_000947841.1_1677	26.493	268	417
WP_004280727.1	lcl|NZ_LIIY02000011.1_cds_WP_000538755.1_523	27.668	253	417
WP_004280727.1	lcl|NZ_LIIY02000008.1_cds_WP_001982414.1_3745	24.280	243	417
WP_237578347.1	lcl|NZ_LIIY02000024.1_cds_WP_000698813.1_1665	42.786	603	611
WP_004280422.1	lcl|NZ_LIIY02000023.1_cds_WP_001014594.1_1549	27.236	246	242
WP_004280656.1	lcl|NZ_LIIY02000004.1_cds_WP_000998676.1_2678	32.271	251	255
WP_004280656.1	lcl|NZ_LIIY02000014.1_cds_WP_000566240.1_959	27.843	255	255
WP_004280656.1	lcl|NZ_LIIY02000011.1_cds_WP_000043153.1_428	26.038	265	255
WP_004280656.1	lcl|NZ_LIIY02000014.1_cds_WP_001968389.1_931	27.757	263	255
WP_004280656.1	lcl|NZ_LIIY02000024.1_cds_WP_000653652.1_1828	27.203	261	255
WP_004280656.1	lcl|NZ_LIIY02000017.1_cds_WP_000351751.1_1149	24.535	269	255
WP_004280656.1	lcl|NZ_LIIY02000047.1_cds_WP_000646906.1_2961	27.568	185	255
WP_004280656.1	lcl|NZ_LIIY02000027.1_cds_WP_000800040.1_2016	27.320	194	255
WP_004280656.1	lcl|NZ_LIIY02000024.1_cds_WP_000723081.1_1626	28.358	201	255
WP_004280656.1	lcl|NZ_LIIY02000027.1_cds_WP_001069863.1_2010	26.220	164	255
WP_004280656.1	lcl|NZ_LIIY02000005.1_cds_WP_000093664.1_3212	23.000	200	255
WP_004280656.1	lcl|NZ_LIIY02000006.1_cds_WP_001074690.1_3280	24.352	193	255
WP_004280656.1	lcl|NZ_LIIY02000004.1_cds_WP_000744695.1_2704	34.722	72	255
WP_004280493.1	lcl|NZ_LIIY02000008.1_cds_WP_002115880.1_3618	28.182	330	314
WP_004280665.1	lcl|NZ_LIIY02000024.1_cds_WP_001230563.1_1675	37.132	272	282
WP_004280665.1	lcl|NZ_LIIY02000012.1_cds_WP_001011666.1_619	38.328	287	282
WP_004280665.1	lcl|NZ_LIIY02000024.1_cds_WP_000582623.1_1671	32.646	291	282
WP_004280909.1	lcl|NZ_LIIY02000008.1_cds_WP_001281953.1_3672	38.404	401	401
WP_004280909.1	lcl|NZ_LIIY02000024.1_cds_WP_000608291.1_1701	31.452	372	401
WP_004280909.1	lcl|NZ_LIIY02000024.1_cds_WP_000575181.1_1632	27.869	366	401
WP_004280909.1	lcl|NZ_LIIY02000024.1_cds_WP_001198107.1_1702	30.513	390	401
WP_004280909.1	lcl|NZ_LIIY02000024.1_cds_WP_000947841.1_1677	26.455	378	401
WP_004280909.1	lcl|NZ_LIIY02000024.1_cds_WP_000346041.1_1670	27.034	381	401
WP_004280909.1	lcl|NZ_LIIY02000008.1_cds_WP_001982414.1_3745	25.781	384	401
WP_004280909.1	lcl|NZ_LIIY02000011.1_cds_WP_000538755.1_523	26.772	381	401
WP_004280488.1	lcl|NZ_LIIY02000008.1_cds_WP_000172209.1_3785	30.978	368	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000834719.1_1684	28.250	400	568
WP_004280488.1	lcl|NZ_LIIY02000011.1_cds_WP_000667646.1_548	31.905	210	568
WP_004280488.1	lcl|NZ_LIIY02000004.1_cds_WP_000828456.1_2792	31.250	208	568
WP_004280488.1	lcl|NZ_LIIY02000008.1_cds_WP_002071818.1_3799	32.338	201	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_000666544.1_752	30.208	192	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_001161019.1_197	31.088	193	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_000510772.1_98	30.415	217	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000651462.1_1583	30.256	195	568
WP_004280488.1	lcl|NZ_LIIY02000018.1_cds_WP_000047473.1_1263	33.333	192	568
WP_004280488.1	lcl|NZ_LIIY02000034.1_cds_WP_000184524.1_2340	31.088	193	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_001049213.1_652	32.000	200	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_001049213.1_652	26.047	215	568
WP_004280488.1	lcl|NZ_LIIY02000026.1_cds_WP_000536763.1_1916	32.903	155	568
WP_004280488.1	lcl|NZ_LIIY02000006.1_cds_WP_001052496.1_3351	28.505	214	568
WP_004280488.1	lcl|NZ_LIIY02000006.1_cds_WP_000619183.1_3396	31.148	183	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_000433117.1_700	28.108	185	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000603361.1_1818	31.707	164	568
WP_004280488.1	lcl|NZ_LIIY02000006.1_cds_WP_000218834.1_3397	27.982	218	568
WP_004280488.1	lcl|NZ_LIIY02000010.1_cds_WP_000052667.1_247	27.638	199	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_000590871.1_29	26.289	194	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_000590871.1_29	23.626	182	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000054169.1_1801	30.000	190	568
WP_004280488.1	lcl|NZ_LIIY02000008.1_cds_WP_000626143.1_3780	26.636	214	568
WP_004280488.1	lcl|NZ_LIIY02000008.1_cds_WP_000626143.1_3780	24.231	260	568
WP_004280488.1	lcl|NZ_LIIY02000047.1_cds_WP_001982953.1_3003	26.425	193	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_001089503.1_732	28.293	205	568
WP_004280488.1	lcl|NZ_LIIY02000006.1_cds_WP_000598571.1_3463	26.061	165	568
WP_004280488.1	lcl|NZ_LIIY02000011.1_cds_WP_000136058.1_498	27.053	207	568
WP_004280488.1	lcl|NZ_LIIY02000011.1_cds_WP_000431147.1_454	26.754	228	568
WP_004280488.1	lcl|NZ_LIIY02000016.1_cds_WP_000481721.1_1121	24.138	203	568
WP_004280488.1	lcl|NZ_LIIY02000008.1_cds_WP_000172209.1_3785	30.978	368	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000834719.1_1684	28.250	400	568
WP_004280488.1	lcl|NZ_LIIY02000011.1_cds_WP_000667646.1_548	31.905	210	568
WP_004280488.1	lcl|NZ_LIIY02000004.1_cds_WP_000828456.1_2792	31.250	208	568
WP_004280488.1	lcl|NZ_LIIY02000008.1_cds_WP_002071818.1_3799	32.338	201	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_000666544.1_752	30.208	192	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_001161019.1_197	31.088	193	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_000510772.1_98	30.415	217	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000651462.1_1583	30.256	195	568
WP_004280488.1	lcl|NZ_LIIY02000018.1_cds_WP_000047473.1_1263	33.333	192	568
WP_004280488.1	lcl|NZ_LIIY02000034.1_cds_WP_000184524.1_2340	31.088	193	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_001049213.1_652	32.000	200	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_001049213.1_652	26.047	215	568
WP_004280488.1	lcl|NZ_LIIY02000026.1_cds_WP_000536763.1_1916	32.903	155	568
WP_004280488.1	lcl|NZ_LIIY02000006.1_cds_WP_001052496.1_3351	28.505	214	568
WP_004280488.1	lcl|NZ_LIIY02000006.1_cds_WP_000619183.1_3396	31.148	183	568
WP_004280488.1	lcl|NZ_LIIY02000012.1_cds_WP_000433117.1_700	28.108	185	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000603361.1_1818	31.707	164	568
WP_004280488.1	lcl|NZ_LIIY02000006.1_cds_WP_000218834.1_3397	27.982	218	568
WP_004280488.1	lcl|NZ_LIIY02000010.1_cds_WP_000052667.1_247	27.638	199	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_000590871.1_29	26.289	194	568
WP_004280488.1	lcl|NZ_LIIY02000001.1_cds_WP_000590871.1_29	23.626	182	568
WP_004280488.1	lcl|NZ_LIIY02000024.1_cds_WP_000054169.1_1801	30.000	190	568
WP_004280488.1	lcl|NZ_LIIY02000008.1_cds_WP_000626143.1_3780	26.636	214	568
