WP_002764162.1	lcl|NZ_JQPP01000016.1_cds_WP_000340715.1_656	93.902	82	106
WP_004279997.1	lcl|NZ_JQPP01000016.1_cds_WP_000410275.1_655	91.318	311	327
WP_004279997.1	lcl|NZ_JQPP01000016.1_cds_WP_000723078.1_607	22.179	257	327
WP_004279997.1	lcl|NZ_JQPP01000071.1_cds_WP_061278524.1_1831	22.936	327	327
WP_004279997.1	lcl|NZ_JQPP01000016.1_cds_WP_000723091.1_587	22.759	290	327
WP_004279997.1	lcl|NZ_JQPP01000016.1_cds_WP_000567887.1_605	23.009	226	327
WP_004279997.1	lcl|NZ_JQPP01000167.1_cds_WP_001984071.1_3203	23.529	306	327
WP_004280069.1	lcl|NZ_JQPP01000016.1_cds_WP_000020777.1_654	96.676	361	361
WP_004280807.1	lcl|NZ_JQPP01000016.1_cds_WP_002076509.1_653	97.260	219	220
WP_004280807.1	lcl|NZ_JQPP01000195.1_cds_WP_001099029.1_3481	26.906	223	220
WP_004280807.1	lcl|NZ_JQPP01000016.1_cds_WP_001068977.1_591	26.609	233	220
WP_004280807.1	lcl|NZ_JQPP01000016.1_cds_WP_000651739.1_612	25.214	234	220
WP_004280807.1	lcl|NZ_JQPP01000106.1_cds_WP_000840860.1_2460	29.808	104	220
WP_004280807.1	lcl|NZ_JQPP01000099.1_cds_WP_000868623.1_2308	29.670	91	220
WP_004280807.1	lcl|NZ_JQPP01000036.1_cds_WP_000262844.1_1145	24.638	207	220
WP_004280807.1	lcl|NZ_JQPP01000160.1_cds_WP_001114267.1_3095	26.136	176	220
WP_004280570.1	lcl|NZ_JQPP01000016.1_cds_WP_001136118.1_652	96.328	354	354
WP_004280570.1	lcl|NZ_JQPP01000016.1_cds_WP_002078534.1_633	33.333	288	354
WP_004280570.1	lcl|NZ_JQPP01000020.1_cds_WP_002105324.1_682	34.237	295	354
WP_004280570.1	lcl|NZ_JQPP01000016.1_cds_WP_001136118.1_652	96.328	354	354
WP_004280570.1	lcl|NZ_JQPP01000016.1_cds_WP_002078534.1_633	33.333	288	354
WP_004280570.1	lcl|NZ_JQPP01000020.1_cds_WP_002105324.1_682	34.237	295	354
WP_004280623.1	lcl|NZ_JQPP01000016.1_cds_WP_000535866.1_651	95.652	230	230
WP_004280623.1	lcl|NZ_JQPP01000016.1_cds_WP_000862747.1_637	37.264	212	230
WP_004280623.1	lcl|NZ_JQPP01000016.1_cds_WP_000256648.1_646	34.081	223	230
WP_004280623.1	lcl|NZ_JQPP01000157.1_cds_WP_002106419.1_3068	28.365	208	230
WP_004280623.1	lcl|NZ_JQPP01000050.1_cds_WP_000721859.1_1477	30.000	110	230
WP_004280091.1	lcl|NZ_JQPP01000016.1_cds_JG83_RS25240_650	86.275	102	204
WP_004280091.1	lcl|NZ_JQPP01000016.1_cds_JG83_RS25240_650	80.220	91	204
WP_004280359.1	lcl|NZ_JQPP01000016.1_cds_WP_000697359.1_649	97.830	599	599
WP_004280359.1	lcl|NZ_JQPP01000016.1_cds_WP_002189144.1_647	28.964	618	599
WP_004280004.1	lcl|NZ_JQPP01000016.1_cds_WP_001117632.1_648	97.158	387	387
WP_004280004.1	lcl|NZ_JQPP01000016.1_cds_WP_002078520.1_630	31.111	360	387
WP_004280004.1	lcl|NZ_JQPP01000016.1_cds_WP_000041233.1_645	33.610	241	387
WP_004280004.1	lcl|NZ_JQPP01000167.1_cds_WP_061251957.1_3241	31.903	373	387
WP_004280004.1	lcl|NZ_JQPP01000016.1_cds_WP_000575181.1_593	29.329	283	387
