WP_002764162.1	lcl|NZ_JQRQ01000005.1_cds_WP_002614501.1_186	97.561	82	106
WP_004279997.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503085.1_185	97.097	310	327
WP_004279997.1	lcl|NZ_JQRQ01000005.1_cds_JF90_RS20620_165	63.492	63	327
WP_004279997.1	lcl|NZ_JQRQ01000005.1_cds_WP_061217629.1_182	28.000	250	327
WP_004279997.1	lcl|NZ_JQRQ01000025.1_cds_WP_002615921.1_680	23.765	324	327
WP_004279997.1	lcl|NZ_JQRQ01000039.1_cds_WP_016760841.1_1137	22.491	289	327
WP_004279997.1	lcl|NZ_JQRQ01000117.1_cds_WP_004495474.1_2789	25.080	311	327
WP_004279997.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503074.1_2968	21.951	328	327
WP_004279997.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503537.1_1163	21.774	248	327
WP_004280069.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503992.1_1188	41.926	353	361
WP_004280807.1	lcl|NZ_JQRQ01000039.1_cds_WP_061217842.1_1141	30.288	208	220
WP_004280807.1	lcl|NZ_JQRQ01000101.1_cds_WP_061218136.1_2540	26.872	227	220
WP_004280807.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503516.1_1162	33.696	92	220
WP_004280807.1	lcl|NZ_JQRQ01000023.1_cds_WP_004500250.1_622	31.034	116	220
WP_004280807.1	lcl|NZ_JQRQ01000039.1_cds_WP_026054394.1_1142	27.273	110	220
WP_004280807.1	lcl|NZ_JQRQ01000098.1_cds_WP_016758971.1_2425	29.787	94	220
WP_004280570.1	lcl|NZ_JQRQ01000127.1_cds_WP_061218220.1_2955	38.938	339	354
WP_004280570.1	lcl|NZ_JQRQ01000039.1_cds_WP_061217859.1_1191	33.742	326	354
WP_004280570.1	lcl|NZ_JQRQ01000098.1_cds_WP_061218109.1_2460	33.788	293	354
WP_004280570.1	lcl|NZ_JQRQ01000127.1_cds_WP_061218220.1_2955	38.938	339	354
WP_004280570.1	lcl|NZ_JQRQ01000039.1_cds_WP_061217859.1_1191	33.742	326	354
WP_004280570.1	lcl|NZ_JQRQ01000098.1_cds_WP_061218109.1_2460	33.788	293	354
WP_004280623.1	lcl|NZ_JQRQ01000048.1_cds_WP_016760232.1_1420	29.048	210	230
WP_004280623.1	lcl|NZ_JQRQ01000036.1_cds_WP_061217812.1_996	26.364	110	230
WP_004280623.1	lcl|NZ_JQRQ01000039.1_cds_WP_016759263.1_1171	29.060	117	230
WP_004280359.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503986.1_1185	42.508	614	599
WP_004280359.1	lcl|NZ_JQRQ01000037.1_cds_WP_036058434.1_1113	28.506	656	599
WP_004280004.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503032.1_167	37.918	269	387
WP_004280004.1	lcl|NZ_JQRQ01000099.1_cds_WP_002621621.1_2512	31.099	373	387
WP_004280004.1	lcl|NZ_JQRQ01000127.1_cds_WP_061218226.1_2972	32.569	218	387
WP_004280004.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503155.1_2957	32.700	263	387
WP_004280004.1	lcl|NZ_JQRQ01000039.1_cds_WP_061217858.1_1190	27.222	360	387
WP_004280004.1	lcl|NZ_JQRQ01000039.1_cds_WP_004499131.1_1143	28.975	283	387
WP_004280004.1	lcl|NZ_JQRQ01000077.1_cds_WP_002619618.1_2160	24.863	366	387
WP_004280066.1	lcl|NZ_JQRQ01000037.1_cds_WP_036058434.1_1113	41.569	599	583
WP_004280066.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503986.1_1185	26.358	626	583
WP_004280553.1	lcl|NZ_JQRQ01000048.1_cds_WP_016760232.1_1420	30.924	249	572
WP_004280553.1	lcl|NZ_JQRQ01000023.1_cds_WP_061217732.1_580	22.047	127	572
WP_004280553.1	lcl|NZ_JQRQ01000048.1_cds_WP_016760232.1_1420	30.924	249	572
WP_004280553.1	lcl|NZ_JQRQ01000023.1_cds_WP_061217732.1_580	22.047	127	572
WP_004280727.1	lcl|NZ_JQRQ01000005.1_cds_WP_004503032.1_167	40.000	215	417
WP_004280727.1	lcl|NZ_JQRQ01000099.1_cds_WP_002621621.1_2512	28.736	348	417
WP_004280727.1	lcl|NZ_JQRQ01000039.1_cds_WP_004499131.1_1143	33.212	274	417
WP_004280727.1	lcl|NZ_JQRQ01000039.1_cds_WP_061217858.1_1190	29.114	395	417
WP_004280727.1	lcl|NZ_JQRQ01000127.1_cds_WP_061218226.1_2972	32.075	265	417
WP_004280727.1	lcl|NZ_JQRQ01000127.1_cds_WP_004503155.1_2957	30.290	241	417
WP_004280727.1	lcl|NZ_JQRQ01000176.1_cds_WP_002615575.1_3519	28.631	241	417
WP_004280727.1	lcl|NZ_JQRQ01000077.1_cds_WP_002619618.1_2160	24.691	243	417
WP_004280171.1	lcl|NZ_JQRQ01000039.1_cds_WP_016759832.1_1184	28.221	163	182
WP_237578347.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503986.1_1185	41.914	606	611
WP_237578347.1	lcl|NZ_JQRQ01000037.1_cds_WP_036058434.1_1113	31.002	629	611
WP_237578348.1	lcl|NZ_JQRQ01000066.1_cds_WP_004497713.1_1990	33.929	112	207
WP_004280422.1	lcl|NZ_JQRQ01000048.1_cds_WP_016760232.1_1420	29.046	241	242
WP_004280656.1	lcl|NZ_JQRQ01000071.1_cds_WP_002615931.1_2100	31.873	251	255
WP_004280656.1	lcl|NZ_JQRQ01000039.1_cds_WP_004503556.1_1169	26.613	248	255
WP_004280656.1	lcl|NZ_JQRQ01000009.1_cds_WP_004495612.1_312	27.059	255	255
WP_004280656.1	lcl|NZ_JQRQ01000065.1_cds_WP_061217996.1_1946	28.235	255	255
WP_004280656.1	lcl|NZ_JQRQ01000059.1_cds_WP_002620012.1_1652	26.415	265	255
WP_004280656.1	lcl|NZ_JQRQ01000112.1_cds_WP_002619024.1_2711	26.437	261	255
