WP_002764162.1	lcl|NZ_AFJX02000187.1_cds_WP_000340715.1_654	93.902	82	106
WP_004279997.1	lcl|NZ_AFJX02000187.1_cds_WP_000410273.1_655	91.613	310	327
WP_004279997.1	lcl|NZ_AFJX02000187.1_cds_WP_000093099.1_675	58.730	63	327
WP_004279997.1	lcl|NZ_AFJX02000187.1_cds_WP_000646250.1_658	28.175	252	327
WP_004279997.1	lcl|NZ_AFJX02000152.1_cds_WP_000744700.1_1630	22.936	327	327
WP_004279997.1	lcl|NZ_AFJX02000187.1_cds_WP_000600889.1_684	23.656	186	327
WP_004279997.1	lcl|NZ_AFJX02000187.1_cds_WP_000723090.1_737	22.414	290	327
WP_004279997.1	lcl|NZ_AFJX02000187.1_cds_WP_001067557.1_661	24.847	326	327
WP_004279997.1	lcl|NZ_AFJX02000045.1_cds_WP_001984071.1_3441	23.529	306	327
WP_004280069.1	lcl|NZ_AFJX02000187.1_cds_WP_000202830.1_694	42.210	353	361
WP_004280807.1	lcl|NZ_AFJX02000187.1_cds_WP_000282880.1_733	29.787	235	220
WP_004280807.1	lcl|NZ_AFJX02000182.1_cds_WP_001099029.1_906	26.906	223	220
WP_004280807.1	lcl|NZ_AFJX02000187.1_cds_WP_001068986.1_712	30.435	92	220
WP_004280807.1	lcl|NZ_AFJX02000022.1_cds_WP_000840858.1_3744	29.808	104	220
WP_004280807.1	lcl|NZ_AFJX02000117.1_cds_WP_000868621.1_2501	29.670	91	220
WP_004280807.1	lcl|NZ_AFJX02000138.1_cds_WP_000262844.1_2096	24.638	207	220
WP_004280807.1	lcl|NZ_AFJX02000187.1_cds_WP_001114267.1_740	26.136	176	220
WP_004280570.1	lcl|NZ_AFJX02000187.1_cds_WP_001230564.1_687	35.988	339	354
WP_004280570.1	lcl|NZ_AFJX02000187.1_cds_WP_000582618.1_691	33.742	326	354
WP_004280570.1	lcl|NZ_AFJX02000217.1_cds_WP_001011675.1_73	33.898	295	354
WP_004280570.1	lcl|NZ_AFJX02000187.1_cds_WP_001230564.1_687	35.988	339	354
WP_004280570.1	lcl|NZ_AFJX02000187.1_cds_WP_000582618.1_691	33.742	326	354
WP_004280570.1	lcl|NZ_AFJX02000217.1_cds_WP_001011675.1_73	33.898	295	354
WP_004280623.1	lcl|NZ_AFJX02000133.1_cds_WP_001014594.1_2211	28.365	208	230
WP_004280623.1	lcl|NZ_AFJX02000064.1_cds_WP_000721859.1_3097	30.000	110	230
WP_004280359.1	lcl|NZ_AFJX02000187.1_cds_WP_000698820.1_697	42.020	614	599
WP_004280004.1	lcl|NZ_AFJX02000187.1_cds_WP_000582222.1_673	38.211	246	387
WP_004280004.1	lcl|NZ_AFJX02000189.1_cds_WP_001281953.1_623	32.172	373	387
WP_004280004.1	lcl|NZ_AFJX02000187.1_cds_WP_000608295.1_663	34.322	236	387
WP_004280004.1	lcl|NZ_AFJX02000187.1_cds_WP_000947844.1_685	31.559	263	387
WP_004280004.1	lcl|NZ_AFJX02000187.1_cds_WP_001198107.1_662	36.893	206	387
WP_004280004.1	lcl|NZ_AFJX02000187.1_cds_WP_000346036.1_692	27.147	361	387
WP_004280004.1	lcl|NZ_AFJX02000187.1_cds_WP_000575178.1_731	29.682	283	387
WP_004280004.1	lcl|NZ_AFJX02000159.1_cds_WP_000538752.1_1448	27.103	321	387
WP_004280004.1	lcl|NZ_AFJX02000082.1_cds_WP_001982414.1_2860	26.160	237	387
WP_004280066.1	lcl|NZ_AFJX02000187.1_cds_WP_000698820.1_697	27.157	626	583
WP_004280553.1	lcl|NZ_AFJX02000201.1_cds_WP_000613386.1_431	23.077	130	572
WP_004280553.1	lcl|NZ_AFJX02000064.1_cds_WP_000721859.1_3097	33.333	117	572
WP_004280553.1	lcl|NZ_AFJX02000201.1_cds_WP_000613386.1_431	23.077	130	572
WP_004280553.1	lcl|NZ_AFJX02000064.1_cds_WP_000721859.1_3097	33.333	117	572
WP_004280727.1	lcl|NZ_AFJX02000187.1_cds_WP_001198107.1_662	36.667	270	417
WP_004280727.1	lcl|NZ_AFJX02000187.1_cds_WP_000608295.1_663	34.717	265	417
WP_004280727.1	lcl|NZ_AFJX02000187.1_cds_WP_000575178.1_731	35.039	254	417
WP_004280727.1	lcl|NZ_AFJX02000189.1_cds_WP_001281953.1_623	28.440	327	417
WP_004280727.1	lcl|NZ_AFJX02000187.1_cds_WP_000346036.1_692	29.367	395	417
WP_004280727.1	lcl|NZ_AFJX02000187.1_cds_WP_000582222.1_673	37.850	214	417
WP_004280727.1	lcl|NZ_AFJX02000187.1_cds_WP_000947844.1_685	27.239	268	417
WP_004280727.1	lcl|NZ_AFJX02000159.1_cds_WP_000538752.1_1448	27.668	253	417
WP_004280727.1	lcl|NZ_AFJX02000082.1_cds_WP_001982414.1_2860	24.280	243	417
WP_237578347.1	lcl|NZ_AFJX02000187.1_cds_WP_000698820.1_697	42.454	603	611
WP_004280422.1	lcl|NZ_AFJX02000133.1_cds_WP_001014594.1_2211	27.236	246	242
WP_004280656.1	lcl|NZ_AFJX02000152.1_cds_WP_000998676.1_1656	32.271	251	255
WP_004280656.1	lcl|NZ_AFJX02000216.1_cds_WP_000566240.1_193	27.843	255	255
WP_004280656.1	lcl|NZ_AFJX02000069.1_cds_WP_000043153.1_3032	26.038	265	255
WP_004280656.1	lcl|NZ_AFJX02000120.1_cds_WP_000653653.1_2431	26.820	261	255
WP_004280656.1	lcl|NZ_AFJX02000216.1_cds_WP_001968389.1_165	27.757	263	255
WP_004280656.1	lcl|NZ_AFJX02000161.1_cds_WP_000351752.1_1414	24.535	269	255
WP_004280656.1	lcl|NZ_AFJX02000073.1_cds_WP_000646914.1_2955	27.568	185	255
WP_004280656.1	lcl|NZ_AFJX02000193.1_cds_WP_000800040.1_537	27.320	194	255
WP_004280656.1	lcl|NZ_AFJX02000187.1_cds_WP_000723090.1_737	27.861	201	255
WP_004280656.1	lcl|NZ_AFJX02000193.1_cds_WP_001069860.1_543	26.220	164	255
WP_004280656.1	lcl|NZ_AFJX02000163.1_cds_WP_001074690.1_1374	24.352	193	255
WP_004280656.1	lcl|NZ_AFJX02000144.1_cds_WP_000093663.1_2011	23.000	200	255
WP_004280656.1	lcl|NZ_AFJX02000152.1_cds_WP_000744700.1_1630	33.333	72	255
WP_004280656.1	lcl|NZ_AFJX02000172.1_cds_LEP2GSC088_RS0216020_1100	23.394	218	255
WP_004280493.1	lcl|NZ_AFJX02000027.1_cds_WP_002185292.1_3702	27.879	330	314
WP_004280665.1	lcl|NZ_AFJX02000187.1_cds_WP_001230564.1_687	37.132	272	282
WP_004280665.1	lcl|NZ_AFJX02000217.1_cds_WP_001011675.1_73	38.328	287	282
WP_004280665.1	lcl|NZ_AFJX02000187.1_cds_WP_000582618.1_691	32.302	291	282
WP_004280909.1	lcl|NZ_AFJX02000189.1_cds_WP_001281953.1_623	38.404	401	401
WP_004280909.1	lcl|NZ_AFJX02000187.1_cds_WP_000582222.1_673	33.600	375	401
WP_004280909.1	lcl|NZ_AFJX02000187.1_cds_WP_000608295.1_663	31.452	372	401
WP_004280909.1	lcl|NZ_AFJX02000187.1_cds_WP_000575178.1_731	28.415	366	401
WP_004280909.1	lcl|NZ_AFJX02000187.1_cds_WP_001198107.1_662	30.513	390	401
WP_004280909.1	lcl|NZ_AFJX02000187.1_cds_WP_000346036.1_692	27.034	381	401
WP_004280909.1	lcl|NZ_AFJX02000187.1_cds_WP_000947844.1_685	26.790	377	401
WP_004280909.1	lcl|NZ_AFJX02000082.1_cds_WP_001982414.1_2860	25.781	384	401
WP_004280909.1	lcl|NZ_AFJX02000159.1_cds_WP_000538752.1_1448	26.772	381	401
WP_004280488.1	lcl|NZ_AFJX02000186.1_cds_WP_000172202.1_784	30.978	368	568
WP_004280488.1	lcl|NZ_AFJX02000187.1_cds_WP_000834715.1_678	28.250	400	568
WP_004280488.1	lcl|NZ_AFJX02000148.1_cds_WP_000667646.1_1840	31.905	210	568
WP_004280488.1	lcl|NZ_AFJX02000166.1_cds_WP_000828455.1_1224	31.250	208	568
WP_004280488.1	lcl|NZ_AFJX02000186.1_cds_WP_000942282.1_798	32.836	201	568
WP_004280488.1	lcl|NZ_AFJX02000165.1_cds_WP_000666552.1_1306	30.729	192	568
WP_004280488.1	lcl|NZ_AFJX02000126.1_cds_WP_001161019.1_2306	31.088	193	568
WP_004280488.1	lcl|NZ_AFJX02000148.1_cds_WP_001161019.1_1861	31.088	193	568
WP_004280488.1	lcl|NZ_AFJX02000219.1_cds_WP_001161019.1_52	31.088	193	568
WP_004280488.1	lcl|NZ_AFJX02000188.1_cds_WP_000675807.1_632	30.256	195	568
WP_004280488.1	lcl|NZ_AFJX02000145.1_cds_WP_000510777.1_1941	29.954	217	568
WP_004280488.1	lcl|NZ_AFJX02000151.1_cds_WP_000047473.1_1737	33.333	192	568
WP_004280488.1	lcl|NZ_AFJX02000182.1_cds_WP_000184524.1_894	31.088	193	568
WP_004280488.1	lcl|NZ_AFJX02000217.1_cds_WP_001049205.1_107	32.000	200	568
WP_004280488.1	lcl|NZ_AFJX02000217.1_cds_WP_001049205.1_107	25.581	215	568
WP_004280488.1	lcl|NZ_AFJX02000096.1_cds_WP_000536762.1_2733	32.903	155	568
WP_004280488.1	lcl|NZ_AFJX02000047.1_cds_WP_001052498.1_3395	29.570	186	568
WP_004280488.1	lcl|NZ_AFJX02000047.1_cds_WP_000619175.1_3390	31.148	183	568
WP_004280488.1	lcl|NZ_AFJX02000165.1_cds_WP_000433117.1_1253	28.108	185	568
WP_004280488.1	lcl|NZ_AFJX02000116.1_cds_WP_000603361.1_2519	31.707	164	568
WP_004280488.1	lcl|NZ_AFJX02000150.1_cds_WP_000052667.1_1779	27.638	199	568
WP_004280488.1	lcl|NZ_AFJX02000179.1_cds_WP_000590867.1_955	26.289	194	568
WP_004280488.1	lcl|NZ_AFJX02000179.1_cds_WP_000590867.1_955	23.626	182	568
WP_004280488.1	lcl|NZ_AFJX02000047.1_cds_WP_000218838.1_3391	27.982	218	568
WP_004280488.1	lcl|NZ_AFJX02000116.1_cds_WP_000054169.1_2503	30.000	190	568
WP_004280488.1	lcl|NZ_AFJX02000186.1_cds_WP_000626143.1_779	26.636	214	568
WP_004280488.1	lcl|NZ_AFJX02000186.1_cds_WP_000626143.1_779	24.231	260	568
WP_004280488.1	lcl|NZ_AFJX02000110.1_cds_WP_001982953.1_2585	26.425	193	568
WP_004280488.1	lcl|NZ_AFJX02000165.1_cds_WP_001089500.1_1286	28.293	205	568
WP_004280488.1	lcl|NZ_AFJX02000170.1_cds_WP_000598571.1_1137	26.061	165	568
WP_004280488.1	lcl|NZ_AFJX02000065.1_cds_WP_000136057.1_3083	27.451	204	568
WP_004280488.1	lcl|NZ_AFJX02000067.1_cds_WP_000431145.1_3047	26.754	228	568
WP_004280488.1	lcl|NZ_AFJX02000111.1_cds_WP_000481720.1_2581	24.138	203	568
WP_004280488.1	lcl|NZ_AFJX02000181.1_cds_WP_000481720.1_936	24.138	203	568
WP_004280488.1	lcl|NZ_AFJX02000186.1_cds_WP_000172202.1_784	30.978	368	568
WP_004280488.1	lcl|NZ_AFJX02000187.1_cds_WP_000834715.1_678	28.250	400	568
WP_004280488.1	lcl|NZ_AFJX02000148.1_cds_WP_000667646.1_1840	31.905	210	568
WP_004280488.1	lcl|NZ_AFJX02000166.1_cds_WP_000828455.1_1224	31.250	208	568
WP_004280488.1	lcl|NZ_AFJX02000186.1_cds_WP_000942282.1_798	32.836	201	568
WP_004280488.1	lcl|NZ_AFJX02000165.1_cds_WP_000666552.1_1306	30.729	192	568
WP_004280488.1	lcl|NZ_AFJX02000126.1_cds_WP_001161019.1_2306	31.088	193	568
WP_004280488.1	lcl|NZ_AFJX02000148.1_cds_WP_001161019.1_1861	31.088	193	568
WP_004280488.1	lcl|NZ_AFJX02000219.1_cds_WP_001161019.1_52	31.088	193	568
WP_004280488.1	lcl|NZ_AFJX02000188.1_cds_WP_000675807.1_632	30.256	195	568
WP_004280488.1	lcl|NZ_AFJX02000145.1_cds_WP_000510777.1_1941	29.954	217	568
WP_004280488.1	lcl|NZ_AFJX02000151.1_cds_WP_000047473.1_1737	33.333	192	568
WP_004280488.1	lcl|NZ_AFJX02000182.1_cds_WP_000184524.1_894	31.088	193	568
