WP_002764162.1	lcl|NZ_AHPR01000031.1_cds_WP_000340715.1_3331	93.902	82	106
WP_004279997.1	lcl|NZ_AHPR01000031.1_cds_WP_000712240.1_3330	91.935	310	327
WP_004279997.1	lcl|NZ_AHPR01000031.1_cds_WP_000646251.1_3327	27.778	252	327
WP_004279997.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	22.936	327	327
WP_004279997.1	lcl|NZ_AHPR01000031.1_cds_WP_000600886.1_3299	23.656	186	327
WP_004279997.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	22.759	290	327
WP_004279997.1	lcl|NZ_AHPR01000031.1_cds_WP_000025488.1_3305	21.779	326	327
WP_004279997.1	lcl|NZ_AHPR01000031.1_cds_WP_001067556.1_3324	24.847	326	327
WP_004279997.1	lcl|NZ_AHPR01000032.1_cds_WP_001984071.1_3206	23.529	306	327
WP_004280069.1	lcl|NZ_AHPR01000031.1_cds_WP_000202827.1_3287	42.210	353	361
WP_004280807.1	lcl|NZ_AHPR01000031.1_cds_WP_000282880.1_3247	29.787	235	220
WP_004280807.1	lcl|NZ_AHPR01000083.1_cds_WP_001099029.1_2110	26.906	223	220
WP_004280807.1	lcl|NZ_AHPR01000031.1_cds_WP_001068983.1_3269	30.435	92	220
WP_004280807.1	lcl|NZ_AHPR01000182.1_cds_WP_000840860.1_581	29.808	104	220
WP_004280807.1	lcl|NZ_AHPR01000245.1_cds_WP_000868621.1_199	29.670	91	220
WP_004280807.1	lcl|NZ_AHPR01000031.1_cds_WP_001114274.1_3240	26.136	176	220
WP_004280807.1	lcl|NZ_AHPR01000241.1_cds_WP_000262845.1_287	24.638	207	220
WP_004280570.1	lcl|NZ_AHPR01000031.1_cds_WP_001230567.1_3296	35.693	339	354
WP_004280570.1	lcl|NZ_AHPR01000031.1_cds_WP_000582622.1_3290	34.049	326	354
WP_004280570.1	lcl|NZ_AHPR01000126.1_cds_WP_001011670.1_1699	33.569	283	354
WP_004280570.1	lcl|NZ_AHPR01000031.1_cds_WP_001230567.1_3296	35.693	339	354
WP_004280570.1	lcl|NZ_AHPR01000031.1_cds_WP_000582622.1_3290	34.049	326	354
WP_004280570.1	lcl|NZ_AHPR01000126.1_cds_WP_001011670.1_1699	33.569	283	354
WP_004280623.1	lcl|NZ_AHPR01000252.1_cds_WP_001014583.1_74	28.365	208	230
WP_004280623.1	lcl|NZ_AHPR01000249.1_cds_WP_000721844.1_136	30.909	110	230
WP_004280359.1	lcl|NZ_AHPR01000031.1_cds_LEP2GSC001_RS01000000122120_3284	44.027	293	599
WP_004280359.1	lcl|NZ_AHPR01000031.1_cds_LEP2GSC001_RS01000000122120_3284	40.557	323	599
WP_004280004.1	lcl|NZ_AHPR01000191.1_cds_WP_001281953.1_514	32.172	373	387
WP_004280004.1	lcl|NZ_AHPR01000031.1_cds_WP_000947842.1_3298	31.559	263	387
WP_004280004.1	lcl|NZ_AHPR01000031.1_cds_WP_000575397.1_3309	32.877	219	387
WP_004280004.1	lcl|NZ_AHPR01000031.1_cds_WP_000346036.1_3289	27.147	361	387
WP_004280004.1	lcl|NZ_AHPR01000031.1_cds_WP_000575184.1_3249	29.329	283	387
WP_004280004.1	lcl|NZ_AHPR01000047.1_cds_WP_000538750.1_2797	27.103	321	387
WP_004280004.1	lcl|NZ_AHPR01000041.1_cds_WP_001982414.1_2953	26.160	237	387
WP_004280066.1	lcl|NZ_AHPR01000031.1_cds_LEP2GSC001_RS01000000122120_3284	30.389	283	583
WP_004280066.1	lcl|NZ_AHPR01000031.1_cds_LEP2GSC001_RS01000000122120_3284	25.373	335	583
WP_004280553.1	lcl|NZ_AHPR01000157.1_cds_WP_000613392.1_962	23.846	130	572
WP_004280553.1	lcl|NZ_AHPR01000249.1_cds_WP_000721844.1_136	33.333	117	572
WP_004280553.1	lcl|NZ_AHPR01000157.1_cds_WP_000613392.1_962	23.846	130	572
WP_004280553.1	lcl|NZ_AHPR01000249.1_cds_WP_000721844.1_136	33.333	117	572
WP_004280727.1	lcl|NZ_AHPR01000031.1_cds_WP_000575184.1_3249	35.039	254	417
WP_004280727.1	lcl|NZ_AHPR01000191.1_cds_WP_001281953.1_514	28.440	327	417
WP_004280727.1	lcl|NZ_AHPR01000031.1_cds_WP_000346036.1_3289	29.367	395	417
WP_004280727.1	lcl|NZ_AHPR01000031.1_cds_WP_000575397.1_3309	31.179	263	417
WP_004280727.1	lcl|NZ_AHPR01000031.1_cds_WP_000947842.1_3298	27.239	268	417
WP_004280727.1	lcl|NZ_AHPR01000047.1_cds_WP_000538750.1_2797	27.843	255	417
WP_004280727.1	lcl|NZ_AHPR01000041.1_cds_WP_001982414.1_2953	24.280	243	417
WP_237578347.1	lcl|NZ_AHPR01000031.1_cds_LEP2GSC001_RS01000000122120_3284	47.603	292	611
WP_237578347.1	lcl|NZ_AHPR01000031.1_cds_LEP2GSC001_RS01000000122120_3284	38.019	313	611
WP_237578348.1	lcl|NZ_AHPR01000038.1_cds_WP_000482997.1_3074	28.947	114	207
WP_004280422.1	lcl|NZ_AHPR01000252.1_cds_WP_001014583.1_74	27.642	246	242
WP_004280656.1	lcl|NZ_AHPR01000074.1_cds_WP_000998677.1_2307	32.271	251	255
WP_004280656.1	lcl|NZ_AHPR01000150.1_cds_WP_000566241.1_1077	27.843	255	255
WP_004280656.1	lcl|NZ_AHPR01000137.1_cds_WP_000043153.1_1380	26.038	265	255
WP_004280656.1	lcl|NZ_AHPR01000091.1_cds_WP_000653648.1_2021	27.586	261	255
WP_004280656.1	lcl|NZ_AHPR01000150.1_cds_WP_010679677.1_1048	27.757	263	255
WP_004280656.1	lcl|NZ_AHPR01000125.1_cds_WP_000351753.1_1712	24.535	269	255
WP_004280656.1	lcl|NZ_AHPR01000135.1_cds_WP_000646916.1_1457	27.568	185	255
WP_004280656.1	lcl|NZ_AHPR01000155.1_cds_WP_002067215.1_1004	27.320	194	255
WP_004280656.1	lcl|NZ_AHPR01000155.1_cds_WP_001069862.1_999	26.220	164	255
WP_004280656.1	lcl|NZ_AHPR01000031.1_cds_WP_000723084.1_3243	27.363	201	255
WP_004280656.1	lcl|NZ_AHPR01000120.1_cds_WP_000093664.1_1839	23.000	200	255
WP_004280656.1	lcl|NZ_AHPR01000141.1_cds_WP_001971411.1_1294	24.352	193	255
WP_004280656.1	lcl|NZ_AHPR01000074.1_cds_WP_000744700.1_2280	33.333	72	255
WP_004280493.1	lcl|NZ_AHPR01000140.1_cds_WP_033108553.1_1341	27.879	330	314
WP_004280665.1	lcl|NZ_AHPR01000031.1_cds_WP_001230567.1_3296	37.132	272	282
WP_004280665.1	lcl|NZ_AHPR01000126.1_cds_WP_001011670.1_1699	37.979	287	282
WP_004280665.1	lcl|NZ_AHPR01000031.1_cds_WP_000582622.1_3290	32.646	291	282
WP_004280909.1	lcl|NZ_AHPR01000191.1_cds_WP_001281953.1_514	38.404	401	401
WP_004280909.1	lcl|NZ_AHPR01000031.1_cds_WP_000575184.1_3249	28.689	366	401
WP_004280909.1	lcl|NZ_AHPR01000031.1_cds_WP_000575397.1_3309	29.730	370	401
WP_004280909.1	lcl|NZ_AHPR01000031.1_cds_WP_000947842.1_3298	27.056	377	401
WP_004280909.1	lcl|NZ_AHPR01000031.1_cds_WP_000346036.1_3289	27.034	381	401
WP_004280909.1	lcl|NZ_AHPR01000041.1_cds_WP_001982414.1_2953	25.781	384	401
WP_004280909.1	lcl|NZ_AHPR01000047.1_cds_WP_000538750.1_2797	26.772	381	401
WP_004280488.1	lcl|NZ_AHPR01000034.1_cds_WP_000172199.1_3168	31.522	368	568
WP_004280488.1	lcl|NZ_AHPR01000031.1_cds_WP_000797355.1_3301	32.547	212	568
WP_004280488.1	lcl|NZ_AHPR01000122.1_cds_WP_000667645.1_1791	31.905	210	568
WP_004280488.1	lcl|NZ_AHPR01000012.1_cds_WP_000828451.1_3528	31.250	208	568
WP_004280488.1	lcl|NZ_AHPR01000034.1_cds_WP_000942282.1_3154	32.836	201	568
WP_004280488.1	lcl|NZ_AHPR01000009.1_cds_WP_000666552.1_3605	30.729	192	568
WP_004280488.1	lcl|NZ_AHPR01000043.1_cds_WP_001161019.1_2865	31.088	193	568
WP_004280488.1	lcl|NZ_AHPR01000174.1_cds_WP_000510774.1_658	30.415	217	568
WP_004280488.1	lcl|NZ_AHPR01000053.1_cds_WP_000651459.1_2638	30.256	195	568
WP_004280488.1	lcl|NZ_AHPR01000005.1_cds_WP_000047473.1_3757	33.333	192	568
WP_004280488.1	lcl|NZ_AHPR01000187.1_cds_WP_000184524.1_542	31.088	193	568
WP_004280488.1	lcl|NZ_AHPR01000086.1_cds_WP_000536745.1_2090	32.484	157	568
WP_004280488.1	lcl|NZ_AHPR01000073.1_cds_WP_001049209.1_2331	30.964	197	568
WP_004280488.1	lcl|NZ_AHPR01000073.1_cds_WP_001049209.1_2331	25.581	215	568
WP_004280488.1	lcl|NZ_AHPR01000123.1_cds_WP_001052492.1_1756	28.372	215	568
