WP_002764162.1	lcl|NZ_LCZF01000044.1_cds_WP_000340715.1_1011	93.902	82	106
WP_004279997.1	lcl|NZ_LCZF01000044.1_cds_WP_000410273.1_1012	91.613	310	327
WP_004279997.1	lcl|NZ_LCZF01000044.1_cds_WP_000646253.1_1015	28.175	252	327
WP_004279997.1	lcl|NZ_LCZF01000110.1_cds_WP_000744700.1_2509	22.936	327	327
WP_004279997.1	lcl|NZ_LCZF01000077.1_cds_WP_001033107.1_1606	21.805	266	327
WP_004279997.1	lcl|NZ_LCZF01000083.1_cds_WP_000723090.1_1809	22.414	290	327
WP_004279997.1	lcl|NZ_LCZF01000044.1_cds_WP_001067558.1_1018	24.847	326	327
WP_004279997.1	lcl|NZ_LCZF01000139.1_cds_WP_001984071.1_3444	23.529	306	327
WP_004280807.1	lcl|NZ_LCZF01000122.1_cds_WP_000282884.1_2929	29.362	235	220
WP_004280807.1	lcl|NZ_LCZF01000116.1_cds_WP_001099029.1_2742	26.906	223	220
WP_004280807.1	lcl|NZ_LCZF01000129.1_cds_WP_000840860.1_3192	29.808	104	220
WP_004280807.1	lcl|NZ_LCZF01000044.1_cds_WP_000730131.1_1026	30.928	97	220
WP_004280807.1	lcl|NZ_LCZF01000118.1_cds_WP_000868621.1_2778	29.670	91	220
WP_004280807.1	lcl|NZ_LCZF01000083.1_cds_WP_001114264.1_1812	26.136	176	220
WP_004280807.1	lcl|NZ_LCZF01000114.1_cds_WP_002186708.1_2668	24.638	207	220
WP_004280570.1	lcl|NZ_LCZF01000077.1_cds_WP_001033783.1_1622	32.000	350	354
WP_004280570.1	lcl|NZ_LCZF01000063.1_cds_WP_001011674.1_1384	33.898	295	354
WP_004280570.1	lcl|NZ_LCZF01000077.1_cds_WP_001033783.1_1622	32.000	350	354
WP_004280570.1	lcl|NZ_LCZF01000063.1_cds_WP_001011674.1_1384	33.898	295	354
WP_004280623.1	lcl|NZ_LCZF01000077.1_cds_WP_000691020.1_1619	38.208	212	230
WP_004280623.1	lcl|NZ_LCZF01000114.1_cds_WP_001014597.1_2707	28.365	208	230
WP_004280623.1	lcl|NZ_LCZF01000035.1_cds_WP_000721859.1_869	30.000	110	230
WP_004280004.1	lcl|NZ_LCZF01000077.1_cds_WP_000331752.1_1611	38.211	246	387
WP_004280004.1	lcl|NZ_LCZF01000065.1_cds_WP_001281953.1_1485	32.172	373	387
WP_004280004.1	lcl|NZ_LCZF01000077.1_cds_WP_000172653.1_1617	32.411	253	387
WP_004280004.1	lcl|NZ_LCZF01000035.1_cds_WP_000538749.1_888	27.103	321	387
WP_004280004.1	lcl|NZ_LCZF01000108.1_cds_WP_001982414.1_2455	26.160	237	387
WP_004280553.1	lcl|NZ_LCZF01000077.1_cds_WP_000691020.1_1619	35.391	243	572
WP_004280553.1	lcl|NZ_LCZF01000003.1_cds_WP_000613393.1_48	23.196	194	572
WP_004280553.1	lcl|NZ_LCZF01000035.1_cds_WP_000721859.1_869	33.333	117	572
WP_004280553.1	lcl|NZ_LCZF01000077.1_cds_WP_000691020.1_1619	35.391	243	572
WP_004280553.1	lcl|NZ_LCZF01000003.1_cds_WP_000613393.1_48	23.196	194	572
WP_004280553.1	lcl|NZ_LCZF01000035.1_cds_WP_000721859.1_869	33.333	117	572
WP_004280727.1	lcl|NZ_LCZF01000065.1_cds_WP_001281953.1_1485	28.440	327	417
WP_004280727.1	lcl|NZ_LCZF01000077.1_cds_WP_000331752.1_1611	37.850	214	417
WP_004280727.1	lcl|NZ_LCZF01000077.1_cds_WP_000172653.1_1617	30.091	329	417
WP_004280727.1	lcl|NZ_LCZF01000035.1_cds_WP_000538749.1_888	27.843	255	417
WP_004280727.1	lcl|NZ_LCZF01000108.1_cds_WP_001982414.1_2455	24.280	243	417
WP_004280171.1	lcl|NZ_LCZF01000077.1_cds_WP_001975371.1_1623	28.571	140	182
WP_237578348.1	lcl|NZ_LCZF01000124.1_cds_WP_000620358.1_3012	33.962	53	207
WP_004280422.1	lcl|NZ_LCZF01000077.1_cds_WP_000691020.1_1619	32.609	230	242
WP_004280422.1	lcl|NZ_LCZF01000114.1_cds_WP_001014597.1_2707	27.236	246	242
WP_004280656.1	lcl|NZ_LCZF01000158.1_cds_WP_000998676.1_3909	32.271	251	255
WP_004280656.1	lcl|NZ_LCZF01000077.1_cds_WP_000412931.1_1629	28.846	260	255
WP_004280656.1	lcl|NZ_LCZF01000099.1_cds_WP_000566240.1_2352	27.843	255	255
WP_004280656.1	lcl|NZ_LCZF01000097.1_cds_WP_000043152.1_2203	26.415	265	255
WP_004280656.1	lcl|NZ_LCZF01000081.1_cds_WP_000653652.1_1744	27.203	261	255
WP_004280656.1	lcl|NZ_LCZF01000099.1_cds_WP_002080077.1_2380	27.376	263	255
WP_004280656.1	lcl|NZ_LCZF01000124.1_cds_WP_000351753.1_3091	24.535	269	255
WP_004280656.1	lcl|NZ_LCZF01000077.1_cds_AAY48_RS08255_1634	24.766	214	255
WP_004280656.1	lcl|NZ_LCZF01000015.1_cds_WP_000646908.1_369	27.568	185	255
WP_004280656.1	lcl|NZ_LCZF01000099.1_cds_WP_002067215.1_2309	27.320	194	255
WP_004280656.1	lcl|NZ_LCZF01000083.1_cds_WP_000723090.1_1809	27.861	201	255
WP_004280656.1	lcl|NZ_LCZF01000099.1_cds_WP_001069862.1_2315	26.220	164	255
WP_004280656.1	lcl|NZ_LCZF01000141.1_cds_WP_000093664.1_3547	23.000	200	255
WP_004280656.1	lcl|NZ_LCZF01000135.1_cds_WP_001074690.1_3394	24.352	193	255
WP_004280656.1	lcl|NZ_LCZF01000110.1_cds_WP_000744700.1_2509	33.333	72	255
WP_004280493.1	lcl|NZ_LCZF01000139.1_cds_WP_002185292.1_3462	27.879	330	314
