WP_002764162.1	lcl|NZ_JQPK01000054.1_cds_WP_000340715.1_1517	93.902	82	106
WP_004279997.1	lcl|NZ_JQPK01000054.1_cds_WP_000410267.1_1516	91.935	310	327
WP_004279997.1	lcl|NZ_JQPK01000054.1_cds_WP_000646253.1_1513	28.175	252	327
WP_004279997.1	lcl|NZ_JQPK01000070.1_cds_WP_000744700.1_1897	22.936	327	327
WP_004279997.1	lcl|NZ_JQPK01000177.1_cds_WP_000723090.1_3570	22.414	290	327
WP_004279997.1	lcl|NZ_JQPK01000054.1_cds_WP_001067557.1_1510	24.847	326	327
WP_004279997.1	lcl|NZ_JQPK01000004.1_cds_WP_001984071.1_24	23.529	306	327
WP_004280807.1	lcl|NZ_JQPK01000177.1_cds_WP_000282880.1_3574	29.787	235	220
WP_004280807.1	lcl|NZ_JQPK01000159.1_cds_WP_001099026.1_3354	26.457	223	220
WP_004280807.1	lcl|NZ_JQPK01000105.1_cds_WP_000840860.1_2667	29.808	104	220
WP_004280807.1	lcl|NZ_JQPK01000076.1_cds_WP_000868623.1_2073	29.670	91	220
WP_004280807.1	lcl|NZ_JQPK01000177.1_cds_WP_001114273.1_3567	26.136	176	220
WP_004280807.1	lcl|NZ_JQPK01000044.1_cds_WP_000262844.1_1171	24.638	207	220
WP_004280570.1	lcl|NZ_JQPK01000054.1_cds_WP_001033783.1_1484	32.000	350	354
WP_004280570.1	lcl|NZ_JQPK01000154.1_cds_WP_002105324.1_3294	34.237	295	354
WP_004280570.1	lcl|NZ_JQPK01000054.1_cds_WP_002068380.1_1490	28.435	313	354
WP_004280570.1	lcl|NZ_JQPK01000054.1_cds_WP_001033783.1_1484	32.000	350	354
WP_004280570.1	lcl|NZ_JQPK01000154.1_cds_WP_002105324.1_3294	34.237	295	354
WP_004280570.1	lcl|NZ_JQPK01000054.1_cds_WP_002068380.1_1490	28.435	313	354
WP_004280623.1	lcl|NZ_JQPK01000028.1_cds_WP_000696060.1_570	43.373	166	230
WP_004280623.1	lcl|NZ_JQPK01000168.1_cds_WP_061287053.1_3478	28.365	208	230
WP_004280623.1	lcl|NZ_JQPK01000054.1_cds_WP_000440092.1_1489	25.676	222	230
