WP_002764162.1	lcl|NZ_RQET01000008.1_cds_WP_135768329.1_2016	65.432	81	106
WP_004279997.1	lcl|NZ_RQET01000008.1_cds_WP_135768307.1_1993	63.344	311	327
WP_004279997.1	lcl|NZ_RQET01000004.1_cds_WP_135766981.1_248	24.412	340	327
WP_004279997.1	lcl|NZ_RQET01000004.1_cds_WP_135767110.1_382	23.602	322	327
WP_004279997.1	lcl|NZ_RQET01000008.1_cds_WP_135768304.1_1990	20.415	289	327
WP_004279997.1	lcl|NZ_RQET01000004.1_cds_WP_135766898.1_152	24.138	319	327
WP_004280807.1	lcl|NZ_RQET01000004.1_cds_WP_135767750.1_1098	35.484	93	220
WP_004280807.1	lcl|NZ_RQET01000003.1_cds_WP_135766711.1_3333	28.571	91	220
WP_004280807.1	lcl|NZ_RQET01000004.1_cds_WP_135767622.1_951	23.267	202	220
WP_004280807.1	lcl|NZ_RQET01000014.1_cds_WP_135769258.1_1715	30.108	93	220
WP_004280807.1	lcl|NZ_RQET01000004.1_cds_WP_135767632.1_962	32.979	94	220
WP_004280807.1	lcl|NZ_RQET01000001.1_cds_WP_135766222.1_1411	30.097	103	220
WP_004280807.1	lcl|NZ_RQET01000002.1_cds_WP_135766667.1_2905	27.273	88	220
WP_004280570.1	lcl|NZ_RQET01000008.1_cds_WP_135768319.1_2006	32.653	343	354
WP_004280570.1	lcl|NZ_RQET01000014.1_cds_WP_135769405.1_1888	32.353	306	354
WP_004280570.1	lcl|NZ_RQET01000008.1_cds_WP_135768319.1_2006	32.653	343	354
WP_004280570.1	lcl|NZ_RQET01000014.1_cds_WP_135769405.1_1888	32.353	306	354
WP_004280623.1	lcl|NZ_RQET01000008.1_cds_WP_135768325.1_2012	34.375	224	230
WP_004280623.1	lcl|NZ_RQET01000004.1_cds_WP_135767533.1_855	33.491	212	230
WP_004280004.1	lcl|NZ_RQET01000004.1_cds_WP_135767525.1_847	29.891	368	387
WP_004280004.1	lcl|NZ_RQET01000008.1_cds_WP_135768326.1_2013	33.891	239	387
WP_004280004.1	lcl|NZ_RQET01000008.1_cds_WP_135768308.1_1994	33.898	236	387
WP_004280004.1	lcl|NZ_RQET01000004.1_cds_WP_135767730.1_1072	27.586	261	387
WP_004280004.1	lcl|NZ_RQET01000004.1_cds_WP_135766796.1_36	28.270	237	387
WP_004280553.1	lcl|NZ_RQET01000008.1_cds_WP_135768325.1_2012	38.333	240	572
WP_004280553.1	lcl|NZ_RQET01000004.1_cds_WP_135767533.1_855	27.660	235	572
WP_004280553.1	lcl|NZ_RQET01000013.1_cds_WP_135769055.1_2550	25.843	267	572
WP_004280553.1	lcl|NZ_RQET01000008.1_cds_WP_135768325.1_2012	38.333	240	572
WP_004280553.1	lcl|NZ_RQET01000004.1_cds_WP_135767533.1_855	27.660	235	572
WP_004280553.1	lcl|NZ_RQET01000013.1_cds_WP_135769055.1_2550	25.843	267	572
WP_004280727.1	lcl|NZ_RQET01000004.1_cds_WP_135767525.1_847	28.367	349	417
WP_004280727.1	lcl|NZ_RQET01000008.1_cds_WP_135768308.1_1994	33.333	294	417
WP_004280727.1	lcl|NZ_RQET01000008.1_cds_WP_135768326.1_2013	29.167	360	417
WP_004280727.1	lcl|NZ_RQET01000004.1_cds_WP_135767730.1_1072	25.316	395	417
WP_004280727.1	lcl|NZ_RQET01000004.1_cds_WP_135766796.1_36	24.255	235	417
