WP_002764162.1	lcl|NZ_MCLU01000071.1_cds_WP_000340715.1_3415	93.902	82	106
WP_004279997.1	lcl|NZ_MCLU01000071.1_cds_WP_000410273.1_3414	91.613	310	327
WP_004279997.1	lcl|NZ_MCLU01000071.1_cds_WP_000646255.1_3411	28.175	252	327
WP_004279997.1	lcl|NZ_MCLU01000013.1_cds_WP_000744695.1_655	22.936	327	327
WP_004279997.1	lcl|NZ_MCLU01000008.1_cds_WP_000600891.1_3610	23.656	186	327
WP_004279997.1	lcl|NZ_MCLU01000068.1_cds_WP_000649929.1_3295	26.506	332	327
WP_004279997.1	lcl|NZ_MCLU01000185.1_cds_WP_000723081.1_1286	22.414	290	327
WP_004279997.1	lcl|NZ_MCLU01000071.1_cds_WP_001067557.1_3408	24.847	326	327
WP_004279997.1	lcl|NZ_MCLU01000025.1_cds_WP_002064390.1_1872	23.529	306	327
WP_004280069.1	lcl|NZ_MCLU01000008.1_cds_WP_000202832.1_3600	42.210	353	361
WP_004280807.1	lcl|NZ_MCLU01000185.1_cds_WP_000282882.1_1282	29.362	235	220
WP_004280807.1	lcl|NZ_MCLU01000055.1_cds_WP_001099039.1_2954	26.906	223	220
WP_004280807.1	lcl|NZ_MCLU01000008.1_cds_WP_001068984.1_3582	30.435	92	220
WP_004280807.1	lcl|NZ_MCLU01000108.1_cds_WP_000840861.1_256	29.808	104	220
WP_004280807.1	lcl|NZ_MCLU01000011.1_cds_WP_000868621.1_308	29.670	91	220
WP_004280807.1	lcl|NZ_MCLU01000209.1_cds_WP_001114262.1_1544	26.136	176	220
WP_004280807.1	lcl|NZ_MCLU01000113.1_cds_WP_000262844.1_367	24.638	207	220
WP_004280570.1	lcl|NZ_MCLU01000008.1_cds_WP_001230563.1_3607	35.988	339	354
WP_004280570.1	lcl|NZ_MCLU01000008.1_cds_WP_000582623.1_3603	34.049	326	354
WP_004280570.1	lcl|NZ_MCLU01000001.1_cds_WP_001011666.1_57	33.898	295	354
WP_004280570.1	lcl|NZ_MCLU01000008.1_cds_WP_001230563.1_3607	35.988	339	354
