WP_002764162.1	lcl|NZ_JQQR01000023.1_cds_WP_000340715.1_695	93.902	82	106
WP_004279997.1	lcl|NZ_JQQR01000023.1_cds_WP_000410273.1_696	91.613	310	327
WP_004279997.1	lcl|NZ_JQQR01000023.1_cds_WP_061226680.1_699	27.778	252	327
WP_004279997.1	lcl|NZ_JQQR01000042.1_cds_WP_000744700.1_1202	22.936	327	327
WP_004279997.1	lcl|NZ_JQQR01000009.1_cds_WP_000723090.1_377	22.414	290	327
WP_004279997.1	lcl|NZ_JQQR01000023.1_cds_WP_001067557.1_702	24.847	326	327
WP_004279997.1	lcl|NZ_JQQR01000074.1_cds_WP_002072074.1_1873	23.856	306	327
WP_004280807.1	lcl|NZ_JQQR01000009.1_cds_WP_000282880.1_373	29.787	235	220
WP_004280807.1	lcl|NZ_JQQR01000146.1_cds_WP_001099038.1_3221	26.906	223	220
WP_004280807.1	lcl|NZ_JQQR01000096.1_cds_WP_000840861.1_2389	29.808	104	220
WP_004280807.1	lcl|NZ_JQQR01000026.1_cds_WP_000868621.1_758	29.670	91	220
WP_004280807.1	lcl|NZ_JQQR01000057.1_cds_WP_000262844.1_1586	24.638	207	220
WP_004280807.1	lcl|NZ_JQQR01000009.1_cds_WP_061226893.1_380	26.136	176	220
WP_004280570.1	lcl|NZ_JQQR01000023.1_cds_WP_001033784.1_728	32.571	350	354
WP_004280570.1	lcl|NZ_JQQR01000099.1_cds_WP_001011675.1_2439	33.898	295	354
WP_004280570.1	lcl|NZ_JQQR01000023.1_cds_WP_002068380.1_722	28.435	313	354
WP_004280570.1	lcl|NZ_JQQR01000023.1_cds_WP_001033784.1_728	32.571	350	354
WP_004280570.1	lcl|NZ_JQQR01000099.1_cds_WP_001011675.1_2439	33.898	295	354
WP_004280570.1	lcl|NZ_JQQR01000023.1_cds_WP_002068380.1_722	28.435	313	354
WP_004280623.1	lcl|NZ_JQQR01000005.1_cds_WP_002107669.1_258	43.373	166	230
WP_004280623.1	lcl|NZ_JQQR01000181.1_cds_WP_061226561.1_3535	28.365	208	230
WP_004280623.1	lcl|NZ_JQQR01000023.1_cds_WP_000440091.1_723	25.118	211	230
WP_004280623.1	lcl|NZ_JQQR01000105.1_cds_WP_061226676.1_2575	30.000	110	230
WP_004280004.1	lcl|NZ_JQQR01000023.1_cds_WP_017857903.1_714	37.805	246	387
WP_004280004.1	lcl|NZ_JQQR01000074.1_cds_WP_001281953.1_1837	32.172	373	387
WP_004280004.1	lcl|NZ_JQQR01000023.1_cds_WP_000608292.1_704	34.322	236	387
WP_004280004.1	lcl|NZ_JQQR01000023.1_cds_WP_061226678.1_720	34.000	250	387
WP_004280004.1	lcl|NZ_JQQR01000023.1_cds_WP_001198107.1_703	36.893	206	387
WP_004280004.1	lcl|NZ_JQQR01000009.1_cds_WP_000575178.1_371	29.682	283	387
WP_004280004.1	lcl|NZ_JQQR01000068.1_cds_WP_000538755.1_1738	27.103	321	387
WP_004280004.1	lcl|NZ_JQQR01000048.1_cds_WP_001982414.1_1382	26.160	237	387
WP_004280553.1	lcl|NZ_JQQR01000005.1_cds_WP_002107669.1_258	34.836	244	572
WP_004280553.1	lcl|NZ_JQQR01000023.1_cds_WP_000440091.1_723	27.404	208	572
WP_004280553.1	lcl|NZ_JQQR01000141.1_cds_WP_000613386.1_3157	23.077	130	572
WP_004280553.1	lcl|NZ_JQQR01000105.1_cds_WP_061226676.1_2575	32.743	113	572
WP_004280553.1	lcl|NZ_JQQR01000005.1_cds_WP_002107669.1_258	34.836	244	572
WP_004280553.1	lcl|NZ_JQQR01000023.1_cds_WP_000440091.1_723	27.404	208	572
WP_004280553.1	lcl|NZ_JQQR01000141.1_cds_WP_000613386.1_3157	23.077	130	572
WP_004280553.1	lcl|NZ_JQQR01000105.1_cds_WP_061226676.1_2575	32.743	113	572
WP_004280727.1	lcl|NZ_JQQR01000023.1_cds_WP_001198107.1_703	36.667	270	417
WP_004280727.1	lcl|NZ_JQQR01000023.1_cds_WP_000608292.1_704	33.793	290	417
WP_004280727.1	lcl|NZ_JQQR01000009.1_cds_WP_000575178.1_371	35.039	254	417
WP_004280727.1	lcl|NZ_JQQR01000074.1_cds_WP_001281953.1_1837	28.440	327	417
WP_004280727.1	lcl|NZ_JQQR01000023.1_cds_WP_017857903.1_714	37.736	212	417
WP_004280727.1	lcl|NZ_JQQR01000023.1_cds_WP_061226678.1_720	28.771	358	417
WP_004280727.1	lcl|NZ_JQQR01000068.1_cds_WP_000538755.1_1738	27.668	253	417
WP_004280727.1	lcl|NZ_JQQR01000048.1_cds_WP_001982414.1_1382	24.280	243	417
WP_004280422.1	lcl|NZ_JQQR01000005.1_cds_WP_002107669.1_258	33.014	209	242
WP_004280422.1	lcl|NZ_JQQR01000181.1_cds_WP_061226561.1_3535	27.236	246	242
WP_004280656.1	lcl|NZ_JQQR01000088.1_cds_WP_000998678.1_2208	32.271	251	255
WP_004280656.1	lcl|NZ_JQQR01000009.1_cds_WP_000412931.1_346	28.846	260	255
WP_004280656.1	lcl|NZ_JQQR01000036.1_cds_WP_000566240.1_1058	27.843	255	255
WP_004280656.1	lcl|NZ_JQQR01000196.1_cds_WP_000043153.1_3599	26.038	265	255
WP_004280656.1	lcl|NZ_JQQR01000115.1_cds_WP_000653653.1_2723	26.820	261	255
WP_004280656.1	lcl|NZ_JQQR01000036.1_cds_WP_002100448.1_1030	27.757	263	255
WP_004280656.1	lcl|NZ_JQQR01000084.1_cds_WP_000351753.1_2098	24.535	269	255
WP_004280656.1	lcl|NZ_JQQR01000009.1_cds_WP_000750438.1_350	24.409	254	255
WP_004280656.1	lcl|NZ_JQQR01000081.1_cds_WP_042751881.1_1998	27.568	185	255
WP_004280656.1	lcl|NZ_JQQR01000134.1_cds_WP_002067215.1_3029	27.320	194	255
WP_004280656.1	lcl|NZ_JQQR01000009.1_cds_WP_000723090.1_377	27.861	201	255
WP_004280656.1	lcl|NZ_JQQR01000134.1_cds_WP_001069862.1_3024	26.220	164	255
